content,score
Good,5
Sangat membantu,5
Top,5
Thankyu!!,5
Good job,4
Sangat membantu saya menemukan pekerjaan sesuai keahlian saya.,5
Loker selalu up to date di situs ini,4
Good job,5
Sangat membantu...semagat sukses trus gaes...,4
Sangat bermanfaat,5
Mntap,5
Ashiap,5
"Mudah cari loker, mudahan aja cepet keterima sesuai jobdes nya amin..",5
Sangat membantu,5
Oke,5
Semoga yang di semogakan bisa tercapai,5
"Kasih bintang 3 dl ya, tunggu saya dpt kerjaan nanti saya tambahin lg bintang ny, terima kasih",3
Saya harap aplikasi ini membantu saya untuk mendapatkan pekerjaan.,5
Jobstreet good,5
Mantaaap,5
Good,5
Mantap,5
Semoga cepet dapet kerja,5
"Cukup 3 dulu, sama sekali panggilan blm ada",3
Nice,5
Sangat membantu untuk mencari kerja,5
Aneh tidak bisa masuk akun dan kata sandi nya tidak pernah benar padahal akun saya benar,1
Mantab,5
Bagus,4
Sangat baik sekali,5
Sangat bermanfafat,5
Mannntaappp,5
Keren,5
Mantab,5
Untuk mencari lowker kerja wktu dlu di jkt,5
Ok,5
Aplikasinya sangat berguna dan manfaat yang lebih untuk para pencari Kerja. Semoga JobStreet tambah maju dan berkembang. Terimakasih JobStreet,5
Memuaskan,5
"Sangat membantu dan tingkatkan terus,, semangat terus buat mimin nya..😁😁",5
Gampang mencari kerja dgn apk,5
Membantu,5
Bagus jobnya fresh,5
sangat akurat dan aman,5
Top markotop,5
Sangat membantu,5
Memuaskan,5
Barakallahu,5
Ok,3
"Apaan ini data udah diisi lengkap tapi selalu gagal upload. Yang benerla, gimana mau melamar",2
"Sangat membantu dalam mencari pekerjaan, simple dan efektif",4
Semoga saya mendapatkan pekerjaan berkat Jobstreet..thanks,5
Mantab,5
Sangat membantu dan mendukung perkembangan informasi karier yang relevan dan kompetitif di dunia kerja,5
OK 👍,5
Good,5
Oke,4
Terimakasih,5
Baru sekali dapat panggilan dari perusahaan dari aplikasi ini...btw secara umum ok dan cukup membantu sih....,4
Good,5
Bagus,5
Mantapp,5
Sangat membantu,5
simple,5
Sangat Membantu,4
👍,5
Best,5
Mudah2han dgn aplikasi ini sy Mendapatkan pekerjaan,5
"Memberi informasi bagi pencari kerja, semoga team yang bekerja di jobstreet lebih bersemangat lagi",4
mantaaappp,5
Sangat membantu,5
Wow,5
Aplikasi yang sangat membantu para pencari kerja. Update terus loker-lokernya,5
Mempermudah,5
Saya kasih nilai 4 dulu ya 🙏,4
"Semoga diterima kerja ya min ,setelah downloads jobstreet",5
Keren bisa cpt cari kerja,5
Saya unggah resume yg terbaru kom gak mau berubah yah masih yang dulu Tapi kalau pakai laptop resum a ya g terbaru Iti gmn yah??,1
Ok,3
"baguss, Selalu dapat kerja di Jobstreet, terima kasihh Jobstreet",5
بغس,5
Good,5
"SENGAJA BIAR PADA BACA! KENAPA SEKARANG JOBSTREET BANYAK SEKALI PERUSAHAAN YANG NIPU? PERASAAN DULU SAYA SERING DAPAT PANGGILAN DARI JOBSTREET DAN SELALU BENERAN PERUSAHAAN YANG BUKA LOWONGAN KERJA. SEKARANG MALAH BANYAK PENIPUAN. TOLONG DIPERBAIKI, BIAR GAK ADA YANG KENA TIPU LAGI. KASIHAN YANG LOKASINYA JAUH!!! Terimakasih.",5
Mantap,5
Lancar,2
Mantap,4
Ok,5
"Lumayan gak ribet,cuman belum rejeki aja belum ada panggilan kerja.",4
Ok s y baru regstrasi faceboo ky gini Lbh gmpg ya,3
Bagus,5
Oke dah,5
Banyak yayasan bodong yang mengatasnamakan PT...ujung2nya bayar alias tipu2 doang ...kecewa,1
Mantep,5
"Apkikasi ini sangat membantu, terima kasih",4
Semoga membantu,5
Ok,5
Mantap,5
Belum ada yang goall,3
Memuaskan..,5
Bagus,5
Sangat membantu,4
Ok,5
Good,5
Sangat membantu utk info kerja..,5
Sangat beguna untuk mencari lowongan,5
Sangat membantu,5
thanks jobstreet,5
Belum pernah ada panggilan dari pt yg dilamar,5
Oke,5
Good help future to everybodys,4
sangat mudah di gunakan,5
Mempermudah buat melamar pekerjaan terimakasih jobstreet,5
Bermanfaat banget :*,5
Terimakasih..walaupun baru applay tetapi sangat membantu mengirim lamaran saya.. Terimakasih banyak jobstreet 🙏,5
Sangat bermanfaat,4
Terimakasih JobStreet,5
Good,5
Sangat membantu,3
Sangat membantu,4
Membantu sekali,5
I hope get my job,5
Makasi,5
Suka aja,5
Ini bagai mana mau ngirim lamaran loadingnya lama.. Ga terkirim2. Mending perusahan remove ajah nih usulan buat pakai aplikasi joobstreet ini!,1
Mempermudah saya,5
Bagus,5
Jos,5
"4 bintang dulu ya,soalnya ini lgi pemula",4
"Apaan si ko gk bisa donlowad, Udh 2 hari 99% mulu...",1
"Apply cv di jobstreet ga pernah dapat panggilan padahal udh update profil sama aja,tolong dong diperbaiki lagi sistemnya setiap kali apply cv langsung ada notifikasi closed padahal cv baru received belum di read tau tau udah closed ,ga bagus jelek",1
Sangat membantu bagi para pencari kerja,5
bermanfaat,5
Mantap,5
Nice,5
Sangat membantu dalam mecari pekerjaan yang sesuai dengan pengalaman kerja.,5
Ok,5
Sangat membantu,5
Ok,5
Semoga kali ini dapat bekerja lg dari aplikasi jobstreet,5
Kurang sesuai,1
"Aplikasi ,bagus",5
Mantapp,5
Sukses selalu jobstret ....good,5
Oke,5
Saya sangat terbantu,5
good,5
Bagus sih tpi saya masih blom ada pagilan,4
Temukan perusahaan yg sesuai dan bervariatif.. Sangat membantu khusus nya muda mudi yang punya semangat tinggi untuk mengejar karir terbaik sesuai ekspetasi yg di harapkan... Good jobStreet👍,5
Sangat membantu,5
Ok,5
Sangatt membantuu..thx jobstreet dan semoga saya bisa cepat bekerja dan diterima disalah satu diperusahan²nya..,4
😊,5
Sangant bagus,4
Membantu banget,5
Good,4
Ok good lanjut,5
okkkk,5
Terimakasih karena telah banyak memberi manfaat...,5
Cukup,3
Good,5
Oke,3
Tolong bantu dong ini profilnya sudah di isi kenapa suruh ngisi trus. Trus saya mau daftar kerja nya gmna. Kalau suruh isi profil trus. Mana udah di verivikasi tpi pas masuk aplikasi masih sama aja. Tolong di bantu jangan di persulit gini,3
Banyak sekali pilihan perusahaan.,5
"Kenapa saya tidak bisa login di perangkat baru saya , dan alasan tidak bisa login pun tidak jelas ( samsung a32)",1
Ok,5
Good jobs,3
"Sering terjadi BUG. Upload CV baru tapi kenapa yang muncul CV lama. Dan kalau log out, tidak bisa log in. Minta buat akun lagi?",1
Ok,4
Bismillah semoga memakai apk ini bermanfaat bagi saya menemukan pekerjaan yang baik,5
Sangat mudah untuk di akses dan di pelajari,5
Satu dlu klw di panggil dan di trima sy kasih bintang 5,1
Sangat membantu,5
Bagus dan baik,5
Bagus,3
👍👍,4
Belum pernah dapet panggilan kerja sama sekali padahal udah banyak ngelamar,1
Good,5
Sangat membantu buat mencari pekerjaan,5
Sangat membantu,5
ok,5
Bagus,5
Good aplikasi,5
Good 🤩,5
良いだ。,4
👍👍👍👍,5
Good cuman belom pernah kepanggil PT lewat jobstret kenapa ya?,4
Good,5
Bagus,5
Good,5
Sangat terbantu,5
Mantap nih,5
baaguss,5
Trimah kasih,5
Sangat membantu,5
Bagus banget,5
Nice..👍,5
Kacang kacang goreng,1
Good app,5
Mantap,5
"Gampang, namun belum ada yg panggil😁",5
Semoga bermanfaat dan diterima BEKERJA. Amin,5
yang membuat bingung adalah bila perusahaan yang buka lowongan tapi tidak mencantumkan identitas. agar menjadi perhatian dari jobstreet.,5
Allhamdulillah membantu mengetahui perusahaan yang membuka lowongan pekerjaan,4
DJANCUKKKKKKKK,5
Bagus sangat meembantu,5
Mantab,5
Good aplication 👍,5
Mantap semoga saya daoat kerja,5
Nanti ja,5
Sangat membantu,5
👍👍 Cukup Membantu...,5
Yeesss,5
Good job,5
Aduh kok loding mulu ya,1
Manatap,5
Mantap,4
Good,5
Sangan membantu,5
Good,4
Good,5
bagud,5
Info loker nya banyak tapi belum ada yang nyantol mudah-mudahan aja ada yang nyantol,5
Aplikasi yg sangat membantu untuk masyarakat banyak. Dan jg dapat mengurangi jumlah pengangguran d Indonesia ini dengan adanya aplikasi jobstreet. Thanks,5
mntap,5
Saya kasih 4 dulu karena saya belum tau hasilnya,4
Membantu,5
"udah diperbaikin, oke banget sekarang",5
Bermanfaat sekali,5
bagus sekali,4
Bagus,5
Alhamdulillah sangat membantu. Semoga berkah ya,5
4 dlu klau sdah dpet krja dri apk ini sya ksih 5 trimaksih,4
Bagus,5
Sangat membantu dalam mencari dan melamar pekerjaan,5
Sangat membantu buat mencari pekerjaan,4
"Cukup membantu, tapi belum ada yg nyangkut sampai saat ini.. mesti sabar, berusaha dan berdo'a",3
Berharap dapat di review oleh HRD perusahaan,5
Sangat membantu,5
"mudah2an bisa membantu saya mendapatkan pekerjaan, Amiinn",1
Sangat membantu dalam mendapatkan pekerjaan,5
"Oke sih, sangat membantu dan gak perlu lagi buka laptop kalo mau ke Jobstreet",4
Good,5
Mantap,5
Ok,5
Ook,5
Membantu dalam mencari pekerjaan,5
"Apk bagus banget job street,tetapi kenapa ini job street. lamaran kerja saya udah banyak yg saya kirim ke perusahaan,tetapi blum ada panggilan"" nih🙄",1
Mantap,5
Bagus,5
Mantap,4
APLIKASI INI SANGAT MEMBANTU SYA DALAM MENCARI DAN MELAMAR PEKERJAAN TERUTAMA DI DAERAH TANGERANG... YA SEMOGA AJA SEGERA AD YG DI PANGGIL MAKASIH JOOBSTREET,5
Mantul,5
Sangat membantu,4
Mudah edit di pahami,5
Sangat membantu,5
Good,5
Sangat membantu para pencari kerja,5
Saya sangat senang dengan ada jobstreet bisa tau lowongan kerja,5
👍👍👍👍,5
Kenapa saya tidak bisa meng upload resume baru ??,1
Berikan informasi lowongan pekerjaan dengan baik.,5
Mendukung sekali,5
Terimakasih jobstreet,5
Ini yang saya cari2,5
Ok banget,5
Semoga aja dapet kerjaan dari sini amin,5
Sangat membantu,5
Membantu para jobseeker,5
"Membantu, thank you",5
Bagus,5
Bagus,5
Mantap,5
Lebih mudah dan kebih banyak lowongan kerja dan satu lagi disini hampir aman dari PT atau perusahaan penipu yang minta-minta uang pendaftaran..uang seragam uang jaminan. Semoga jobstreet aman dari perusahaan yg di dirikan oleh oknum copet dan para kriminal,4
Ok lah,4
Good,5
Mantap sekali,5
Aplikasi ini sangat Bagus,4
Mantap dan Terpercaya,5
Apk Bagus sih tapi rezeki tuhan yang atur kan hmm.,4
Bismillah,5
"Mantap, sangat membantu",5
Dengan adanya aplikasi jobstreet semua orang bisa dengan mudah mencari pekerjaan sesuai dengan yg d harapkan dan dibutuhkan,5
Aplikasi tidak dapat dibuka setelah diupdate. Terima kasih.,4
Good luck,5
Semoga membantu,5
Oke,5
Semoga ada rejekinya,5
Lumayan,3
Ok,5
Semoga dapat membantu banyak orang untuk mendapat pekerjaan,5
Oke banget,5
Good,5
Good job 👍,5
Sangat senang,5
Selalu dapat panggilan kalo ngapply di jobstreet,5
sangat membantu,5
Oke sep,5
Ntap,5
"Kenapa ya setelah diperbarui aku jd g bisa unggah resume, pdhl dibawah 1mb loh",3
Good,5
"In Aplikasi Sangat Buruk, saya kirimkan lamaran kerja lewat aplikasi jobstreet dr tahun 2015 sampai skg, tdk satu pun di panggil perusahaan untuk mengikuti Tes, Tolong klu buat aplikasi jgn hanya memanfaati orang sj untuk Download aplikasi & Aktif habis kan Kouta, tp lamaran kerja yg di kirim gak masuk di perusahaan.",1
Sangat Membantu,4
sangat banyak lowongan yg di tawarkan dan mudah cara ajukan lamarannya,4
"Mohon untuk aplikasi jobstreet bantuannya, saya ingin mengunggah resume saya tapi tidak diproses🙏🏻",3
Sangat membantu utk mendapatkan pekerjaan dgn posisi jabatan sesuai keinginan .thanks jobstreet,4
good,5
Sangat membantu Thanks jobstreet,5
Good apk,5
"Coba dulu 2Btg klo jelas tak tambahin,",2
Bagus,5
Mantab,5
Terimakasih sangat membantu untuk mencari pekerjaan,5
👍,5
Restoran & driver,5
Bagus juga,4
Min..ko gk bisa pasang photo profil y...uplod gk bisa trs?,3
Mudahan mudahan dapet kerja,5
good,5
Semoga sya mendapatkan kerja di aplikasi ini.amin,5
Bagus,5
Good,5
"Bagus, sangat membantu untuk memudahkan mencari lowongan kerja",5
Situs ini sangat membantu dalam mencari pekerjaan.,5
Sangat bagus,5
Sangat bagus sekali,5
Oke,5
Good,5
Good job,4
"Ok tapi belum ada"" panggilan saya 🥲",3
👍👍👍,5
Really help me to looking the job what i needed 👍,5
Sangat membantu 👍,3
Good job,5
Membantu,5
Semoga sukses buat jobstreet selalu..,5
Oke,5
Nice,5
sangat membantu dalam pencarian kerja,5
Good,5
gud,4
Sgt membantu,4
good,3
Bagus semoga makin di kembangkan,5
Sangat baik untuk kemajuan,5
Sanagat bagus,5
senang,3
Sangat Bermanfaat,5
Membantu sekali untuk informasi lowongan pekerjaan,5
Ok,5
Saya belum pernah di panggil pekerjaan oleh aplikasi ini namun saya tetap yakin bahwa lewat sini bisa memasukan saya untuk bekerja di perusahaan atau pabrik,5
Ko aplikasi jobstreet gak bisa lamarya min,5
Aplikasi nya bagus sangat bermanfaat,5
Makasih banyak jobstreet,5
Good,5
Sangat membantu,5
Gooddddd,4
Bagus banget untuk mempermudah melamar pekerjaan,4
Bagus,5
Ter'update 👍,5
Sangat membantu,4
Ok.sangat membantu sekali good joob,4
Dapat membantu,5
Good,5
Mantap booss,5
Mantap,4
Bagus,5
Bermanfaat membantu mencari pekerjaan,5
Lumayan banyak lowongan. Tp belom ada yang kepannggil. Kalo dulu keliatan lamaran udah di baca perusahaan atau belum dan pelamar kerjanya juga keliatan.,5
Sangat membantu,5
Nice,5
Bagus,5
Bagus,5
JobStreet dapat membantu saya dalam menentukan perkerjaan. Terimakasih,5
Sangat mudah akses dan mencari lowongan pekerjaan,5
INFOLOWONGANGAAKJELAS. APK VCK!!!,1
Sangat Membantu,5
Mantapppp baguss dan sangat membantu dari segi sosial kemanusian yang sedang membutuhkan pada inti nya saling melengkapi dengan ada nya JOB Street . Is GOOD 👍🏿,5
Operator produksi,2
Jos,5
Ol,5
Sangat membantu,5
Good,5
goood,5
Sangat membantu,5
Mudah dan Cepat dalam mendapatkan informasi pekerjaan yg sesuai,5
Sangat membatu,5
Sangat membatu,5
Sukses terus buat jobstreet..lebih banyak lagi lowker driver y,5
Ga berbelit enak sebagai pengguna,5
Sangat membantu,5
Ok,4
Mantap dan cepat,5
Ok sangat membantu,5
Masih mencoba,2
Sy dapat kerja dari applikasi ini,5
Bagus,5
Bagus dan sesuai kebutuhan,5
"Keren banget, doakan saya sukses ya bu",5
Semoga saya dapat kerja,5
Bagus,4
Good,5
Good,5
Alhamdulillah,5
Sangat membantu dalam mencari pekerjaan,4
Sangat membantu Mantap,5
Membantu sekali,5
Top,5
Sangat membantu untuk mncari keeja,5
Mudah mencari kerja yg sesuai,4
Good,5
Bemanfaat,5
Bagus,4
Beleum pernah dapet panggilan kerja dr app ini.,1
Ini knp aplikasinya saya update malah gak bisa dipakai lagi,1
ok,5
"Jobstreet 100% real, terimakasih jobstreet",5
good,5
Mantap,5
Cukup membantu ok,4
Bismillah berharap mendapat rejeki dari Jobstreet,5
Good,5
Kok gabisa upload foto gimana dah,2
"Sukses selalu,, semoga berkash",5
Oke lah,3
Semoga menjadi berkah dalam rijki kita bekerja untuk pencapean karir yang kita harapkan,3
Oke,5
"Dari aplikasi ini Alhamdulillah gue bisa dapat pekerjaan dan awet sampe sekarang, aplikasi ini hanya sebagai perantara saja, semua balik lagi ke seberapa besar doa dan ikhtiarnya untuk mendapatkan pekerjaan, tetap semangat para pencari kerja 👍",5
Mantap,5
"Sya sudah lama pakai jobstreet. Tapi kenapa saya ga bisa log in manual di aplikasi? Sedangkan di web saya bisa langsung log in email dan password, di aplikasi saya harus log in pakai fb. Saya coba pakai email ga bisa masuk di aplikasi, harus lewat fb. Ditambah isi akun yg saya pakai di web + apk berbeda, tidak sinkon, semua data sudah dilengkapi. Tapi saya buka di aplikasi malah lengkap dan di web kosong? Kenapa ya? Mohon diperbaiki lg",4
Sangat membantu dan semoga selalu bermanfaat,5
Ok,4
Bermanfaat,5
Bagus,4
Bagus,5
"Cukup membantu untuk mencari lowongan pekerjaan, thank you",4
"Saya baru saja mendownload aplikasi ini, dan langsung di resfons demgan baik, semoga Insya Allah saya mendapat pekerjaan dari aplikasi JobStreet ini, amin,, 🤲",5
Sangat membantu,5
Baik sekali,5
Sip jos,5
Mantap,5
"Selama aku cari kerja, selalu pakai jobstreet. Bener"" bagus",5
Ok aja lah,5
Bismillah berkah,5
Mantapz,5
Informasi pekerjaan terbaik.akurat Serta respon yang cepat Dari penyedia lapangan kerja,5
Sangatmembantu,5
Ga bisa update profil. Via web minta login terus setiap mau lihat & update profil.,1
Terimakasih jobstreet,5
Bagus,5
😂,5
"Di aplikasi ini tidak dapat/tidak ada fitur mengunggah foto profil ,,bahkan melalui web chrome/google/dan mesin penelusuran lain sudah di coba berkali_kali tetap tidak bisa ,,tombol bantuan di web juga tidak membantu menyelesaikan masalah ,,sebab foto profil banyak perusahaan yang meminta 1.persyaratan di awal melamar melalui aplikasi jobstreet ,,di tunggu perbaikannya.terima kasih",1
"Mantap pokkokke ,sangat membantu",5
Perlu perbaikan aplikasi (not work),2
Good Sangat baik untuk pencarian Anda,5
Sebenernya gak mau kasih bintang 5 karna apk nya masih lola bgt. Profil di website dan di apk tidak sinkron. Mihon di update dong apk nya. 🙏,5
Nice,5
Sangat membantu,5
Oke,4
Semoga yang nganggur cepat dapat kerja'an,5
Sangat membantu,5
Aplikasinya membantu sekali dalam mencari pekerjaan. Terimakasih JobStreet :),5
Best,5
Terima kasih jobstreet. Sangat membantu saya menemukan pekerjaan.,5
Mudahan dapat dari sini pekerjaanya,5
Sangat akurat,5
Good,5
Ok,5
Driver berpengalaman,5
"Banyak bug , ga bisa simpen biodata gimana coba bakalan di lirik hrd",1
Maju terusjobstreet,5
Gak biaa upload resume. Padahal udh dibawah 1mb,1
lumayan,4
Ok,5
Bagus dan akurat,5
Banyak pekerjaan yg di tawarkan,5
Good,5
"sangat bagus, membantu sekali para pelamar kerja",5
Saya mendapat kan pekerjaan dari jobstreet dan saya sangat bersyukur untuk itu. Terima kasih,5
Mantap,5
good,5
Good,5
aplikasi yang sangat membantu untuk mencari pekerjaan yang sesuai dengan keinginan.,5
Cukup membantu,3
Sangat membantu untuk mencari lowongan pekerjaan terbaru,5
Keren sihhh,5
Ok,2
Bagus,5
"Belum ada panggilan, tapi mengenai aplikasi, cukup baik.",5
Sangat membantu,4
Ok,5
Mantap,5
Sangat mudah mencari info pekerjaaan,5
Bagus,5
Baik,5
"bagus,semoga saya cepat mendapatkan pekerjaan",5
Mantap,4
Sangat membantu,5
Sangat membantu,5
"Awalnya bagus-bagus saja, setelah saya hapus resume untuk diperbaiki sekarang tidak bisa diunggah lagi resumenya. Tolong solusinya",1
Ok banget,5
Memberikan informasi yg sangat jelas,5
Baik,4
"Dulu masih ke panggil tes tapi selalu terlambat manggilnya,kita sdh tes d tempat lain jadinya saya tolak dengan hormat Sekarang malah sama sekali gk prnh ke panggil",3
Good,5
Sangat bermanfaat banget.. Buat yg lg cari² krja..,5
Blum dapat kerja si tapi apk ini ckuo membantu,4
Good sangat membantu,5
Ok,5
Bgus,5
Sangat membantu dalam hal mencari pekerjaan dan sangat mudah dalam mengaplikasikan nya..thanks jobstreet and crew🙏,5
Saya cuma kasih 1 bintang karena resume lamaran g bisa unggah documen..tolong diperbaiki,1
Good,5
Sangat bermanfaat sekali...😍😍😍😍,5
Sangat bermamfaat,5
Okee,5
Bagus,4
Aplikasi pencari kerja terbaik di indonesia,5
coba 3 dulu,3
Terbaik dan sangat membantu,5
"Mengapa masih ada perusahaan diluar jobstreet yg mengambil data pribadi, saya dpt panggilan kerja tidak jelas asal usul nya dri perusahaan tsb, bhkan saya cek di akun jobstreet saya tidak ada PT tsb yg saya lamar, mhon lebih manjaga data pribadi pelamar, trims",5
Bagus tapi jarang dapat panggilan,5
Bagus,5
Baru nyoba..moga aja mendapatkan pekrjaan yg sesuai dengan pengalaman saya..😃,5
Nice,5
Kereeeeeeeeennnnnnnnn bangeeeeeeeeett,5
Sangat membantu,5
Sangant membantu dalam proses mencaru pekerjaan,5
Sangat membantu mencari lowongan kerja,5
Good,5
"Semoga tahun ini bisa kerja, harus semangat demi orangtua, aamiin",5
Aplikasi terbaik,5
Mantap,5
Semoga cepat dapat lerjaan,4
Mantap,5
Smoga makin sukses,4
Lebuh efisien dan efektif dalam mencari kerja,5
Memang belum dapat kerja dari sini. Tapi tetap saya kasih bintang 5 karena membantu saya dalam mencari pekerjaan,5
Ga taulah bintang 5 wehhh,5
Lowongan pekerjaan yg di iklan kan benar benar rill ada terima kasih,5
"Mudah untuk mencari peluang kerja, akan lebih bagus jika setiap lamaran ada result + reason nya dari perusahaan yg di lamar.",5
Sangat membantu👍,5
"Good , sangat membantu",5
udh banyak cari loker blum ada yg dipanggil satu pun...,5
Bagus,5
Bagus,5
"Sangat baik dan bisa membantu, tapi susah buat nelusuri job dikota sendri, lebih d perbaiki lagi",4
Bgus,5
Good,5
Mantap,5
"Alhamdulilah, blm ada yg tembus mungkin nanti",5
Oke,5
Sangat membantu,5
Aplikasi pencari pekerjaan yang baik.,4
Apply cuma di recieved doang.. Gak ada progres apa pun di tolak kek di Terima kek di jadwal interview kek. Masuk recylebin kek.. 😡,1
mudah2an cepat mendapat pekerjaan,5
Mudah2n membantu,5
Sangat baik,5
Baru dowload semoga bisa membantu,4
"Sangat membantu, untuk info lowongan..",4
Siapa tau,5
Trima kasih untuk jobstreet karna sdh membuat apk ini.semoga bermanfaat🙏,4
Sangat membantu sekali. Terima kasih jobstreet,5
Smoga membantu,5
Lowongan kerjanya bagus bagus,5
Sangat membantu.,4
Sangat recomended jika ingin mencari pekerjaan.bagi pelamar yang mau dapst kerjaan sesui fashion disini tempatnya.meaki harus sabar dan banyak mengirmkan lamaran.harus pandai merangkai kata agar terlihat menarik cv nya.good luck,5
ribet ngisi data dirinya gak revomended,1
Nice,5
Bismillahirrahmanirrahim dapet kerja dan menjadi orang yang berguna,5
Ok,5
Helpful!!!,5
Mudah mudahan bisa bermanfaat,5
"Sangat membantu,.",5
Semoga lewat jobstre saya bisa mendapatkam pekerjaan yg saya harapkan,5
Sangat membantu,5
"Saya pernah bekerja di perusahan AMDK sebagai operator produksi ,pengalaman kerja selama 7 tahun",5
Cukup baik,4
Mantap.....👍👍👍👍👍,5
Baik,5
🤔,1
Bagus,5
"membantu yg sedang mencari pekerjaan, good",5
Good aplication,5
OK GOOD,5
Aplikasi ini sangat membantu Trimakasih,5
Perusahaannya bonafit smua... Jdi semangat cari kerjanya,5
Sangat membantu 👍👍👍💖💖💖,5
Sering dapat pekerjaan di aplikasi ini,5
Ok,5
Saya sangat terbantu untuk mencari pekerjaan yang kualitasnya baik dan informasi yang saya dapat valid tidak informasi dari pihak pihak yang tidak bertanggung jawab.,5
"Tidak bisa edit atau rubah profile di aplikasi, masuk web nya juga liat profil tidak bisa malah balik lagi ke awal untuk sign in.. gitu aja terus",1
I find my future job here,5
Bagus,4
Alhamdulillah sangat membantu dalam mencari pekerjaan,3
the best,5
Oke sekali,5
update profil gagal mulu. lg parah nih jobstreet,1
"jobstreet aplikasi yang sangat membantu, saya sudah beberapa kali mendapatkan pekerjaa dari aplikasi ini",5
Sangat membantu,4
Good job👍👍,5
Mantap,5
Gabisa masuk gagal terus,1
Mantap,5
Mencari pekerjaan mudah dan cepat,3
Baik,3
Masih kosong,4
baik,5
Cakeeep,5
Ok,5
Lumayan,4
Mantapp,5
Semangkin mudah dalam mencari dan melamar pekerjaan,5
Amaizing,4
Sangat membantu masyarakat banget ini,5
Bagus.. Mudah2an cpt dpt kerjaan dr sini,5
Mempermudah mencari kerja,4
Good,5
Mengetahui lowongan kerja terbaru,4
"Good, i like it",5
Dear job street.. Sdh beberpa hari ay tdk bs masuk ke Jobstreet Entah kenapa Pada hal sdh sangat mencoba Loading pun Tidak.. Tolong dibantu Agar sy bs kembali mempergunakannya,5
Ok,5
Saya mengucapkan terimakasih kpd Jobstreet karena sangat membantu sekali bagi hidup saya untuk mencari pekerjaan.,5
Best,5
Senang,5
Tidak bisa berhubungan langsung dengan company,4
Good Apps Job Searcher.,4
Mantapp,5
Membantu,5
Ok,5
Sangat membantu,4
Bagus..tapi belum dapet notif aja..😅,4
Bagus,5
Mantab,5
Ok,5
"Sangat2 cukup membantu, walaupun beberapa bulan terakhir ini tidak ada update pekerjaan terbaru di akun saya.",5
Mohon tingkat kan lowongan kerja terbaru,5
Parah gak bisa di buka,1
Paling sering dapet panggilan dari jobstreet dan jarang kena penipuan .,5
Kereen,5
sangatlah membantu,5
"Awal mula pengalaman di Nickle PT. Bintang Delapan Mineral, dan di P. Buton untuk eksplorasi aspal dan mineral. 4 tahun saya bekerja di PT. GMS (Perusahaan Konsultan Eksplorasi & Tambang dan Kontraktor) dan di Nickle IUP. PT. Bososi &. PT. Bosowa terakhir bekerja di PT. Golden Great Borneo sebagai Foreman Produksi OB/Dump. Dan sudah Diklat & Uji Pengawas Operasional Pertama Pertambangan (Sertifikat POP / Kompeten)",5
"Setelah di update ko aplikasi nya tidak bisa kebuka, loading terus",1
Sangat berguna dan bermanfaat,5
Semoga aku dapat kerjaan,5
Jobstreet memudahkan saya dalam melamar pekerjaan. Tapi sayangnya belum ada satupun pekerjaan yang menerima saya dari jobstreet 😖,4
Top,5
Jobst memanh ok perusahaan2 yang memakai sangat bagus dan memberi kepastian karier,5
Sangat membantu informatif,5
Trimakasih semoga saya beruntung dsini...amin,5
Bagus,5
Okelah...🙂👍,4
Oke,5
Aplikasinya 👍,5
Sangat membantu,5
Mantappp..bisa membantu,5
Cukup memuaskan baguss,5
Good,5
Oke,5
Membantu orang yang mencari pekerjaan,5
Senang sekalii,5
Ok,4
Oke punya,5
Bermanfaat untuk yang Open Work,5
Bagus,5
Bagus,5
good,5
Mencari pekerjaan sangat mudah dan flexible.. 👍,5
Sngt membantu,5
sangat membantu dalam mencari kerja,5
Thank u JobStreet,5
Ok,5
Sangat membantu,5
Very usefull,5
Good,5
Aplikasinya mempermudah pencarian pekerjaan,5
Aplikasi yg sangat bagus,5
Semoga bermanfaat masih coba.. Tp unggahan utk lamarana hanya utj 1.. Yang upload sebelumnya gk tersimpan,5
"Mudah digunakan, informasi akurat",4
👍,5
Good,4
Mantap Dangan membantu masyarakat,5
Good,5
Good,5
semoga dapet loker baru di jobstreet,5
good,5
Bagus dan mudah,5
Good,5
"Apl,yang sangat membantu melamar pekerjaan .",5
Sangat membantu yang belum punya pekerjaan,5
Bismillah jalanya dari sini,5
Ok,5
Good joob,4
goodjob,5
Sangat membantu kita semua dalam informasi lowongan pekerjaan bagi yang membutuhkan. 👍,5
bosok,1
Bagus,1
Semoga Amanah 🙏,3
Really good,5
Dengan adanya apk jobstreet membuat saya lebih percaya diri dalam mencari pekerjaan yg sesuai dengan kemampuan saya. Terimakasih kasih jobstreet,5
Cukup membantu,4
Sangant membantu,5
Lebih di tingkatkan lagi,4
Sangat buruk...bukan nya membantu malah bikin pusing...sistem nya error terus... Auto Uninstall aja deh,1
Sangat membantu untuk para job Seeker,4
"Kemaren akun saya sempat dibekukan ga tau kenapa, tapi sekarang sudah kembali normal, thxs Jobstreet Indonesia.",5
Uda 2 kali dapat job di jobstreet,5
Sangat membantu,5
Ok,5
Terimakasih jobstreet,5
😊,5
Terima kasih banyak jobstreet...saya sekarang cari pekerjaan lewat jobstreet sangat mudah..ayo burun download jobstreet dan daftarkan diri anda dengan benar agar perusahan dapat mbacanya....langsung di panggil perusahan tuk siap kerja...terima kasih jobstreet,5
Mantap,5
