userName,at,text_tokens_stemmed,Label,Label NB
Pengguna Google,2024-03-04 20:04:52,jobstreat bantu cari informasi loket tpi yg erti metode lamar kerja panggil kerja,positif,positif
Pengguna Google,2024-03-04 20:04:09,boong,negatif,negatif
Pengguna Google,2024-03-04 20:02:53,aplikasi bermanpaat cari kerja gampang cepat panggil good untu aplikasi kecewa,positif,positif
Pengguna Google,2024-03-04 20:00:45,bagus job seeker,positif,positif
Pengguna Google,2024-03-04 19:54:22,nyari lowker alhamdulillah terima kerja jg,positif,positif
Pengguna Google,2024-03-04 19:40:46,guna,positif,positif
Pengguna Google,2024-03-04 19:34:29,notif lowong kerja sesuai minat bakat progress lowong apply terima report nya pokok nya recommended banget,positif,positif
Pengguna Google,2024-03-04 19:29:30,alhamdulillah dpt kerja dr aplikasi,positif,positif
Pengguna Google,2024-03-04 19:22:39,aplikasi nya bagus simple,positif,positif
Pengguna Google,2024-03-04 19:21:20,jobstreet is the best loker app thanks for all have done,positif,positif
Pengguna Google,2024-03-04 19:19:33,bantu,positif,positif
Pengguna Google,2024-03-04 19:12:03,apk bapuk untung banyak atur minta apk gw donlot 2 apk yg panggil,negatif,negatif
Pengguna Google,2024-03-04 19:10:35,aplikasi bantu 2 kali masuk kerja 2 pt beda berkat aplikasi terima kasih jobstret sukses,positif,positif
Pengguna Google,2024-03-04 19:08:51,cas aki produksi 4r4r rmh kak,negatif,negatif
Pengguna Google,2024-03-04 19:04:22,apk yg cari kerja,positif,positif
Pengguna Google,2024-03-04 19:01:50,alhamdulillah bersukur aplikasi jobsreet repot2 cari kerja moga mudah mudah kerja amin terimakasih jobstreet,positif,positif
Pengguna Google,2024-03-04 19:00:34,apk cari kerja baik,positif,positif
Pengguna Google,2024-03-04 18:59:22,aplikasi mantap,positif,positif
Pengguna Google,2024-03-04 18:57:25,baik lahhh cari kerja,positif,positif
Pengguna Google,2024-03-04 18:48:45,mudah pencaker jobstreet terpacaya depan pokok nya recomended bangett,positif,positif
Pengguna Google,2024-03-04 18:46:01,jaman lulus sekolah setia jobstreet ga paling aplikasi lainn 99 lowong nya reall 1 yg muncul loker bodong,positif,positif
Pengguna Google,2024-03-04 18:44:30,aplikasi bantu cari kerja terima kasih jobstreet,positif,positif
Pengguna Google,2024-03-04 18:43:46,tarik alam tips bagi kontribusi saran buka peluang karier bidang industri utama terkadang peluang baik duga,positif,positif
Pengguna Google,2024-03-04 18:43:22,bener bener top bgt deh mudah cari kerja,positif,positif
Pengguna Google,2024-03-04 18:41:57,sekian bnyknya aplikasi kecewa sya sngat syukur sya pakai apk jobstreet bnar sngat bantu mudah sya mendpatkn kerja terimakasih jobstreet,positif,positif
Pengguna Google,2024-03-04 18:38:06,aplikasi cari kerja bagus bantu orang orang cari kerja,positif,positif
Pengguna Google,2024-03-04 18:31:37,jobstreet bantu cari kerja pilih kerja thanks good jobs,positif,positif
Pengguna Google,2024-03-04 18:29:15,bantu cari kerja sesuai fasionnya,positif,positif
Pengguna Google,2024-03-04 18:25:58,kerja kali aplikasi,positif,positif
Pengguna Google,2024-03-04 18:22:07,good konsisten,positif,positif
Pengguna Google,2024-03-04 18:21:01,ok gas ok gas moga cepat kerja gas pragib 2024 tunggu lowong kerja,positif,positif
Pengguna Google,2024-03-04 18:19:38,good,positif,positif
Pengguna Google,2024-03-04 18:16:37,jobstreet bantu mudah cari kerja kerja,positif,positif
Pengguna Google,2024-03-04 18:14:34,loker nya kasih yg real gantung,negatif,negatif
Pengguna Google,2024-03-04 18:13:22,bantu cari referensi kerja cocok,positif,positif
Pengguna Google,2024-03-04 18:12:24,bad result i love glints easy to use and good feedback,negatif,positif
Pengguna Google,2024-03-04 18:07:43,baik,positif,positif
Pengguna Google,2024-03-04 17:57:42,the real aplikasi cari kerja kerja apply jobsteeet aja,positif,positif
Pengguna Google,2024-03-04 17:56:23,aplikasi yabg bantu cari kerja jobstreet kerja,positif,positif
Pengguna Google,2024-03-04 17:54:16,mudah cari kerja sesuai usaha rekrut kerja mudah,positif,positif
Pengguna Google,2024-03-04 17:50:44,aplikasi nya keren banget,positif,positif
Pengguna Google,2024-03-04 17:49:51,situs cari kerja baik no 1 indonesia,positif,positif
Pengguna Google,2024-03-04 17:47:05,bantu kerja sesuai ahli bidang,positif,positif
Pengguna Google,2024-03-04 17:45:49,this application is very good and helpfull for its region like singapore indonesia malaysia i hope jobstreet will expand this application for worldwide so we doesnt need to check linkedin anymore haha,positif,positif
Pengguna Google,2024-03-04 17:40:13,bantu referensi kerja,positif,positif
Pengguna Google,2024-03-04 17:34:48,good aplicationmantap usia muda mudibisa cari lowong yg akurat sesuai skill bro,positif,positif
Pengguna Google,2024-03-04 17:34:18,aplikasi bantu kualifikasi deskripsi kerja rinci program seekmax yg edukatif ga bosenin,positif,positif
Pengguna Google,2024-03-04 17:23:30,aplikasi yg bikin gue cepet dapet kerja bgt lokernya sesuai bgtapalagi skrg udah fitur jarak jdi gampang cari kerja deket rumahthank you jobstreet,positif,positif
Pengguna Google,2024-03-04 17:18:37,mantap cari kerja onlain,positif,positif
Pengguna Google,2024-03-04 17:17:47,wow aplikasi bantu cari kerja,positif,positif
Pengguna Google,2024-03-04 17:09:59,alhamdulillah aplikasi guna karir gue,positif,positif
Pengguna Google,2024-03-04 15:48:37,aplikasi sulit ya aplikasi eror trs sandi salah suruh ganti sandi ttp aja gbisa aplikasi aneh,negatif,negatif
Pengguna Google,2024-03-03 23:18:33,aplikasi mudah usaha yg daftar abal2 gampang tipu org yg awam uang 800rb awal iming2 terima kerja tolong min daftar usaha sembarang kasi yg butuh kerja ujung2 nya tipu moga aplikasi,negatif,negatif
Pengguna Google,2024-03-03 19:54:34,aplikasi ga kirim cv,negatif,negatif
Pengguna Google,2024-03-02 06:25:20,top mantap is the best,positif,positif
Pengguna Google,2024-03-01 23:45:38,bantu cari kerja,positif,positif
Pengguna Google,2024-03-01 22:07:47,jau dpt panggil interview bdh grup pas sampe jakarta bukany interview mala dikerjain calen gajelas valid informasi ny maaf sy uninstall,negatif,negatif
Pengguna Google,2024-03-01 21:15:30,kasih bintang 4 ya sdh dpt kerja bantu,positif,positif
Pengguna Google,2024-03-01 19:14:48,muas,positif,positif
Pengguna Google,2024-03-01 06:14:35,aplikasi yg sesuai ekspektasi usaha yg rekomendasi kualitas feedback usaha nya sangan fast responsifsaya senang jonstreet bantu sayacongratulation i proude to you,positif,positif
Pengguna Google,2024-03-01 02:51:27,usaha gapernah niat rekrut kandidat loker bodong,negatif,negatif
Pengguna Google,2024-02-29 17:16:18,mudah kerja,positif,positif
Pengguna Google,2024-02-29 12:02:31,kalo nyari daerah yg keluar daerah yg tuju,negatif,negatif
Pengguna Google,2024-02-29 08:56:09,panggil interview blm jodoh x ya jd blm terima2,positif,positif
Pengguna Google,2024-02-28 22:02:38,kasih bintang 2 ya kerja tambah bintang,negatif,positif
Pengguna Google,2024-02-28 21:38:07,moga untung kerja yg cocok dgn hati gaji yg muas,positif,positif
Pengguna Google,2024-02-28 18:03:01,tipu yah aplikasi tau kalo panggil wawancarainterview langsung tempat sangkut ruko yah orang nyari kerja diarahin tipu ada2 aja woy bikin lamar modal,negatif,negatif
Pengguna Google,2024-02-28 13:57:41,dar saran aja lowong kerja rekrut close tampil,negatif,negatif
Pengguna Google,2024-02-28 13:57:37,mantap,positif,positif
Pengguna Google,2024-02-28 10:36:09,aplikasi keren bantu cari pekerjaanterima kasihbjib street,positif,positif
Pengguna Google,2024-02-28 10:32:44,bohong,negatif,negatif
Pengguna Google,2024-02-28 09:06:22,yg download aplikasi aplikasi tipu adik sy interview nama pt tirta java automotive uang tahan orang nya,negatif,negatif
Pengguna Google,2024-02-28 04:02:39,alas jobstreet email lamar tutup posting guna share berkas nyantol,negatif,negatif
Pengguna Google,2024-02-27 15:26:38,udah 2x dapet panggil interview tipu,negatif,negatif
Pengguna Google,2024-02-27 15:10:59,emang ya registrasi lamar kerja asa 2023 tu registrasi registrasi gimana ya,negatif,negatif
Pengguna Google,2024-02-27 14:13:23,no coment,positif,positif
Pengguna Google,2024-02-27 00:05:57,terima kasih berkat job streer kerja,positif,positif
Pengguna Google,2024-02-26 22:07:50,alhamdulillah,positif,positif
Pengguna Google,2024-02-26 20:38:17,drever,positif,positif
Pengguna Google,2024-02-26 17:52:16,maaaf kasih bintang 1 saat upgrade banyak usaha bodong gak panggilanpadahal versi panggil moga bantu saran,negatif,negatif
Pengguna Google,2024-02-26 15:32:56,tampil yg jdi sulit beda lowong dri scammer lowong perusahaansaran profil usaha taruh lowong,negatif,negatif
Pengguna Google,2024-02-26 14:10:09,good application with simple easy way to apply job,positif,positif
Pengguna Google,2024-02-26 12:49:21,good,positif,positif
Pengguna Google,2024-02-25 19:50:07,private advertiser banyak tipu,positif,negatif
Pengguna Google,2024-02-25 18:03:08,cant login,negatif,negatif
Pengguna Google,2024-02-25 15:21:06,banyak iklan,negatif,negatif
Pengguna Google,2024-02-25 13:40:11,kerja,positif,positif
Pengguna Google,2024-02-25 12:45:35,jobstreet baru susah ya cari lokasi tangerang yg ikut muncul jakarta bekas wkwk gimana,negatif,negatif
Pengguna Google,2024-02-25 11:28:25,baharu susah lamar kerja versi nyaman sulit bingung versi tolong baik mudah guna,negatif,negatif
Pengguna Google,2024-02-25 09:43:10,harap tetep,positif,negatif
Pengguna Google,2024-02-25 08:55:08,update gak login situs,negatif,negatif
Pengguna Google,2024-02-25 08:16:08,ok,positif,positif
Pengguna Google,2024-02-24 18:07:07,kepala pusing,positif,positif
Pengguna Google,2024-02-24 16:05:20,aplikasi nya bantu nyari kerjanamanya nyari lowong hihipkok nya recommendedkalo skli nya nyari langsung dapet mahh,positif,positif
Pengguna Google,2024-02-24 15:38:09,aplikasi cari kerja bantu cari kerja mudah aplikasi mudah cari kerja rumah,positif,positif
Pengguna Google,2024-02-24 15:07:07,aplikasi guna cari lowong kerja batu temu kerja sesuai minat bakat mantap,positif,positif
Pengguna Google,2024-02-24 14:30:03,mudah cari kerja app tau rumah loker,positif,positif
Pengguna Google,2024-02-24 13:36:12,info lowong lumayan cepat,positif,positif
Pengguna Google,2024-02-24 11:03:31,cerita alam jobstreet mendaptkan uandangan panggil interview oknum sedia lowong kerja langsung kantor intrv sperti oknum wawancara nama perushaan stelah papar mas gaji terima kerja bayar ya alesannya utk biaya kelengkpn alat kerja dll suruh teranfer langsung d modus,negatif,negatif
Pengguna Google,2024-02-24 10:30:14,kesini jelek,negatif,negatif
Pengguna Google,2024-02-24 07:12:49,pilih kerja cari sesuai keinginantapi barang panggil,negatif,positif
Pengguna Google,2024-02-23 20:09:00,download bintang 2 kalo udah kerja ta kasih 5,negatif,negatif
Pengguna Google,2024-02-23 20:05:34,bantu,positif,positif
Pengguna Google,2024-02-23 16:31:45,2 x interview sm usah abal ngaku nya jobstreet usaha pt gudhome pt sariling aneka energi tp org yg interview layak parah buang ketemu sm org ambil data ijazah usaha yg buka lamar kerja jobstreet tdk melewatin verifikasi yg bagus,negatif,negatif
Pengguna Google,2024-02-23 16:22:52,gak dapet panggil lamar apk lamar notif email lamar tutup,negatif,negatif
Pengguna Google,2024-02-23 11:41:21,aplikasi rawan tipu usaha bodong tolong laku verifikasi data kece ulang iklan lowong kerja hindar lowong palsu,positif,negatif
Pengguna Google,2024-02-23 10:19:26,suka jobstreet apdute mudah paham update ubah total tolong kembali versi,negatif,negatif
Pengguna Google,2024-02-23 07:41:39,jobstret lowong kerja saring aja begroud perusahaanya loker tipu ruko kosong mohon masuk terima selamat pagi,positif,negatif
Pengguna Google,2024-02-23 03:52:29,mudah mrncari kerja,negatif,positif
Pengguna Google,2024-02-23 02:08:34,mantap bantu utk cari kerja,positif,positif
Pengguna Google,2024-02-22 22:04:13,tolak mulu alas loker tutup kocak,negatif,negatif
Pengguna Google,2024-02-22 20:09:20,aplikasi nya bantu mecari kerja,positif,positif
Pengguna Google,2024-02-22 19:46:03,building system mechanic electrical,positif,positif
Pengguna Google,2024-02-21 19:52:02,kerja 1 gratis,positif,positif
Pengguna Google,2024-02-21 19:01:30,manfaat terimakasih,positif,positif
Pengguna Google,2024-02-21 15:32:45,hapus aplikasi busuk playstore appstoreisinya sampah buang2 waktuthe most no1 scammer jobseeker in indonesia,negatif,negatif
Pengguna Google,2024-02-21 13:50:09,,positif,positif
Pengguna Google,2024-02-21 09:47:03,ga susah masuk,negatif,negatif
Pengguna Google,2024-02-20 22:36:30,buang buang lamar pake jobstreet gak panggil,negatif,negatif
Pengguna Google,2024-02-20 17:40:39,udah 3x dpt kerja jobstreet alhamdulillah moga baik berkah amin sayang loker bodong yg niat tipu calon lamar kerja ongkos transport hotel dsb cari kerja bayar kerja prinsip cari kerja uang bayar kerja hatihati selektif yaa teman teman cari kerja salam sukses,positif,positif
Pengguna Google,2024-02-20 16:29:57,bagusmudah,positif,positif
Pengguna Google,2024-02-20 11:53:22,jos,positif,positif
Pengguna Google,2024-02-20 10:45:51,aplikasi sederhana cari kerja simpan usaha sedia kerja calon kandidat rekomendasi internal loker tebar ujung lamar terima info loker tutup kabar tolong developer usaha kasih syarat deadline timbang kandidat,negatif,negatif
Pengguna Google,2024-02-20 08:42:12,bantu,positif,positif
Pengguna Google,2024-02-20 05:30:24,aplikasi okeh sih cuman tolong ketat usah boleh iklan aplikasi karena rugi lanar,positif,positif
Pengguna Google,2024-02-19 17:22:40,sampah,negatif,negatif
Pengguna Google,2024-02-19 10:46:30,usaha usaha fiktif yg edar jobstreet loker staff gudang admin gudang prosess mudah iming2 gaji umr dpt uang transport uang makan pas proses interview bawa materai 2 buah bayar uang 300 ribu 750 ribu alami harus jobstreet filter usaha fiktif percaya 100 klo info loker dr aplikasi jobstreet asli tipu,negatif,negatif
Pengguna Google,2024-02-18 21:45:34,ok,positif,positif
Pengguna Google,2024-02-18 18:33:31,capek lamar gak yg terima minimal panggil sesuai minta usaha,negatif,negatif
Pengguna Google,2024-02-18 14:53:14,jobstreet emang ya aplikasi gua uda ngoceh perihal aplikasi g logis aja 100 lamar g yg nyantol 1 nyantol interview bodong lucu cari usaha butuh eh nonggol donk posisi yg gua coba iseng eh donk cair usaha butuh lucu nya nonggol jobstreet guna,negatif,negatif
Pengguna Google,2024-02-18 10:19:08,good,positif,positif
Pengguna Google,2024-02-18 09:09:20,baharu,negatif,negatif
Pengguna Google,2024-02-17 19:02:50,aplikasi bingung massa lamar ngirim resume,negatif,negatif
Pengguna Google,2024-02-17 13:40:36,info loker,positif,positif
Pengguna Google,2024-02-17 10:15:58,aplikasi anjengggbanyak tipu temen2 jgn instal aplikasi,negatif,negatif
Pengguna Google,2024-02-17 09:39:55,bantu cari kerja yg sesuai ahli alam kerja,positif,positif
Pengguna Google,2024-02-16 22:06:26,aplikasi cari kerja keren banget simpel mudah lamar thanks developer,positif,positif
Pengguna Google,2024-02-15 22:33:54,gak bagus,negatif,negatif
Pengguna Google,2024-02-15 15:32:15,aplikasi bantu cari kerja utk lamar kerja,positif,positif
Pengguna Google,2024-02-15 15:23:29,operator produksi pt chemco harap nusantara plant karawang,positif,positif
Pengguna Google,2024-02-15 13:02:46,lumayan ngebantu ada filter usaha fiktif masuk email wa prusahaan engga proses interviewnya minta uang bla bla bla heran cerdas yah hadap go ahead cari kerja tuhan,positif,positif
Pengguna Google,2024-02-15 06:28:37,jelek gak sesuai,negatif,negatif
Pengguna Google,2024-02-14 09:00:09,bagus utk cari kerja,positif,positif
Pengguna Google,2024-02-13 18:19:25,gua nyari lowong asa apa2 siapa2 lulus smk syarat2 nya mainbanyak kudu,negatif,negatif
Pengguna Google,2024-02-13 17:54:49,isi nya tipu smua hedee,negatif,negatif
Pengguna Google,2024-02-13 16:15:40,login pakai lupa password arah email reset password coba berkali2 email reset password,negatif,negatif
Pengguna Google,2024-02-12 21:29:27,alam bidang konstruksi depelover kenan lamar usaha tks,positif,positif
Pengguna Google,2024-02-12 20:24:09,lowong tipu,negatif,negatif
Pengguna Google,2024-02-12 17:17:43,baru aplikasi bagus sempet panggil kerja jobstreet baru ga panggil,negatif,negatif
Pengguna Google,2024-02-12 15:07:14,maaf jobstreet skrng jelekkk bgt gak kaya lengkap mah udh profil photonya gada pt yg lamar aja yg ngelamar gak tau kolom nulis promosi jg gada bingung bgttttt,negatif,negatif
Pengguna Google,2024-02-12 00:16:32,daftar akun google,negatif,negatif
Pengguna Google,2024-02-11 22:41:31,good,positif,positif
Pengguna Google,2024-02-11 20:28:31,sih yg ide baru aneh anak cari muka sok sok pinter kayak eek,negatif,negatif
Pengguna Google,2024-02-11 17:54:17,aneh loker aplikasi banyak lempar aplikasi emang aneh,negatif,negatif
Pengguna Google,2024-02-11 17:17:21,moga jobstreet bantu job seeker memuwujudkan harap aktualisasi,positif,positif
Pengguna Google,2024-02-11 09:45:01,gabisa apply,negatif,negatif
Pengguna Google,2024-02-11 07:27:26,mantap,positif,positif
Pengguna Google,2024-02-10 23:24:45,ifd,positif,positif
Pengguna Google,2024-02-10 14:03:37,loker loker hoax depan harap teliti percaya aplikasi kerja,negatif,negatif
Pengguna Google,2024-02-09 22:54:00,jobstreet bantu cari kerja smoga jobstreet informasi lowong kerja baik cari kerja kualifikasi tingkat rendah,positif,positif
Pengguna Google,2024-02-09 19:35:03,,positif,positif
Pengguna Google,2024-02-09 10:04:48,hati pt uang pt tipu hati kawan kalo uang embel logika nya seragam dll usaha suruh bayar,negatif,negatif
Pengguna Google,2024-02-09 09:39:52,aplikasi taiiiii,negatif,negatif
Pengguna Google,2024-02-09 09:02:32,bom puas seh ganggu yg nganggur langsung terusin deh nyiksa hani yg nganggur pasrah ja w diapain jg,negatif,negatif
Pengguna Google,2024-02-09 08:51:59,alhamdulillah sdh wawancara,positif,positif
Pengguna Google,2024-02-08 13:50:18,aplikasi bantu banget prihal cari kerja aplikasi mudah paham calon kerja usaha kerja karyawan jobstreet,positif,positif
Pengguna Google,2024-02-07 15:26:39,mudah cari kerja,positif,positif
Pengguna Google,2024-02-07 11:09:12,rusak fitur lokasi jenis kerja pilih kerja lokasi gampang make aplikasi yg,positif,negatif
Pengguna Google,2024-02-07 08:33:18,update mulu update gak enak bgt aplikasinyabagusan dluskrg kalo dpt email loker gak langsung ngebuka aplikasinyajelekmau gw hapus aja tambah no hp sebar oranglain skrg byk bgt no yg tlp nawarin kerja online bilang tau no dr jobstreet pdhl gak apply usaha itumakin parah sih,negatif,negatif
Pengguna Google,2024-02-07 07:10:26,bantu cari kerja cari tenaga kerja yg profesional,positif,positif
Pengguna Google,2024-02-07 01:19:48,aplikasi bantu mudah cari kerja,positif,positif
Pengguna Google,2024-02-06 22:55:05,login lamar google aplikasi pakai,negatif,negatif
Pengguna Google,2024-02-06 17:25:38,yg apply kerja kalo wa pake nomor negeri ikutin aja sampe kalo suruh bayar langsung henti tipu ambil database jobstreet ekwkwk,positif,negatif
Pengguna Google,2024-02-06 16:44:49,bantu aq,positif,positif
Pengguna Google,2024-02-06 16:32:04,a good place fir opportunity jb i like it,positif,positif
Pengguna Google,2024-02-06 14:16:19,aplikasi bagus manfaat yg cari kerja sangatsangat bagus,negatif,positif
Pengguna Google,2024-02-06 14:06:06,bagus percaya bantu cari kerja kerja,positif,positif
Pengguna Google,2024-02-06 13:39:01,bantu yg butuh kerja,positif,positif
Pengguna Google,2024-02-06 12:07:39,aplikasi kerja,positif,positif
Pengguna Google,2024-02-06 12:04:25,apk bantu manfaat cari kerja efisien lamar jugaa,positif,positif
Pengguna Google,2024-02-06 09:55:00,ubah,positif,positif
Pengguna Google,2024-02-06 08:36:22,oke,positif,positif
Pengguna Google,2024-02-06 07:58:37,balikin nya update nya mudah sulit gk tau yg pikir team kembang nya sampe pikir update kaya gitu tolol,negatif,negatif
Pengguna Google,2024-02-06 00:41:41,membantuu susun rapi mudah pilih lowong yg sesuai kmampuan kitaa,positif,positif
Pengguna Google,2024-02-05 22:50:08,aplikasi bantu cari kerja sesuai ahli,positif,positif
Pengguna Google,2024-02-05 22:34:03,aplikasi cari kerja yg sesuai skill mudah ayooo semangat cari cuan,positif,positif
Pengguna Google,2024-02-05 22:17:56,aplikasi beri kerja no indonesiajob kasi job kasi job kasiaaaaan,positif,positif
Pengguna Google,2024-02-05 21:13:45,ngedrop cari kerja mentok gak sengaja buka buka aplikasi hadpon temu aplikasi jobstreet coba coba buka mantap loker nya komplit loker loker baru kerja berkat loker jobstreet,positif,positif
Pengguna Google,2024-02-05 21:01:42,bantu cari kerja,positif,positif
Pengguna Google,2024-02-05 20:34:02,jobstreet bagus cari kerja percaya mudah akses,positif,positif
Pengguna Google,2024-02-05 20:17:30,apk sya jdi gampang cari kerja yg sesuai dgan fashion sya,positif,positif
Pengguna Google,2024-02-05 20:11:44,mantap,positif,positif
Pengguna Google,2024-02-05 18:36:16,terap lamar kerja dah loker update,positif,negatif
Pengguna Google,2024-02-05 17:48:23,bantu banget cari peluang2 kerjameski blm dpt info panggil lanjut lamar,positif,positif
Pengguna Google,2024-02-05 17:33:15,portal lowong kerja terupdate top bgt dah masuk ya tolong filter loker loker fiktip tipu oknum loker fiktip,positif,positif
Pengguna Google,2024-02-05 17:00:44,keren banget aplikasi ubah semua menu bagus notifikasi email hasil lamar kerja,positif,positif
Pengguna Google,2024-02-05 16:42:38,bantu jobstreet temu lowong kerja sesuai mampu alam jobstreet lowong kerja kriteria sesuai dasar alam ahli yg milik,positif,positif
Pengguna Google,2024-02-05 16:11:38,mudah masuk lamar kerja informasi lowong kerja percaya,positif,positif
Pengguna Google,2024-02-05 16:02:19,5 coba cari lowong kerja aplikasi dapattolong min aplikasi tingkat perluasterima kasih,positif,positif
Pengguna Google,2024-02-05 16:00:24,mantap bantu pencaker,positif,positif
Pengguna Google,2024-02-05 15:51:57,aplikasi bagus rekomended bgt cari kerja tampil baru mudah guna nya cari kerja sukses jobstreet,positif,positif
Pengguna Google,2024-02-05 15:50:01,mudah cari loker ya jobstreet aj deh set up cv browse jobs apply ga ribet cari2 yg laen aj ya,positif,positif
Pengguna Google,2024-02-05 15:49:56,aplikasi jobdesk bagus worth it poko the best wajib instal,positif,positif
Pengguna Google,2024-02-05 15:30:32,good,positif,positif
Pengguna Google,2024-02-05 14:50:35,good,positif,positif
Pengguna Google,2024-02-05 14:41:44,aplikasi yg bantu cari lowong pekerjaanmemudahkan cari pekerjaanmantap pokok,positif,positif
Pengguna Google,2024-02-05 14:40:50,bantu dlm cari kerja,positif,positif
Pengguna Google,2024-02-05 14:37:46,bantu informasi lowong kerja moga informasi lowong nya iklan,positif,positif
Pengguna Google,2024-02-05 14:17:46,mantappp,positif,positif
Pengguna Google,2024-02-05 14:09:25,situs loker percaya indonesia 100 bebas spam,positif,positif
Pengguna Google,2024-02-05 08:08:23,semenjak update tampilnnya beda susah dapet panggil banget dapet panggil,negatif,negatif
Pengguna Google,2024-02-04 23:03:36,weiii akun gue ilang pas baru aplikasi nya pdhal gw pake dr th 2017 app gimana balikin akun gw adminnn,negatif,negatif
Pengguna Google,2024-02-04 21:22:06,aktual,positif,positif
Pengguna Google,2024-02-04 17:58:10,aplikasi tutup dipuss bos liat email gua hrd gua lamar tau email aplikasi lowong tutup nya knpa lu buka tu loker,negatif,negatif
Pengguna Google,2024-02-04 12:00:55,bantu,positif,positif
Pengguna Google,2024-02-04 11:23:21,aplikasi manfaat gak jelaslamar kerja pke aplikasi slama 3 gak dpt panggil bagus email lngsng usaha nya lngsng dpt interview alhamdulillah lngsng ketrima,negatif,negatif
Pengguna Google,2024-02-04 08:11:47,kalo tampil nya kaya biar ga bingung,negatif,negatif
Pengguna Google,2024-02-03 22:41:57,harap aplikasi jobstreet memberika notifikasi beri kerja merespon lamar kirim lamar baca tolak abai,negatif,negatif
Pengguna Google,2024-02-03 20:58:52,saran tambah fitur chat video call recruiter jobseeker bantu fitur thank you,positif,positif
Pengguna Google,2024-02-03 19:26:24,update ribet banget mending uninstall aja dah,negatif,negatif
Pengguna Google,2024-02-03 12:28:06,tolong posting job kadaluarsa muncul,negatif,negatif
Pengguna Google,2024-02-03 10:39:17,nggak login,positif,negatif
Pengguna Google,2024-02-03 09:27:56,update fitur profil usaha sedia fitur lamar ribet,negatif,negatif
Pengguna Google,2024-02-02 18:10:35,enak update cari kerja 5 kota 1 doang,negatif,negatif
Pengguna Google,2024-02-02 17:32:35,banget loker kadaluarsa posting buang2 ngelamar aja,negatif,negatif
Pengguna Google,2024-02-02 15:12:57,good,positif,positif
Pengguna Google,2024-02-02 15:01:35,aneh loker jobstreet aja update udh kirim pemberitahuan email lamar apply kadaluwarsa heran aja s update udh expire aja,negatif,negatif
Pengguna Google,2024-02-02 09:52:28,good,positif,positif
Pengguna Google,2024-02-02 09:05:48,susah,negatif,negatif
Pengguna Google,2024-02-01 22:00:52,senang,positif,positif
Pengguna Google,2024-02-01 19:57:46,daftar akun google ya,negatif,negatif
Pengguna Google,2024-02-01 14:19:59,udah ngelamar halaman aktivitas nya kosong notifikasi lamar usaha,negatif,negatif
Pengguna Google,2024-01-31 21:37:57,bagus cari kerja rekomendasi 100 poko mantap,positif,positif
Pengguna Google,2024-01-31 19:41:29,bikin sulit jobstreet baru logout disign in sulit alhasil gabisa masuk akun,negatif,negatif
Pengguna Google,2024-01-31 18:28:22,jobstreet byk lowong kerja fiktif,negatif,negatif
Pengguna Google,2024-01-31 11:52:45,posisi banget muncul loker bal,negatif,negatif
Pengguna Google,2024-01-30 23:01:41,ok,positif,positif
Pengguna Google,2024-01-30 22:01:07,tampil buruk sulit ga serti mohon ceo jobsreet pantau,negatif,negatif
Pengguna Google,2024-01-30 16:41:34,bukti perintah gagal nya pengangguranlapangan kerja susahdan syarat usaha bantah,negatif,negatif
Pengguna Google,2024-01-30 16:14:43,byk info loker yg hoax bin ruko bin abal bin tipu alias tipu saran harusny tim kembang apk nyaring si penyediaperekrut karyawan dgn coba researh usaha yg post lamar pencaker kasi org yg dr daerah ingin kerja bantu ekonomi keluarga tanah rantau jd sengsara,negatif,negatif
Pengguna Google,2024-01-30 11:05:13,bantu,positif,positif
Pengguna Google,2024-01-30 06:39:09,gak gak tahap lamar mu smpai gak kontak rekruter gak deadline apply and recruit aja loker post ulang ga nya tim kembang app nya gak tanggung bintang 1 yaaa,negatif,negatif
Pengguna Google,2024-01-29 21:52:06,saran jobstreet kalo info loker yg udah tutup diposting sia2 ngelamar usaha kalo udah tutup,negatif,negatif
Pengguna Google,2024-01-29 20:36:37,ribet daftar nya ga,negatif,negatif
Pengguna Google,2024-01-29 18:01:32,good,positif,positif
Pengguna Google,2024-01-29 11:21:08,bnyk lowong tp kadaluwarsa iklanin bikin sulit aja,negatif,negatif
Pengguna Google,2024-01-29 09:49:57,aplikasi lowong yg lamar 100 kandidat udah 50 lamar apply aplikasi gada satu yg interview aneh,negatif,negatif
Pengguna Google,2024-01-28 01:30:12,aplikasi sampah,negatif,negatif
Pengguna Google,2024-01-27 22:20:28,good jobs,positif,positif
Pengguna Google,2024-01-27 08:10:04,update depan tolong tambah filter kerja remote,positif,positif
Pengguna Google,2024-01-27 05:12:02,2 bintang mohon teliti sedia lowong kode etik nya sedia aplikasi mohon blok buka lowong pake administrasi pinta uang hindar tipu kali panggil interview pinta biaya interview bener langsung pabrikperusahaan nya,negatif,negatif
Pengguna Google,2024-01-27 01:30:52,data orang min nggak lamar usaha data min data disebarin min,negatif,negatif
Pengguna Google,2024-01-26 14:28:48,apresied banget,positif,positif
Pengguna Google,2024-01-26 07:14:29,aplikasi mudah cari kerja,positif,positif
Pengguna Google,2024-01-25 22:57:13,rumit aplikasi,negatif,negatif
Pengguna Google,2024-01-25 20:34:09,kurang aplikasi baru apl gagal total baru mundur sulit cari kerja,negatif,negatif
Pengguna Google,2024-01-25 19:51:10,aplikasi bagus mahal ribet parah,negatif,negatif
