Label,text_tokens_stemmed,Label NB
negatif,loker nya tpi loker tipu orang yg sdh tipu habis berjuta2,negatif
negatif,please make location filter like jobsdb indonesia separate the location of jakarta raya into west east north south and central jakarta and tangerang into tangerang south tangerang and tangerang regency,negatif
positif,simple versi lamapencarian loker nya ga sesuai yg cari,positif
negatif,udah puluh kali lamar pemberitahuan tolak sesuai bermingguminggu lowong expired ga kembang apa,negatif
positif,bagus,positif
positif,,positif
negatif,telpon2 chat2 pakai nomor yg kenal pakai nama jobstreet tipu nomor telepon bocor,negatif
positif,aplikasi bantu cari kerja bantu,positif
positif,bantu,positif
positif,bantu,positif
positif,goood,positif
positif,bantu kerja,positif
positif,good,positif
negatif,trima kasih,positif
negatif,aplikasi cari rating doang gajih playstoregoogle buka lowong gak lowong bodong,negatif
positif,usia atas 40 sulit cari kerja alam managerial,positif
positif,bantu sedia informasi lamar kerja,positif
positif,ok,positif
positif,aplikasi bagus bantu update cari pekerjaanya sesuai filter atur,positif
negatif,jobsreet bnyk usaha bodong,negatif
negatif,lowong kerja udah kadaluarsa tambah lowong bodong tolong developer udah jadi kayak gin dengar,negatif
positif,update baru terima kasih,positif
positif,kerja darisini,positif
negatif,susah bngt loginnya nyebelin,negatif
positif,good,positif
negatif,apk jelek gw main gta v,negatif
negatif,upload jobstreet 2018 tdk memdapatkan respon yg,negatif
negatif,lamar ga nyangkut heran gua apk apaa,negatif
positif,hi jobstreet sy tuh bingung filter job scoperole salary contoh 1 filter gaji atas nominilal yg nyangkut bawah nominal yg set filter 2 filter role supply chain kerja it yg masuk filter based on,positif
positif,team individu operasi komputer perapihan stok barang gudang control stok cek serah terima barang cek barang yg kirim loading barang cek kilo meter mobil lapor kilo meter mobil,positif
negatif,respon dr sekian ratus apply booth,negatif
negatif,buruk buruk buruk install apk bom nemu lowong yg,negatif
positif,platfom cari kerja bagus pilih kerja tawar mudah proses aju lamar,positif
negatif,banyak via website gk nge lamar,negatif
positif,usaha yg jalur masuk org php doang mnding jgn unggah jobstreet kasi yg lamar,negatif
negatif,kali lamar arah chrome chrome arah login aplikasi jora jobstreet express aplikasi beneran isi loker clickbait,negatif
positif,mantap jobstreetsemoga bantu lg cari lokeramiin,positif
positif,good aplikasi,positif
negatif,masuk website daftar ulang data,negatif
negatif,updete mulu,negatif
negatif,tipu nya beda beda pt hrd nya aja,negatif
negatif,taikkk,negatif
positif,mantap,positif
negatif,menyalahgunakan aplikasi loh tipu mengatasnamakan aplikasi,negatif
positif,bangus banget apk bantu ga bikin bingungribet,positif
negatif,tolong aplikasi nya baik niat orang cari kerja mala loker nya tipu kecewa moga berhatihati pilih loker percaya dsni,negatif
positif,usaha naung apply via jobstreet to be honest jobstreet versi 2022 bawah nyaman krn fitur yg butuh jobseeker sy optimal dr info kisar gaji harap jenis industri usaha ipk dsb yg salah poin rekrut,negatif
positif,apk bantu bgt cari kerja langsung hrd lowong kerja nya pokok thevest bgt,positif
negatif,udah kontaminasi calo,negatif
positif,bantu lamar kerja usaha butuh karyawan hati hati kadang usaha palsu merespos email undang test iming iming gaji fasilitas akomodasi test wajar ujung ujung bayar tiket pesawat,positif
positif,good,positif
positif,info cari lowong kerja ko,positif
positif,bagus,positif
negatif,jobstret tipu coba manajemen nya selektif cek usaha pasang iklan udah 3x dapet panggil kerja tipu jobstreet jgn giur duit cek usaha nya guna jobstreet gk tipu,negatif
negatif,apply apk panggil bener engga apk udh 3 coba apply apk,negatif
positif,bantu cari lowong kerja,positif
positif,bantu cari kerja,positif
positif,apk nya udh bagus tpi log out sndri gx masuk akun sya tolong baharu lgi sistem,negatif
positif,good,positif
positif,,positif
negatif,lamar kerja jobstreet dpt notif loker hasil kalo ngga notif loker tutup ya ngga proses profil dah lengkap cv baru byk usah pasang loker ngga proses lamar yg masuk hrsnya jobstreet ngepush usaha yg buka loker update progress lamar,negatif
negatif,pt tipu hehe males pake joobstreet,negatif
negatif,tolong jobstreet selektif kalo memposting loker pabrik2 fiktif cari d google d google maps pabrik panggil tes nya rukoruko takut tipu kasihan fresh graduate kena tipu mohon selektif kalo ngeshare lokernya aman tolong selektif sampe udah jadi lapor developer selektif,negatif
positif,ptradana bhaskara 4th ptcakrawala citra multifinance 2th ptkarunia adi santosa 2th,positif
negatif,apply panggil panggil kadang lamar blm baca tiba2 udh tutup status yg ga ubah ngelamar sesuai dgn alam tp mgkn blik lg rezeki msng2 sy share loker dr jobstreet bwt temen lgsg panggil usaha yg sy apply sama2 alam bidang yg deh,negatif
positif,mantab,positif
negatif,aplikasi ga ga filter tipu mengatasnamakan usaha info lowong buka tutup,negatif
negatif,loker bodong kali dpt panggil kerja palsu,negatif
positif,thank you jobstreetaku kerja aplikasi inidan usaha lamar duaduanya terima cv interviewbaik online offlineterima kasih,positif
negatif,tolong development yg hormat coba usaha yg bodong share pencaker rugi cari loker duit duluan share detail usaha bibit bobotnyasaya panggil salah usaha bmc pas samperin pt ruko salur kerja situ mintain duit mndaftar sip,negatif
positif,keren jobstreet,positif
negatif,lumayan loker tipu,negatif
negatif,tolong diperbaikin sistem loker bodong udah 200 lamar sebar tp satu yg nyangkut kali lamar alesannya loker nya udah tutup buka lokernya,negatif
negatif,aplikasi hilang job level tau level staff supervisor manager lamar tau nya gak sesuai habis,negatif
negatif,pliss tolong jobstreetbanyak usaha bodong pake apk cari mangsa salah korban uang 16jt langsung ilang dlm detik,negatif
negatif,sistem jobstreetnya amanaman aja aja lepas tipu kerja ya aplikasi ketat lg daftar akun perusahaanlainnya yg pasar kerja aplikasi jd korban tipu job yg mengatasnamakan usaha uang mikir kesi org yg udh sita ongkos tenaga datengin tmpt kerja yg nipuuuu gin org mo cari duit tipu tegaa,negatif
positif,l,positif
negatif,tipu,negatif
positif,aseli keren pis mah bos,positif
negatif,mesti pakai aplikasi blm komentar maaf,negatif
negatif,panggil usaha palsu lapor yg paka cara scam tdk habis yg turun lapang cs yg hubung usaha,negatif
negatif,udah 2016 pakai jobstreet gk panggil aplikasi marketing jobstreet spam mulu beda aplikasi tetangga follup nya ketimbang spam doang,negatif
positif,apply yaa,positif
positif,bantu orang,positif
positif,aplikasi bantu jobseekers pemberitahuannya jg,positif
positif,aplikasi cari model ubah tampil lokernya cari muncul sesuai cari,positif
negatif,hoax info lowong kerja jobstreet,positif
positif,terimakasih jobstreet,positif
positif,jobstreet mantab ok banget update lowingan kerja nyasesuai,positif
negatif,aplikasi konyol,negatif
positif,kendala oke,positif
negatif,lokernya kbnyakan tipu yg diposting,negatif
positif,ngebantu utntu butuh kerja,positif
positif,lumayan bagus bantu,positif
positif,selesai update eror gak muat halaman terooss ku ganti bintang kalo udah baik,negatif
negatif,ngisi tanggal lahir udah bener klik tanggal ko invalid date kontoll email tanggap loker hoax dapet panggil palsu,negatif
negatif,cari kerja aplikasi 2th undang interview tipu wa,negatif
negatif,ugalugalan,negatif
negatif,tolong benah fitur cari save kerja ga relate,negatif
positif,ko ribet si mo apply diarahin jobstreet express ga langsung apply nanggung aja buka jobstreet express jobstreet yg,negatif
negatif,aplikasi ngebug tim it nya bodoh seetting yg relevansi tanggal baru lowong nyasar yg tim it nya makan gaji buta,negatif
negatif,ga login,negatif
negatif,susah ya kerja dri aplikasi ni bantu,positif
negatif,cari ngaco spesifik kaya muncul ga sesuai keyword,negatif
positif,bagus,positif
negatif,undang interview tipu orang yg niat cari uang buang2 uang ga dicheck valid ga lokernya kaya apk belah sayang banget lamalama apk bobrok,negatif
negatif,update hasil cari kerja sesuai keyword masuk spesifik posisi cari cenderung random,positif
negatif,aplikasi sedia lowong kerja bodong plis klo mo nyari lowker sekali daftar apply loker byk nomer palsu kirim info lowker ga tipu udh jelek bgt skrg aplikasi nggak kayak,negatif
negatif,hi developer jobstreet upload resume mohon diperbaikithx,negatif
positif,mantap,positif
negatif,semenjak baru proses cari kerja sesuai tampil cari,positif
negatif,jelek bangett identitas nya dipake no gak kenal nipu,negatif
negatif,sih aplikasi update aplikasi tp tetep aja bnyak usaha bodong yg liar atas nama hiring indikasi tunjang yg gak masuk akal posisi yg buka tolong development nya tindak kasus2 kaya gin tindak layar usaha share masuk nya lebih nya bantu aspek pencariker,negatif
negatif,jdi art,negatif
positif,bantu,positif
negatif,login gak menu ya,negatif
positif,tampil bagus sederhana ikutin jaman menu pencariansearch 3 kolom 1 kolom barisjadi susah pas cari usaha yg dilamarmohon larat terima kasih,positif
negatif,loker yg udah apply tampil kembalipas apply tiba2 tutup udah habis bahan jobstreet email loker tutup usaha buka lowong x kali apply tiba2 email tutupphp bener,negatif
negatif,gak panggil kerja,negatif
positif,alam bidang sales retail gt,positif
positif,jobstreet emang aplikasi keren mudah cari kerja terimakasih jobstreet,positif
positif,mantap bagus bantu terima kasih,positif
negatif,lokernya banyak hoax alamat ga,negatif
positif,ok mantul,positif
negatif,blum ki coba,positif
negatif,bagus yg duluyg ribet,negatif
positif,aplikasi bagus bantu mudah2an dpet kerja aminnn,positif
positif,bantu cari loker,positif
negatif,parah bnyak bnget tipu jumat sore dpt panggil interview 2 usaha utk pda sabtu pagi jam 1400 sya datengin usaha yg jamin 16jt stelah 1bln kembali surat janji usaha 1 sya samper ga sma nama usaha lokasi org bnyak sya langsung cabut sblm kena jebak utk pt mpl pt cli singkat hati2,negatif
negatif,mohon jobstreet selektif daftar usaha nama usaha aplikasi nama usaha datang beda cari kerja bantu jobstreet tipu usaha bodong ok,negatif
positif,6 jobstreet senang mudah lamar kerja efektif efisien alhamdulillah proses usaha tahap interview user interview hrd mcu thank you jobstreet moga upgrade baik,positif
positif,,positif
negatif,tolong kirim cv dikomen balas,negatif
positif,good,positif
positif,mudah memcari kerja sesuai dgn dok,positif
positif,good,positif
negatif,lowong yg apply banyak tutup,negatif
positif,aplikasi yg bagus cari kerja,positif
negatif,update parah bingung ribet bet bet,negatif
positif,see max nya belah ya,positif
positif,,positif
positif,aplikasi cari kerja ok banget tampil eye catching user friendly rekomendasi kerja sesuai cv pokok mantap banget deh,positif
positif,good app for job seeker,positif
positif,good,positif
negatif,aneh fitur nya ilang ga lengkap baru,negatif
negatif,info loker nya nyampur jobstrett express hrd nya sombong2 masuk kualifikasi tp tolak moga ga dapet karyawan yg betah sana,negatif
positif,alhamdulillah kerja,positif
negatif,maaf min nya saran kalo kasih lowong bener dapet aplikasi ko masuk perumahanjadi tolong admin kalo usah daftar aplikasi tolong detail banyak usaha bodong tolong teliti,negatif
negatif,hati hati tipu loker kedok janji kerja pt gaji umr singkat suruh bayar 15 jt dp bikin seragam ny akhirny iming korban jobds hati hati cari kerja harus bayar tipu fatal daftar arahin ruko yg lender interview tetap kerja tes ruko cakung satpam ramah paksa daftar,negatif
negatif,semenjak update sumpah jelek banget loker bodong beda jobstreet sedia loker real panggil loker fake kalah aplikasi lulus dah nih kembali job street,negatif
positif,usaha fiktippenipuan nama usaha anonim tolong jobstreet sharing ulang kasi lamar dihubungimrk dtg alamat tsb sampa mrk paksa bayar sekian juta dgn alas uang admin dll dgn iming dpt terima lgsg kerja,negatif
negatif,jelek,negatif
positif,mudah cari kerja informasi lowong kerja,positif
positif,cepat panggil interview lamar via jobstreet,positif
positif,jobstreet pribadi rekan2 bantu info lowong kerja yg caridan sesuai jobdest kitadan yg pekerjaanterima kasih jobstreetmaju karya,positif
positif,kembali versi lamaversi yg baru bingung guna ribet utk gun,negatif
negatif,jobstreet loker tipu suka minta2 duit masuk kerja,negatif
negatif,loker yg kadaluarsa kasi yg ngelamar kerja posisi yg lamar uda 2 gk hapus kerja usaha cari kerja loker dipost aja paok kali aplikasi nya gk update,negatif
negatif,hasil cari lowong sesuai tuju cari,positif
positif,bantu utk cari loker mudah,positif
negatif,mula,positif
positif,aplikasi jobstreet benarbenar bantu cari kerja mengunakan aplikasi 7 hasil usaha jadi alam gilir,positif
positif,apk bodongpenipuan suru deposit kerja aja kudu bayar 800rb yg bener aja temen jgn download apk tipu,negatif
negatif,buruk,negatif
positif,bantu anggur,positif
positif,good,positif
negatif,aplikasi bagus update kerja sayang lamar kerja panggil usaha usaha nya tutup lamar yg kirim revisi cv surat lamar panggil aplikasi terimakasih,negatif
negatif,i cant log in to my account for 2 days now how about i deleted the app and downloaded it again but still cant log in to my account,negatif
positif,oke,positif
positif,good jobstreet bantu sari kerja sesuai alam kreteria,positif
positif,banget kerja sesuai kriteria aplikasi,positif
negatif,tipu panggil kerja no tlp columbia denmark rusia hrd nya an cindy sih dpt no hp jobstreet profile invisibility hide,negatif
positif,bantu,positif
positif,bantu kerja,positif
negatif,install aplikasi data aplikasi jobstreet bocor dicall nomor negeri maksud tipu hati hati,negatif
negatif,banget ya 2 aplikasi,positif
negatif,banyak lowong nya fake ga sesuai deskripsi pt pas cari mah ga tu pt gampang bgt bikin lowong palsu jobstreet mah,negatif
positif,mudah mendapatkankan kerja,positif
negatif,jobstreet usaha palsu ya dapet email panggil pas cek usaha g,negatif
positif,bagus bgt mudah paham,positif
negatif,loker buka pakai jobstreet express sih pas udah ngebuka pake jobstreet express buka aplikasi jobstreet express browser gak kayak upload cv nya kyk,negatif
positif,muas lowong lamar lampir sertifikat nggak satu manggil lowong buka cari kerja nggak kabar,positif
negatif,terimakasih aplikasi nya upload lowong tipu pabrik gudang ampir 80 tipu tolong developer seleksi lowong nya panggil beda alamat pas cari tau alamat tera,negatif
positif,coba detail impormasi prusahaan,positif
positif,bagus aplikasi cari kerja ga ribet ga bikin bingung dapet kerja oh ya aplikasi udh bagus yg ga ribet apknya harap yg dlu sma ditambahin terang usaha alamat kantoroutletnya ya biar ga bingung usaha,negatif
positif,guna jobstreet kerja sesuai yakali gak kerja jobstreet rugi sukses trus jobstreet thanks,positif
positif,,positif
positif,good,positif
positif,jobstreet bagus bantu cari kerja guna 10 via website,positif
positif,aplikasi baik batu banget cari kerja,positif
positif,info lowong detail mudah effective feedbacknya tq,positif
positif,lina setia bantu kerja,positif
positif,jobstreet,positif
positif,bagus,positif
positif,aplikasi bantu,positif
positif,dah pakai job seeker bagus,positif
positif,alam bantu instal aplikasi cari kerja mudah keluar biaya terima kasih jobstreet,positif
positif,aplikasi cari kerja bagus dapet informasi lowong baik slalu informasi lowong kerja yg recommended depan trima kasih,positif
positif,udah ok jobstreet saran sih d saring saring yg model2 salur gituu sih yg ujung2 nyaa kecewa aja peloker apply nya gitu aj,positif
positif,informasi kerja akurat bantu cari kerja sesuai bidang mantab bintang 5,positif
positif,harga,positif
positif,apk kerja bagus terima kasih kerja sama moga apk manfaat cari kerja semangat selamat juang awal doa,positif
positif,aplikasi nya manfaat bangettt fitur2 jobstreet lengkap search job by daerah kontrak kerja part timefull timeetc klasifikasi kerja smpai ngatur rata2 gaji nya brapa jugaa pokok aplikasi udah lengkap pake banget lulus smk butuh info loker yg gercep jobstreet banget ngasih info2 loker via notifgmail yg suka notif info loker yg muncul berhub kerja yg pingin 100010,positif
positif,mantapppsss mudah kerja cari kerja,positif
positif,bagus,positif
positif,moga senang,positif
negatif,nomer hp ambil orang tanggung,negatif
positif,good,positif
positif,apk canggih mudah kerja mudah smua keren si tau apk bagus si ayu coba broo,positif
negatif,lamar panggil samasekali,negatif
positif,aplokasi 2 terima kasih,positif
positif,ok ko,positif
positif,percaya,positif
positif,bantu mudah cari kerja yg sesuai jurus yg suka,positif
positif,mantap,positif
positif,2017 cari kerja jobstreet hasil nya bantu hemat biaya akomodasi cari info kerja yg luas sesuai fashion,positif
positif,aplikasi update rekomen,positif
positif,aplikasi jobstreet bagus cari kerja lowong fresh graduate pengalamn dunia kerja lowong tinggal cari aja penting cv tarik lirik hrd poko semangat gen z moga cepat kerja baik bidang nya semangat,positif
positif,mntap pncari kerja lngsung bsa up load lmaran,positif
positif,bantu cari kerja tips tips nya tarik bantu banget,positif
positif,jobsrreet the best,positif
positif,jobstreat bantu cari informasi loket tpi yg erti metode lamar kerja panggil kerja,positif
negatif,boong,negatif
positif,aplikasi bermanpaat cari kerja gampang cepat panggil good untu aplikasi kecewa,positif
positif,bagus job seeker,positif
positif,nyari lowker alhamdulillah terima kerja jg,positif
positif,guna,positif
positif,notif lowong kerja sesuai minat bakat progress lowong apply terima report nya pokok nya recommended banget,positif
positif,alhamdulillah dpt kerja dr aplikasi,positif
positif,aplikasi nya bagus simple,positif
positif,jobstreet is the best loker app thanks for all have done,positif
positif,bantu,positif
negatif,apk bapuk untung banyak atur minta apk gw donlot 2 apk yg panggil,negatif
positif,aplikasi bantu 2 kali masuk kerja 2 pt beda berkat aplikasi terima kasih jobstret sukses,positif
negatif,cas aki produksi 4r4r rmh kak,negatif
positif,apk yg cari kerja,positif
positif,alhamdulillah bersukur aplikasi jobsreet repot2 cari kerja moga mudah mudah kerja amin terimakasih jobstreet,positif
positif,apk cari kerja baik,positif
positif,aplikasi mantap,positif
positif,baik lahhh cari kerja,positif
positif,mudah pencaker jobstreet terpacaya depan pokok nya recomended bangett,positif
positif,jaman lulus sekolah setia jobstreet ga paling aplikasi lainn 99 lowong nya reall 1 yg muncul loker bodong,positif
positif,aplikasi bantu cari kerja terima kasih jobstreet,positif
positif,tarik alam tips bagi kontribusi saran buka peluang karier bidang industri utama terkadang peluang baik duga,positif
positif,bener bener top bgt deh mudah cari kerja,positif
positif,sekian bnyknya aplikasi kecewa sya sngat syukur sya pakai apk jobstreet bnar sngat bantu mudah sya mendpatkn kerja terimakasih jobstreet,positif
positif,aplikasi cari kerja bagus bantu orang orang cari kerja,positif
positif,jobstreet bantu cari kerja pilih kerja thanks good jobs,positif
positif,bantu cari kerja sesuai fasionnya,positif
positif,kerja kali aplikasi,positif
positif,good konsisten,positif
positif,ok gas ok gas moga cepat kerja gas pragib 2024 tunggu lowong kerja,positif
positif,good,positif
positif,jobstreet bantu mudah cari kerja kerja,positif
negatif,loker nya kasih yg real gantung,positif
positif,bantu cari referensi kerja cocok,positif
negatif,bad result i love glints easy to use and good feedback,positif
positif,baik,positif
positif,the real aplikasi cari kerja kerja apply jobsteeet aja,positif
positif,aplikasi yabg bantu cari kerja jobstreet kerja,positif
positif,mudah cari kerja sesuai usaha rekrut kerja mudah,positif
positif,aplikasi nya keren banget,positif
positif,situs cari kerja baik no 1 indonesia,positif
positif,bantu kerja sesuai ahli bidang,positif
positif,this application is very good and helpfull for its region like singapore indonesia malaysia i hope jobstreet will expand this application for worldwide so we doesnt need to check linkedin anymore haha,positif
positif,bantu referensi kerja,positif
positif,good aplicationmantap usia muda mudibisa cari lowong yg akurat sesuai skill bro,positif
positif,aplikasi bantu kualifikasi deskripsi kerja rinci program seekmax yg edukatif ga bosenin,positif
positif,aplikasi yg bikin gue cepet dapet kerja bgt lokernya sesuai bgtapalagi skrg udah fitur jarak jdi gampang cari kerja deket rumahthank you jobstreet,positif
positif,mantap cari kerja onlain,positif
positif,wow aplikasi bantu cari kerja,positif
positif,alhamdulillah aplikasi guna karir gue,positif
negatif,aplikasi sulit ya aplikasi eror trs sandi salah suruh ganti sandi ttp aja gbisa aplikasi aneh,negatif
negatif,aplikasi mudah usaha yg daftar abal2 gampang tipu org yg awam uang 800rb awal iming2 terima kerja tolong min daftar usaha sembarang kasi yg butuh kerja ujung2 nya tipu moga aplikasi,negatif
negatif,aplikasi ga kirim cv,negatif
positif,top mantap is the best,positif
positif,bantu cari kerja,positif
negatif,jau dpt panggil interview bdh grup pas sampe jakarta bukany interview mala dikerjain calen gajelas valid informasi ny maaf sy uninstall,negatif
positif,kasih bintang 4 ya sdh dpt kerja bantu,positif
positif,muas,positif
positif,aplikasi yg sesuai ekspektasi usaha yg rekomendasi kualitas feedback usaha nya sangan fast responsifsaya senang jonstreet bantu sayacongratulation i proude to you,positif
negatif,usaha gapernah niat rekrut kandidat loker bodong,negatif
positif,mudah kerja,positif
negatif,kalo nyari daerah yg keluar daerah yg tuju,negatif
positif,panggil interview blm jodoh x ya jd blm terima2,positif
negatif,kasih bintang 2 ya kerja tambah bintang,positif
positif,moga untung kerja yg cocok dgn hati gaji yg muas,positif
negatif,tipu yah aplikasi tau kalo panggil wawancarainterview langsung tempat sangkut ruko yah orang nyari kerja diarahin tipu ada2 aja woy bikin lamar modal,negatif
negatif,dar saran aja lowong kerja rekrut close tampil,negatif
positif,mantap,positif
positif,aplikasi keren bantu cari pekerjaanterima kasihbjib street,positif
negatif,bohong,negatif
negatif,yg download aplikasi aplikasi tipu adik sy interview nama pt tirta java automotive uang tahan orang nya,negatif
negatif,alas jobstreet email lamar tutup posting guna share berkas nyantol,negatif
negatif,udah 2x dapet panggil interview tipu,negatif
negatif,emang ya registrasi lamar kerja asa 2023 tu registrasi registrasi gimana ya,negatif
positif,no coment,negatif
positif,terima kasih berkat job streer kerja,positif
positif,alhamdulillah,positif
positif,drever,positif
negatif,maaaf kasih bintang 1 saat upgrade banyak usaha bodong gak panggilanpadahal versi panggil moga bantu saran,negatif
negatif,tampil yg jdi sulit beda lowong dri scammer lowong perusahaansaran profil usaha taruh lowong,negatif
positif,good application with simple easy way to apply job,positif
positif,good,positif
positif,private advertiser banyak tipu,negatif
negatif,cant login,negatif
negatif,banyak iklan,negatif
positif,kerja,positif
negatif,jobstreet baru susah ya cari lokasi tangerang yg ikut muncul jakarta bekas wkwk gimana,negatif
negatif,baharu susah lamar kerja versi nyaman sulit bingung versi tolong baik mudah guna,negatif
positif,harap tetep,negatif
negatif,update gak login situs,negatif
positif,ok,positif
positif,kepala pusing,positif
positif,aplikasi nya bantu nyari kerjanamanya nyari lowong hihipkok nya recommendedkalo skli nya nyari langsung dapet mahh,positif
positif,aplikasi cari kerja bantu cari kerja mudah aplikasi mudah cari kerja rumah,positif
positif,aplikasi guna cari lowong kerja batu temu kerja sesuai minat bakat mantap,positif
positif,mudah cari kerja app tau rumah loker,positif
positif,info lowong lumayan cepat,positif
negatif,cerita alam jobstreet mendaptkan uandangan panggil interview oknum sedia lowong kerja langsung kantor intrv sperti oknum wawancara nama perushaan stelah papar mas gaji terima kerja bayar ya alesannya utk biaya kelengkpn alat kerja dll suruh teranfer langsung d modus,negatif
negatif,kesini jelek,negatif
negatif,pilih kerja cari sesuai keinginantapi barang panggil,positif
negatif,download bintang 2 kalo udah kerja ta kasih 5,negatif
positif,bantu,positif
negatif,2 x interview sm usah abal ngaku nya jobstreet usaha pt gudhome pt sariling aneka energi tp org yg interview layak parah buang ketemu sm org ambil data ijazah usaha yg buka lamar kerja jobstreet tdk melewatin verifikasi yg bagus,negatif
negatif,gak dapet panggil lamar apk lamar notif email lamar tutup,negatif
positif,aplikasi rawan tipu usaha bodong tolong laku verifikasi data kece ulang iklan lowong kerja hindar lowong palsu,negatif
negatif,suka jobstreet apdute mudah paham update ubah total tolong kembali versi,negatif
positif,jobstret lowong kerja saring aja begroud perusahaanya loker tipu ruko kosong mohon masuk terima selamat pagi,negatif
negatif,mudah mrncari kerja,positif
positif,mantap bantu utk cari kerja,positif
negatif,tolak mulu alas loker tutup kocak,negatif
positif,aplikasi nya bantu mecari kerja,positif
positif,building system mechanic electrical,positif
positif,kerja 1 gratis,positif
positif,manfaat terimakasih,positif
negatif,hapus aplikasi busuk playstore appstoreisinya sampah buang2 waktuthe most no1 scammer jobseeker in indonesia,negatif
positif,,positif
negatif,ga susah masuk,negatif
negatif,buang buang lamar pake jobstreet gak panggil,negatif
positif,udah 3x dpt kerja jobstreet alhamdulillah moga baik berkah amin sayang loker bodong yg niat tipu calon lamar kerja ongkos transport hotel dsb cari kerja bayar kerja prinsip cari kerja uang bayar kerja hatihati selektif yaa teman teman cari kerja salam sukses,positif
positif,bagusmudah,positif
positif,jos,positif
negatif,aplikasi sederhana cari kerja simpan usaha sedia kerja calon kandidat rekomendasi internal loker tebar ujung lamar terima info loker tutup kabar tolong developer usaha kasih syarat deadline timbang kandidat,positif
positif,bantu,positif
positif,aplikasi okeh sih cuman tolong ketat usah boleh iklan aplikasi karena rugi lanar,positif
negatif,sampah,negatif
negatif,usaha usaha fiktif yg edar jobstreet loker staff gudang admin gudang prosess mudah iming2 gaji umr dpt uang transport uang makan pas proses interview bawa materai 2 buah bayar uang 300 ribu 750 ribu alami harus jobstreet filter usaha fiktif percaya 100 klo info loker dr aplikasi jobstreet asli tipu,negatif
positif,ok,positif
negatif,capek lamar gak yg terima minimal panggil sesuai minta usaha,negatif
negatif,jobstreet emang ya aplikasi gua uda ngoceh perihal aplikasi g logis aja 100 lamar g yg nyantol 1 nyantol interview bodong lucu cari usaha butuh eh nonggol donk posisi yg gua coba iseng eh donk cair usaha butuh lucu nya nonggol jobstreet guna,negatif
positif,good,positif
negatif,baharu,negatif
negatif,aplikasi bingung massa lamar ngirim resume,negatif
positif,info loker,positif
negatif,aplikasi anjengggbanyak tipu temen2 jgn instal aplikasi,negatif
positif,bantu cari kerja yg sesuai ahli alam kerja,positif
positif,aplikasi cari kerja keren banget simpel mudah lamar thanks developer,positif
negatif,gak bagus,positif
positif,aplikasi bantu cari kerja utk lamar kerja,positif
positif,operator produksi pt chemco harap nusantara plant karawang,positif
positif,lumayan ngebantu ada filter usaha fiktif masuk email wa prusahaan engga proses interviewnya minta uang bla bla bla heran cerdas yah hadap go ahead cari kerja tuhan,negatif
negatif,jelek gak sesuai,negatif
positif,bagus utk cari kerja,positif
negatif,gua nyari lowong asa apa2 siapa2 lulus smk syarat2 nya mainbanyak kudu,negatif
negatif,isi nya tipu smua hedee,negatif
negatif,login pakai lupa password arah email reset password coba berkali2 email reset password,negatif
positif,alam bidang konstruksi depelover kenan lamar usaha tks,positif
negatif,lowong tipu,negatif
negatif,baru aplikasi bagus sempet panggil kerja jobstreet baru ga panggil,negatif
negatif,maaf jobstreet skrng jelekkk bgt gak kaya lengkap mah udh profil photonya gada pt yg lamar aja yg ngelamar gak tau kolom nulis promosi jg gada bingung bgttttt,negatif
negatif,daftar akun google,negatif
positif,good,positif
negatif,sih yg ide baru aneh anak cari muka sok sok pinter kayak eek,negatif
negatif,aneh loker aplikasi banyak lempar aplikasi emang aneh,negatif
positif,moga jobstreet bantu job seeker memuwujudkan harap aktualisasi,positif
negatif,gabisa apply,negatif
positif,mantap,positif
positif,ifd,positif
negatif,loker loker hoax depan harap teliti percaya aplikasi kerja,negatif
positif,jobstreet bantu cari kerja smoga jobstreet informasi lowong kerja baik cari kerja kualifikasi tingkat rendah,positif
positif,,positif
negatif,hati pt uang pt tipu hati kawan kalo uang embel logika nya seragam dll usaha suruh bayar,negatif
negatif,aplikasi taiiiii,negatif
negatif,bom puas seh ganggu yg nganggur langsung terusin deh nyiksa hani yg nganggur pasrah ja w diapain jg,negatif
positif,alhamdulillah sdh wawancara,positif
positif,aplikasi bantu banget prihal cari kerja aplikasi mudah paham calon kerja usaha kerja karyawan jobstreet,positif
positif,mudah cari kerja,positif
positif,rusak fitur lokasi jenis kerja pilih kerja lokasi gampang make aplikasi yg,negatif
negatif,update mulu update gak enak bgt aplikasinyabagusan dluskrg kalo dpt email loker gak langsung ngebuka aplikasinyajelekmau gw hapus aja tambah no hp sebar oranglain skrg byk bgt no yg tlp nawarin kerja online bilang tau no dr jobstreet pdhl gak apply usaha itumakin parah sih,negatif
positif,bantu cari kerja cari tenaga kerja yg profesional,positif
positif,aplikasi bantu mudah cari kerja,positif
negatif,login lamar google aplikasi pakai,negatif
positif,yg apply kerja kalo wa pake nomor negeri ikutin aja sampe kalo suruh bayar langsung henti tipu ambil database jobstreet ekwkwk,negatif
positif,bantu aq,positif
positif,a good place fir opportunity jb i like it,positif
negatif,aplikasi bagus manfaat yg cari kerja sangatsangat bagus,positif
positif,bagus percaya bantu cari kerja kerja,positif
positif,bantu yg butuh kerja,positif
positif,aplikasi kerja,positif
positif,apk bantu manfaat cari kerja efisien lamar jugaa,positif
positif,ubah,positif
positif,oke,positif
negatif,balikin nya update nya mudah sulit gk tau yg pikir team kembang nya sampe pikir update kaya gitu tolol,negatif
