content,text_tokens_stemmed,Label,Label NB,Label NB Average
Sudah layak menjadi destinasi wisata  nasional,layak destinasi wisata nasional,positif,positif,positif
Pelayanan foto bareng binatang buruk dan Kaku,layan foto bareng binatang buruk kaku,negatif,positif,positif
Tempat untuk nyore hari,nyore,positif,positif,positif
"Tempat yang sangat bagus untuk pergi bersama anak-anak.. biaya masuk sangat terjangkau, pemandangannya menakjubkan karena dekat pantai.. beberapa tempat sedang dalam renovasi berharap akan segera ada lebih banyak hewan & pertunjukan menarik.. pasti akan berkunjung lagi setelah itu renovasi selesai",bagus pergi anakanak biaya masuk jangkau pandang takjub pantai renovasi harap hewan tunjuk tarik kunjung renovasi selesai,positif,positif,positif
Hanya lewat,,positif,positif,positif
"Bagi saya, konsep safari beach baik dari sisi wahana dan lokasi nya kalau bisa dioptimalkan bisa menjadi tempat wisata yang paling menarik di Jawa Tengah. ",konsep safari beach sisi wahana lokasi nya optimal wisata tarik jawa,negatif,positif,positif
Luar biasa,,positif,positif,positif
Tempatnya cukup bagus bersih.pemandangan pantai dan ada beberapa satwa dipelihara disana..ada kuliner....terjangkau,tempat bagus bersihpemandangan pantai satwa pelihara disanaada kulinerterjangkau,positif,positif,positif
"Mini zoo
Dolphin center
Beach ",mini zoodolphin centerbeach,positif,positif,positif
"Tempat yang bagus untuk liburan bersama keluarga,,
Banyak edukasi disini,, pertunjukan lumba2,, aneka binatang, dll
Cuma harga food & drink nya aja yg harus di turunin kayaknya?? ",bagus libur keluargabanyak edukasi tunjuk lumba2 aneka binatang dllcuma harga food drink nya aja yg turunin kayak,positif,positif,positif
Mantab wisata edukasi,mantab wisata edukasi,positif,positif,positif
"Bagus banget buat edukasi anak terkait satwa, koleksi satwa juga beragam, mulai dari dalam maupun luar negeri, aneka jenis ikan, reptil, burung, maupun mamalia darat. yang menjadi primadona di sini adalah pertunjukan lumba-lumba si mamalia ",bagus banget edukasi anak kait satwa koleksi satwa agam negeri aneka jenis ikan reptil burung mamalia darat primadona tunjuk lumbalumba si mamalia,positif,positif,positif
"Taman rekreasi yg familly bgt ini mah
Anak bisa happy liat binatang, liat atraksi binatang,,,
Orangtua bisa bersantai d tepi pantai",taman rekreasi yg familly bgt mahanak happy liat binatang liat atraksi binatangorangtua santa d tepi pantai,positif,positif,positif
"Bagus, hewan hewan banyak, pertujukkan seru, tapi masih kurang bersih di beberapa tempat seperti di dekat arena apv masih bau got. Beberapa pintu toilet dekat pertujukkan lumba lumba rusak, jadi harus bawa teman untuk jaga jaga.",bagus hewan hewan pertujukkan seru bersih arena apv bau got pintu toilet pertujukkan lumba lumba rusak bawa teman jaga jaga,positif,positif,positif
"Tempat wisata edukasi untuk keluarga.
Cocok untuk berlibur sambil belajar, untuk kunjungan studi sekolah (kelompok belajar (KB), TK, SD & SMP) ",wisata edukasi keluargacocok libur ajar kunjung studi sekolah kelompok ajar kb tk sd smp,positif,positif,positif
"Cocok banget untuk liburan bareng keluarga. Tiket 50-60 ribu bisa dibilang murah banget. Ada banyak pertunjukan, hewan, pastinya pantainya juga bersih, makanannya cukup murah karena ada potongan dri tiket masuk. Rekomended banget pokoknya..",cocok banget libur bareng keluarga tiket 5060 ribu bilang murah banget tunjuk hewan pasti pantai bersih makan murah potong dri tiket masuk rekomended banget pokok,positif,positif,positif
Menghibur..,hibur,positif,positif,positif
"Atraksi dolphin yg paling memikat pengunjung,kemudian ada atraksi burung pemangsa. Kedua atraksi memiliki pelatih"" yg TOP.?? ",atraksi dolphin yg mikat pengunjungkemudian atraksi burung mangsa atraksi milik latih yg top,positif,positif,positif
Tempat yg seru untuk bermain bersama anak2,yg seru main anak2,positif,positif,positif
"Recommend buat mengisi liburan ...
Banyak wahana buat anak2
Ada atraksi lumba lumba , aneka satwa , atraksi burung pemangsa , atraksi ",recommend isi libur wahana anak2ada atraksi lumba lumba aneka satwa atraksi burung mangsa atraksi,positif,positif,positif
"Tempat rekreasi bersama keluarga yg dekat dengan pantai, ada atraksi lumba-lumba, atraksi burung pemangsa,dll  ngk boleh makanan dr luar karena bahaya buat satwa",rekreasi keluarga yg pantai atraksi lumbalumba atraksi burung pemangsadll ngk makan dr bahaya satwa,positif,positif,positif
"antrian tdk jelas, petugas juga nyolot santai napa si...
saran aja untuk antrian dikasih garis mngkin kaya di bank biar rapi,",antri tdk tugas nyolot santai napa sisaran aja antri kasih garis mngkin kaya bank biar rapi,negatif,positif,positif
"Lokasi mudah di jangkau tidak terlalu macet...dsekitaran pantai banyak rumah makan khas laut...permainan buat anak lumayan komplit,koleksi kebun binatang belom smwnya msh ada pembangunan, sarana toilet dan musholah bersih, ada wisata pantai ",lokasi mudah jangkau macetdsekitaran pantai rumah makan khas lautpermainan anak lumayan komplitkoleksi kebun binatang bom smwnya msh bangun sarana toilet musholah bersih wisata pantai,positif,positif,positif
"Tolong buat pengelolah untuk hrga makanan,a yg masuk akal, masa nasi chiken sama teh tawar 2 hrga 50rb",tolong elo hrga makanana yg masuk akal nasi chiken teh tawar 2 hrga 50rb,negatif,positif,positif
"harga tiket 60k mahal,voucher makan 20rb,4orang suruh nambah 40rb,es teh harga 10rb,menyesal ke sini...pertama dan terahir kali....
ga boleh bawa makanan,,,harga makanan sama minumam super mahal banget,ga ngotak ",harga tiket 60k mahalvoucher makan 20rb4orang suruh nambah 40rbes teh harga 10rbmenyesal sinipertama terahir kaliga bawa makananharga makan minumam super mahal bangetga ngotak,negatif,positif,positif
"Sangat tidak RECOMENDED..
Masuk dikasih voucher makan tp aturannya ribet sekali dan SANGAT TIDAK BERGUNA.
Tidak ada komunikasi yg jelas untuk pengunjung..
Jalan ke tempat hewan2 koyok kali sat, rak jelas blas...!!!",recomendedmasuk kasih voucher makan tp atur ribet bergunatidak komunikasi yg pengunjungjalan hewan2 koyok kali sat rak blas,negatif,positif,positif
Sayang kurang terawat. Tp srkarang sudah lebih bagus dr waktu awal2. Uda ada area pantai banyak makanan dan anak2 pada banyak main pasir n renang,sayang awat tp srkarang bagus dr awal2 uda area pantai makan anak2 main pasir n renang,positif,positif,positif
Safari beach batang berada di kabupaten Pekalongan. Tempatnya bersih nyaman dan estetik. Setiap pertunjukan tidak bertabrakan jamnya.,safari beach batang kabupaten kalong tempat bersih nyaman estetik tunjuk tabrak jam,positif,positif,positif
Petugas semua profesional berkelas pendidikan setara wisata pengelolaan kelas kota. Tapi bagian loket karcis yang wanita kek tai cemberut tidak ada kata hye selamat datang atau sekedar senyum. Selain itu petugas ramah profesional.  Sayang ,tugas profesional kelas didik tara wisata kelola kelas kota loket karcis wanita kek tai cemberut hye selamat dar senyum tugas ramah profesional sayang,positif,positif,positif
Mie ayam... :D :D,mie ayam d d,positif,positif,positif
"Kelas menengah mending puasa deh, krna pengunjung dilarang bawa makanan dari luar alhasil beli makanan di dalam harganya muahil bingit hampir 3x hrga diwarung,kalo gak segera dibenahi pengunjung bisa sepi",kelas tengah mending puasa deh krna unjung larang bawa makan alhasil beli makan harga muahil bingit 3x hrga diwarungkalo gak benah unjung sepi,negatif,positif,positif
"Tertata rapi, pilihan makanan lumayan banyak, banyak spot foto tapi sayang jam tutupnya terlalu awal",tata rapi pilih makan lumayan spot foto sayang jam tutup,positif,positif,positif
"Seru, tempat wisata yang keren di kabupaten batang",seru wisata keren kabupaten batang,positif,positif,positif
"Bagus ada seller food berbagai jenis dari beverage and food , fasilitas umum tempat duduk yg paling penting kamar mandi dan mushola tersedia , ada berbagai jenis hewan beo ,unta , gajah ,monkey dll",bagus seller food jenis beverage and food fasilitas duduk yg kamar mandi mushola sedia jenis hewan beo unta gajah monkey dll,positif,positif,positif
"Ramah buat anak
Cuman sayang makan di dalam mahalnya luar biasa udh mahal ga enak ",ramah anakcuman sayang makan mahal udh mahal ga enak,positif,positif,positif
Tempatnya nyaman banget untuk duduk' di pinggir pantai,tempat nyaman banget duduk pinggir pantai,positif,positif,positif
Perlu sediakan Tempat bilas yang tertutup,sedia bilas tutup,positif,positif,positif
"Paket komplit rekreasi anak,emak,keluarga...recomended",paket komplit rekreasi anakemakkeluargarecomended,positif,positif,positif
"Pantai dan kebun binatang (Animal shows, Dolphin, Elephant, etc) menjadi pilihan menarik untuk liburan, apalagi membawa anak-anak dan kerabat! Tempat yg cocok untuk rehat sejenak. Lingkungan bersih dan asri, harga jajanan terjangkau, dan tiket yang murah?????? ",pantai kebun binatang animal shows dolphin elephant etc pilih tarik libur bawa anakanak kerabat yg cocok rehat lingkung bersih asri harga jajan jangkau tiket murah,positif,positif,positif
Bagus pas buat liburan anak2,bagus pas libur anak2,positif,positif,positif
"Alhamdulillah suka sekali dg suasana pantainya jadi bikin rileks pikiran
apalagi liat atraksi lumba lumba bikin anak anak senang dan bapak pun bahagia.
semoga ada rizki banyak lagi untuk bisa membawa keluarga besar ke SAFARI BEACH BATANG JAWA TENGAH lagi
aamiin",alhamdulillah suka dg suasana pantai bikin rileks pikiranapalagi liat atraksi lumba lumba bikin anak anak senang bahagiasemoga rizki bawa keluarga safari beach batang jawa lagiaamiin,positif,positif,positif
Menyenangkan,senang,positif,positif,positif
"Pengalaman yg seru buat anak2, dg tempat cukup bagus meskipun ada beberapa fasilitas seperti jalan menuju kebun binatangnya yang harus diperbaiki. Tp selain itu semua menurut saya cukup worth it. Dengan harga yang murah tapi sudah bisa ",alam yg seru anak2 dg bagus fasilitas jalan kebun binatang baik tp worth it harga murah,positif,positif,positif
"Wisatanya oke, cuma tiketnya mahal, nakanannya MAHALLL malah ga enak, mie ayam nya hambar mie nya lembek, ayamnya dikit  sayurannya secuil, kuahnya bening kek air rebusan, es teh mahall 10.000, eskrim kirain wals ternyata bukan, cuma foto sm lumba2 pake hp sendiri bayar 25rb, ga ada harimau, singa, jerapah, kudanil dll...membosankan",wisata oke tiket mahal nakanannya mahalll ga enak mie ayam nya hambar mie nya lembek ayam dikit sayur cuil kuah bening kek air rebus es teh mahall 10000 eskrim kirain wals foto sm lumba2 pake hp bayar 25rb ga harimau singa jerapah kudanil dllmembosankan,negatif,positif,positif
recomended....okey smua...k,recomendedokey smuak,positif,positif,positif
"Wisata edukasi yang cocok untuk anak-anak.. hewan-hewan cukup lengkap, ada gajah, unta, rusa, banteng, ular, ikan, burung dll..
Ada pertunjukan edukasi lumba-lumba, burung pemangsa, dll yang memiliki jadwal ",wisata edukasi cocok anakanak hewanhewan lengkap gajah unta rusa banteng ular ikan burung dllada tunjuk edukasi lumbalumba burung mangsa dll milik jadwal,positif,positif,positif
Pantai yang indah dan menyenangkan,pantai indah senang,positif,positif,positif
Banyak yang harus ditingkatkan,tingkat,positif,positif,positif
Seru,seru,positif,positif,positif
Bagustapi Sayang sekalidi sini banyak orang yg merokokpadahal kawasan banyak anak2harusnya lebih di tertibkan lg mengenai aturan ini agar anak2/balita/batita lebih nyaman.,bagustapi sayang sekalidi orang yg merokokpadahal kawasan anak2harusnya tertib lg atur anak2balitabatita nyaman,negatif,positif,positif
"Tempatnya belum tertata,masih banyak jalan berbatu,dan pertunjukannya masih biasa saja,tempat binatangnya juga seperti tidak terawat,tempat ini enaknya nyambung dengan pantai,anak2 kalau sdh bosan di kebun binatang bisa langsung main ke pantai.",tempat tertatamasih jalan berbatudan tunjuk sajatempat binatang terawattempat enak nyambung pantaianak2 sdh bosan kebun binatang langsung main pantai,positif,positif,positif
"Banyak tempat duduk dan jajanan, tapi sayang belum bisa cashless, tidak tersedia ATM juga. Harus siap uang cash banyak kalau ke sini. Cocok untuk bawa anak dengan pertunjukan lumba-lumba dan burung, bisa menunggangi gajah, unta, dan kuda ",duduk jajan sayang cashless sedia atm uang cash cocok bawa anak tunjuk lumbalumba burung tunggang gajah unta kuda,positif,positif,positif
"Tiket masuk per orang 60rb dapat voucher makan 20rb, masih perbaikan resto, ada minizoo, pantai, hewan tunggang, feeding, atraksi hewan2, dan atraksi utama dolphin mantab, kesukaan anak2 pas coach terbang kayak ironman ?????? ",tiket masuk orang 60rb voucher makan 20rb baik resto minizoo pantai hewan tunggang feeding atraksi hewan2 atraksi utama dolphin mantab suka anak2 pas coach terbang kayak ironman,positif,positif,positif
seru,seru,positif,positif,positif
"Jangan pernah merasa gagal saat belajar,  itu adalah bagian dari proses...",gagal ajar proses,positif,positif,positif
"Tempat bersih, pelayanannya ramah ramah",bersih layan ramah ramah,positif,positif,positif
"Belum jadi 100%, masih tahap pembangunan... tapi tidak masalah.. fasilitas oke.. HTM weekend 60rb/orang, anak diatas 2tahun sudah bayar sendiri..",100 tahap bangun fasilitas oke htm weekend 60rborang anak atas 2tahun bayar,positif,positif,positif
Tempat wisata rekomendasi di Batang,wisata rekomendasi batang,positif,positif,positif
"Tempatnya bagus, perbanyak tempat duduk buat pengunjung soalnya dikit banget tempat duduknya buat istirahat",tempat bagus banyak duduk unjung dikit banget duduk istirahat,positif,positif,positif
"Asik banget buat liburan bareng keluarga,, mantap pokoknya",asik banget libur bareng keluarga mantap pokok,positif,positif,positif
"Pantai nya bagus, dengan berbagai macam koleksi satwa yang tersedia, pertunjukan lumba²
Sangat cocok untuk liburan keluarga, terdapat beberapa pilihan stand makanan dan ",pantai nya bagus koleksi satwa sedia tunjuk lumbasangat cocok libur keluarga pilih stand makan,positif,positif,positif
"Tempatnya lumayan bagus,luas dan binatangnya lumayan menghibur",tempat lumayan bagusluas binatang lumayan hibur,positif,positif,positif
"Puas banget main kesini, apalagi ajak anak anak bakalan seneng. Menggabungkan pantai dengan kebun binatang. Saat menuju ke pantai akan dikenakan tiket 5rb/org untuk memasuki kawasan pantai sigandu, lalu memasuki area safari beach 1 orang ",puas banget main kesini ajak anak anak neng gabung pantai kebun binatang pantai kena tiket 5rborg pasuk kawasan pantai sigandu pasuk area safari beach 1 orang,positif,positif,positif
Semakin bagus,bagus,positif,positif,positif
Baguss,baguss,positif,positif,positif
"Jauh2 dari cirebon kesini alhamdulillah anak happy ?? banyak mengenal hewan bisa main di pantai, pantai bersih, lokasi bersih, toilet bersih, petugas semua ramah.. minus di makanan ny si mahal porsi sedikit gpp wajar tempat wisata asal enak ",jauh2 cirebon kesini alhamdulillah anak happy kenal hewan main pantai pantai bersih lokasi bersih toilet bersih tugas ramah minus makan ny si mahal porsi gpp wajar wisata enak,positif,positif,positif
"Karena pas datang wahana belum selesai total..
Tempat ok..,makanan untuk saya agak mahal..",pas wahana selesai totaltempat okmakanan mahal,positif,positif,positif
"Tempat perlindungan satwa yg bagus untuk pendidikan anak²... terlebih lagi ada show2 hewan dan lumba....mohon lebih ditingkatkan lagi kebersihan kandang satwanya, kandang kudanil, burung onta dan yg lainya....untuk dolphin shownya sy sangat menikmatinya....terima kasih",lindung satwa yg bagus didik anak show2 hewan lumbamohon tingkat bersih kandang satwa kandang kudanil burung onta yg lainyauntuk dolphin shownya sy menikmatinyaterima kasih,positif,positif,positif
Pelayanan yang maksimal tempat bagus sarana prasarana lengkap???? ,layan maksimal bagus sarana prasarana lengkap,positif,positif,positif
Bagus sekali tapi harus siap sangu double bahkan triple,bagus sangu double triple,positif,positif,positif
Tiket masuk 50rb lumayan worth it bisa lihat pertunjukan lumba2,tiket masuk 50rb lumayan worth it lihat tunjuk lumba2,positif,positif,positif
"Kesini pas weekdays sepii poll, berasa saya yang punya ??.
Sayangnya harga makanann mahal"" Walaupun dpt voucher makan tapi tetep mahal ",kesini pas weekdays sepi poll asa sayang harga makanann mahal dpt voucher makan tetep mahal,positif,positif,positif
Masya Allah seru... Banyak pertunjukkan satwanya,masya allah seru tunjuk satwa,positif,positif,positif
"Hewannya terkesan kotor dan kumuh
Bahkan untuk hewan yg di dalam kaca, sampe ga keliahatan dr luar karena saking kotor kacanya..",hewan kes kotor kumuhbahkan hewan yg kaca sampe ga keliahatan dr saking kotor kaca,positif,positif,positif
Hiburan yg edukatif yg ga jauh dari pusat kota...,hibur yg edukatif yg ga pusat kota,positif,positif,positif
Oke,oke,positif,positif,positif
Tempat nyaman dan bersih harga tiket murah to kalau naik2 satwa gitu hrs bayar lg. Makanan relatif mahal. Tp pelayanan dan kerahaman karyawan baik.,nyaman bersih harga tiket murah to naik2 satwa gitu hrs bayar lg makan relatif mahal tp layan kerahaman karyawan,positif,positif,positif
"Alhamdulillah ..
Kenceng banget anginnya",alhamdulillah kenceng banget angin,positif,positif,positif
"untuk awal juni 2023 tiket masuk 60.000 sudah termasuk 20.000 vocer bisa di tukarkan di cafe tepi pantai, sudah ada beberapa kemajuan di bandingkan th 2022, jalan menuju ke pertunjukan lumba lumba dan juga menunggang gajah masih jelek tanah ",juni 2023 tiket masuk 60000 20000 vocer tukar cafe tepi pantai maju banding th 2022 jalan tunjuk lumba lumba tunggang gajah jelek tanah,positif,positif,positif
Tempat bagus dan nyaman,bagus nyaman,positif,positif,positif
Terbaik,baik,positif,positif,positif
Asik. Pengelolaan cukup bagus karena dibawah Taman Safari Indonesia. Smg smakin bagus dan saya berharap kesehatan dan perawatan hewan tetap dijaga,asik kelola bagus bawah taman safari indonesia smg smakin bagus harap sehat awat hewan jaga,positif,positif,positif
Paket komplit. Ya bonbin ya mantai ya kulineran ya ngadem ya selfie.,paket komplit ya bonbin ya manta ya kuliner ya ngadem ya selfie,positif,positif,positif
Mudah diakses dari Kota Pekalongan hanya berjarak 10 km dari hotel. Area parkir luas bisa menampung banyak Bis tapi akses pintu keluarnya saat kami berkunjung masih belum layak.  Biaya parkir 10rb untuk kendaraan kecil. Biaya tiket 60rb per ,mudah akses kota kalong jarak 10 km hotel area parkir luas tampung bis akses pintu keluar kunjung layak biaya parkir 10rb kendara biaya tiket 60rb,positif,positif,positif
"Bersih, di bagian Loket Ramah... Crew nya HelpFull???? ",bersih loket ramah crew nya helpfull,positif,positif,positif
bagus,bagus,positif,positif,positif
"Not bad, tp Masi perlu beberapa perbaikan",not bad tp mas baik,positif,positif,positif
"Dampjngi anak usia paud wisata kesini, cukup bagus tapi kurang bersih",dampjngi anak usia paud wisata kesini bagus bersih,positif,positif,positif
"Taman Safari (mini) karena areanya termasuk kecil dibanding taman safari yang lain, tapi punya suasana yang berbeda terutama karena pinggir pantai, & nilai plusnya karena pantainya sudah lumayan terkelola dengan baik.",taman safari mini area banding taman safari suasana beda pinggir pantai nilai plus pantai lumayan kelola,positif,positif,positif
"Ini pengalaman pertama saya ke sini yah dan baru tahu kalo ada tempat kaya gini di jawa tengah yakni kota batang, kalo kalian dari pantura arah barat berada di sebalah kiri jalan ya tepatnya lupa saya, tapi jangan khawatir di google map ",alam yah kalo kaya gin jawa kota batang kalo pantura arah barat seba kiri jalan ya tepat lupa khawatir google map,positif,positif,positif
"Masih dalam renovasi tapi tidak apa-apa,",renovasi apaapa,positif,positif,positif
"Betaahh banget kalo udah dtg kesini ..
Ada pertunjukan dolphin, burung² dll , mini safari
Full angin pantai , full musik , full wifi
Recommended pokoknya ?? ",betaahh banget kalo udah dtg kesini tunjuk dolphin burung dll mini safarifull angin pantai full musik full wifirecommended pokok,positif,positif,positif
Penataannya sudah bagus dan nyaman utk dikunjungi,tata bagus nyaman utk kunjung,positif,positif,positif
"Kunjungan pertama bln Desember 2022 masih proses renovasi dan jalan becek krn banjir rob
Wisata yg bagus utk keluarga khususnya anak2 utk pengenalan dg dunia binatang
Semoga kunjungan berikutnya lebih bagus dan lbh lengkap binatang2nya.",kunjung bln desember 2022 proses renovasi jalan becek krn banjir robwisata yg bagus utk keluarga anak2 utk kenal dg dunia binatangsemoga kunjung bagus lbh lengkap binatang2nya,positif,positif,positif
???????????? ,,positif,positif,positif
"Pertama datang 2022 belum bnyk pmbangunan pas habis lebaran datang ksini lagi lagi banyak pembangunan,semoga makin sukses .... Oh ya saran aja untuk stand makanan tolong dong rasa makanannya lebih diperhatiin kan mubadzir kalo banyak yg ",2022 bnyk pmbangunan pas habis lebaran ksini pembangunansemoga sukses oh ya saran aja stand makan tolong makan diperhatiin mubadzir kalo yg,positif,positif,positif
Kurang worth it. Pelayanan staff sangat buruk. Nanya soal penukaran voucher dari satu booth ke booth yang lain malah di lempar suruh kesana kemari. Ga jelas banget. Nanya di coffee station katanya gabisa dipake di sana bisanya cuma di ,worth it layan staff buruk nanya tukar voucher booth booth lempar suruh kesana kemari ga banget nanya coffee station gabisa dipake bisa,negatif,positif,positif
Semakin lengkap,lengkap,positif,positif,positif
"Kebun binatang sdh lumayan lengkap, ada pertunjukan burung, lumba lumba yg paling bagus. Sdh 4 x kesini, semakin lama fasilitas pendukung makin bagus",kebun binatang sdh lumayan lengkap tunjuk burung lumba lumba yg bagus sdh 4 x kesini fasilitas dukung bagus,positif,positif,positif
"Pendapat:
Untuk sarana dan fasilitas cukup, kalo dibandingkan masih lebih baik Solo ",pendapatuntuk sarana fasilitas kalo banding solo,positif,positif,positif
Tempatnya nyaman. Sukses selalu buat Safari Beach,tempat nyaman sukses safari beach,positif,positif,positif
"Seru bgt disini sudah dalam pengelolaan Taman Safari Indonesia, lumba² & performnya keren bgt.. Anak² kesenengan banget bisa foto juga.. TOP",seru bgt kelola taman safari indonesia lumba performnya keren bgt anak neng banget foto top,positif,positif,positif
"1. Bayar tiket masuk lebih mahal karena sepaket sama mkanannya (dapat voucher makanan atau minuman bisa ditukat di tempat penukaran).
. ",1 bayar tiket masuk mahal paket mkanannya voucher makan minum ditukat tukar,positif,positif,positif
"TEMPAT NYA BAGUS , OVER ALL GOOD . TAPI, SARANA BILAS AIR BERSIH NYA KECIL AIR NGUCUR NYA ??????. ",nya bagus over all good sarana bilas air bersih nya air ngucur nya,positif,positif,positif
Disini.... Ga boleh bawa makanan dr luar... Tp juga harus teliti ya... Soalnya beberapa makanan terbilang mahal... Saran saja ya buat pengelola tempat wisata agar di perhatikan lagi... Btw sbnr nya tempt nya enak buat rekreasi edukasi....,ga bawa makan dr tp teliti ya makan bilang mahal saran ya kelola wisata perhati btw sbnr nya tempt nya enak rekreasi edukasi,positif,positif,positif
"Menarik.. baru..
Tempat dekatcdengan exit tol..
Masih banyak proses renovasi",tarik barutempat dekatcdengan exit tolmasih proses renovasi,positif,positif,positif
Keren,keren,negatif,positif,positif
Mudah2an makanan yang di jual lebih enak lagi kedepannya,mudah2an makan jual enak depan,positif,positif,positif
Cuma km mandi/toilet kurang bnyk,km manditoilet bnyk,positif,positif,positif
Tempatnya bagus dan bersih,tempat bagus bersih,positif,positif,positif
"Kebun binatang dipinggir pantai?????????????? setiap malam minggu ada pertunjukan acrobat prime keren abis sihhhh ini
Htm : weekday 50k (20k voucher makan ditukar di cafe sekitar pantai) ",kebun binatang pinggir pantai malam minggu tunjuk acrobat prime keren abis sihhhh inihtm weekday 50k 20k voucher makan tukar cafe pantai,positif,positif,positif
"Wkt hari kamis tepatnya pas libur tanggal merah
Maamaseee beserta keluargaaa maen di safari beach...
Menurt mamaseeee tmptnya ckup baguuuussss bangeet.mnikmti suasana pantai... ",wkt kamis tepat pas libur tanggal merahmaamaseee serta keluargaaa maen safari beachmenurt mamaseeee tmptnya ckup baguuuussss bangeetmnikmti suasana pantai,positif,positif,positif
"Tiket masuk terlalu mahal, fasilitas pun masih belum memuaskan",tiket masuk mahal fasilitas muas,negatif,positif,positif
"Tempatnya bersih, nyaman, adem
Tp tolong pas pertunjukan lumba-lumba jangan pakai bola yg besar,karna anak saya kena tuh bola yg besar kepalanya.kan lumayan sakit, tolong diperbaiki. ",tempat bersih nyaman ademtp tolong pas tunjuk lumbalumba pakai bola yg besarkarna anak kena tuh bola yg kepalanyakan lumayan sakit tolong baik,positif,positif,positif
Tempat yang pas buat liburan keluarga,pas libur keluarga,positif,positif,positif
pantai n animals okey....yg ga ok kamar mandi minim susah bgt klo mau k toilet....apalagi klo pas barengan sama yg pd bilas....haduhh....smp2 pd bilas d kran wudhu. klo mau wudhu kudu nunggu.  hrsnya toilet sama kamar mandi utk bilas ,pantai n animals okeyyg ga ok kamar mandi minim susah bgt klo k toiletapalagi klo pas bareng yg pd bilashaduhhsmp2 pd bilas d kran wudhu klo wudhu kudu nunggu hrsnya toilet kamar mandi utk bilas,negatif,positif,positif
Jangan lagi kesini.. Sumpah ini wisatanya mahal mahal banget. Gak ramah kantong. Serba bayar. Somay aja 40rb gaes..,kesini sumpah wisata mahal mahal banget gak ramah kantong serba bayar somay aja 40rb gaes,negatif,positif,positif
"Tempat bagus buat edukasi anak anak,pelayanan ramah tempat bersih,nyaman",bagus edukasi anak anakpelayanan ramah bersihnyaman,positif,positif,positif
Keluarga bahagia,keluarga bahagia,positif,positif,positif
"Tempat ramah anak, banyak area petting untuk anak. Aktivitas yang lebih interaktif dengan para tamu.",ramah anak area petting anak aktivitas interaktif tamu,positif,positif,positif
"Tidak perlu jauh2 ke Taman Safari Bogor atau pun Prigen, hanya 1,5 jam dari Kota Semarang",jauh2 taman safari bogor prigen 15 jam kota semarang,positif,positif,positif
"Bagus untuk mengisi liburan anak""..",bagus isi libur anak,positif,positif,positif
Safari batang tempat asik buat pantai di jateng,safari batang asik pantai jateng,positif,positif,positif
Tarif tiketnya terlalu mahal,tarif tiket mahal,negatif,positif,positif
Bakalan balik lagi kalo liburan anak2 . Seneng disini . Nyaman . Bs bw pet juga . Krn kita gabisa bw makanan dr luar . Utk harga makanan agak mahal yah . Jd tlg di perbaiki taste dan quality nya . Biar worthy laahh,kalo libur anak2 neng nyaman bs bw pet krn gabisa bw makan dr utk harga makan mahal yah jd tlg baik taste quality nya biar worthy laahh,positif,positif,positif
"April 2023.
Harga 40rb (pas foto + dapet file bentuk Compack disk)",april 2023harga 40rb pas foto dapet file bentuk compack disk,positif,positif,positif
"Lokasi nya berada di kota Batang, sekitar 10 menit dari alun2 kota Batang atau 30 menit dari kota pekalongan.
Mini zoo yang berada di tepi pantai. Hewan2 yg berada disini antara lain : ",lokasi nya kota batang 10 menit alun2 kota batang 30 menit kota pekalonganmini zoo tepi pantai hewan2 yg,positif,positif,positif
Anakku senang alhamduliah baru kali ini ke safari beach..kita cuma lihat atraksi dolphin aja..krn anak2 lama juga main di pantainya..,anak senang alhamduliah kali safari beachkita lihat atraksi dolphin ajakrn anak2 main pantai,positif,positif,positif
"pertunjukan lumba2 nya keren, sehari 5x pertunjukan biar enak gak pake antri",tunjuk lumba2 nya keren hari 5x tunjuk biar enak gak pake antri,positif,positif,positif
"Kereeeen.. Taman safari dengan konsep yg beda, syg hewannya cuma sedikit, dan mungkin sebaiknya dari hewan dalam aquarium dibuat terbuka bagian atasnya dan lebih luas lg kandangnya",kereeeen taman safari konsep yg beda syg hewan hewan aquarium buka atas luas lg kandang,positif,positif,positif
"Terdapat mini zoo di safari beach jateng, hewannya belum terlalu komplit, dan agak gersang. Tapi ok",mini zoo safari beach jateng hewan komplit gersang ok,positif,positif,positif
"Asyik, menghibur",asyik hibur,positif,positif,positif
Buat refersing pinggir laut sambil ngopi jozz,refersing pinggir laut ngopi jozz,positif,positif,positif
keseluruhan bagus semua..,bagus,positif,positif,positif
"cocok untuk anak"", mereka suka satwa.",cocok anak suka satwa,positif,positif,positif
Cocok buat ngopi... ????? ,cocok ngopi,positif,positif,positif
Tempat wisata yang bagus. Meskipun awalnya agak bingung Krn sudah bukan bernama Batang Dolphin Center,wisata bagus bingung krn nama batang dolphin center,positif,positif,positif
"Walo tiket agak mahal ya cukup worth it lah buat nyenengin anak2. Nonton pertunjukan lumba2, burung elang dan aneka satwa yabg bikin anak2 gembira. Parkir luas, bisa sekalian main di laut. Udah banyak pengembangannya. Overall oke",walo tiket mahal ya worth it nyenengin anak2 nonton tunjuk lumba2 burung elang aneka satwa yabg bikin anak2 gembira parkir luas main laut udah kembang overall oke,positif,positif,positif
Lumayan,lumayan,positif,positif,positif
