content,score,clean_text,token,stopword_removal,stemming
"Saya dapat bekerja dalam team dan individu, dapat mengoperasikan komputer, melakukan perapihan stok barang jadi di gudang, control stok, cek dan serah terima barang jadi cek barang yg akan dikirim dan loading barang. Cek kilo meter mobil dan membuat laporan kilo meter mobil",5,saya dapat bekerja dalam team dan individu dapat mengoperasikan komputer melakukan perapihan stok barang jadi di gudang control stok cek dan serah terima barang jadi cek barang yg akan dikirim dan loading barang cek kilo meter mobil dan membuat laporan kilo meter mobil,"['saya', 'dapat', 'bekerja', 'dalam', 'team', 'dan', 'individu', 'dapat', 'mengoperasikan', 'komputer', 'melakukan', 'perapihan', 'stok', 'barang', 'jadi', 'di', 'gudang', 'control', 'stok', 'cek', 'dan', 'serah', 'terima', 'barang', 'jadi', 'cek', 'barang', 'yg', 'akan', 'dikirim', 'dan', 'loading', 'barang', 'cek', 'kilo', 'meter', 'mobil', 'dan', 'membuat', 'laporan', 'kilo', 'meter', 'mobil']","['bekerja', 'team', 'individu', 'mengoperasikan', 'komputer', 'melakukan', 'perapihan', 'stok', 'barang', 'jadi', 'gudang', 'control', 'stok', 'cek', 'serah', 'terima', 'barang', 'jadi', 'cek', 'barang', 'yg', 'dikirim', 'loading', 'barang', 'cek', 'kilo', 'meter', 'mobil', 'membuat', 'laporan', 'kilo', 'meter', 'mobil']","['kerja', 'team', 'individu', 'operasi', 'komputer', 'laku', 'perapihan', 'stok', 'barang', 'jadi', 'gudang', 'control', 'stok', 'cek', 'serah', 'terima', 'barang', 'jadi', 'cek', 'barang', 'yg', 'kirim', 'loading', 'barang', 'cek', 'kilo', 'meter', 'mobil', 'buat', 'lapor', 'kilo', 'meter', 'mobil']"
Tidak ada respon dr sekian ratus apply. Booth,1,tidak ada respon dr sekian ratus apply booth,"['tidak', 'ada', 'respon', 'dr', 'sekian', 'ratus', 'apply', 'booth']","['respon', 'dr', 'sekian', 'ratus', 'apply', 'booth']","['respon', 'dr', 'sekian', 'ratus', 'apply', 'booth']"
"Buruk Buruk sangat Buruk, dua bulan install apk ini sama sekali belom pernah nemu lowongan yg jelas.",1,buruk buruk sangat buruk dua bulan install apk ini sama sekali belom pernah nemu lowongan yg jelas,"['buruk', 'buruk', 'sangat', 'buruk', 'dua', 'bulan', 'install', 'apk', 'ini', 'sama', 'sekali', 'belom', 'pernah', 'nemu', 'lowongan', 'yg', 'jelas']","['buruk', 'buruk', 'sangat', 'buruk', 'bulan', 'install', 'apk', 'sama', 'sekali', 'belom', 'pernah', 'nemu', 'lowongan', 'yg', 'jelas']","['buruk', 'buruk', 'sangat', 'buruk', 'bulan', 'install', 'apk', 'sama', 'sekali', 'bom', 'pernah', 'nemu', 'lowong', 'yg', 'jelas']"
"Platfom pencari kerja yang bagus, banyak pilihan pekerjaan yang ditawarkan dan mudah dalam proses pengajuan lamarannya",5,platfom pencari kerja yang bagus banyak pilihan pekerjaan yang ditawarkan dan mudah dalam proses pengajuan lamarannya,"['platfom', 'pencari', 'kerja', 'yang', 'bagus', 'banyak', 'pilihan', 'pekerjaan', 'yang', 'ditawarkan', 'dan', 'mudah', 'dalam', 'proses', 'pengajuan', 'lamarannya']","['platfom', 'pencari', 'kerja', 'bagus', 'banyak', 'pilihan', 'pekerjaan', 'ditawarkan', 'mudah', 'proses', 'pengajuan', 'lamarannya']","['platfom', 'cari', 'kerja', 'bagus', 'banyak', 'pilih', 'kerja', 'tawar', 'mudah', 'proses', 'aju', 'lamar']"
Kebanyakan via website gk jelas nge lamarnya,1,kebanyakan via website gk jelas nge lamarnya,"['kebanyakan', 'via', 'website', 'gk', 'jelas', 'nge', 'lamarnya']","['kebanyakan', 'via', 'website', 'gk', 'jelas', 'nge', 'lamarnya']","['banyak', 'via', 'website', 'gk', 'jelas', 'nge', 'lamar']"
"Bagi perusahaan yg jalur masuknya lewat org dalam. Cuma PHP doang. Mnding jgn di unggah di jobstreet . Kasian yg lamar,",4,bagi perusahaan yg jalur masuknya lewat org dalam cuma php doang mnding jgn di unggah di jobstreet  kasian yg lamar,"['bagi', 'perusahaan', 'yg', 'jalur', 'masuknya', 'lewat', 'org', 'dalam', 'cuma', 'php', 'doang', 'mnding', 'jgn', 'di', 'unggah', 'di', 'jobstreet', 'kasian', 'yg', 'lamar']","['perusahaan', 'yg', 'jalur', 'masuknya', 'lewat', 'org', 'cuma', 'php', 'doang', 'mnding', 'jgn', 'unggah', 'jobstreet', 'kasian', 'yg', 'lamar']","['usaha', 'yg', 'jalur', 'masuk', 'lewat', 'org', 'cuma', 'php', 'doang', 'mnding', 'jgn', 'unggah', 'jobstreet', 'kasi', 'yg', 'lamar']"
"Setiap kali mau melamar kenapa selalu diarahkan ke chrome dan saat di chrome diarahkan untuk login ke aplikasi lain macam jora dan jobstreet express, ini aplikasi beneran isinya loker atau clickbait?",1,setiap kali mau melamar kenapa selalu diarahkan ke chrome dan saat di chrome diarahkan untuk login ke aplikasi lain macam jora dan jobstreet express ini aplikasi beneran isinya loker atau clickbait,"['setiap', 'kali', 'mau', 'melamar', 'kenapa', 'selalu', 'diarahkan', 'ke', 'chrome', 'dan', 'saat', 'di', 'chrome', 'diarahkan', 'untuk', 'login', 'ke', 'aplikasi', 'lain', 'macam', 'jora', 'dan', 'jobstreet', 'express', 'ini', 'aplikasi', 'beneran', 'isinya', 'loker', 'atau', 'clickbait']","['kali', 'mau', 'melamar', 'selalu', 'diarahkan', 'chrome', 'chrome', 'diarahkan', 'login', 'aplikasi', 'macam', 'jora', 'jobstreet', 'express', 'aplikasi', 'beneran', 'isinya', 'loker', 'clickbait']","['kali', 'mau', 'lamar', 'selalu', 'arah', 'chrome', 'chrome', 'arah', 'login', 'aplikasi', 'macam', 'jora', 'jobstreet', 'express', 'aplikasi', 'beneran', 'isi', 'loker', 'clickbait']"
Mantap jobstreet..semoga semakin membantu LG dalam mencari loker..amiin,4,mantap jobstreetsemoga semakin membantu lg dalam mencari lokeramiin,"['mantap', 'jobstreetsemoga', 'semakin', 'membantu', 'lg', 'dalam', 'mencari', 'lokeramiin']","['mantap', 'jobstreetsemoga', 'semakin', 'membantu', 'lg', 'mencari', 'lokeramiin']","['mantap', 'jobstreetsemoga', 'makin', 'bantu', 'lg', 'cari', 'lokeramiin']"
Good aplikasi..,5,good aplikasi,"['good', 'aplikasi']","['good', 'aplikasi']","['good', 'aplikasi']"
Selalu masuk website lain dan daftar ulang data,1,selalu masuk website lain dan daftar ulang data,"['selalu', 'masuk', 'website', 'lain', 'dan', 'daftar', 'ulang', 'data']","['selalu', 'masuk', 'website', 'daftar', 'ulang', 'data']","['selalu', 'masuk', 'website', 'daftar', 'ulang', 'data']"
Sering updete mulu,1,sering updete mulu,"['sering', 'updete', 'mulu']","['sering', 'updete', 'mulu']","['sering', 'updete', 'mulu']"
"Banyak penipu nya, masa beda beda PT. HRD nya itu itu aja.",1,banyak penipu nya masa beda beda pt hrd nya itu itu aja,"['banyak', 'penipu', 'nya', 'masa', 'beda', 'beda', 'pt', 'hrd', 'nya', 'itu', 'itu', 'aja']","['banyak', 'penipu', 'nya', 'masa', 'beda', 'beda', 'pt', 'hrd', 'nya', 'aja']","['banyak', 'tipu', 'nya', 'masa', 'beda', 'beda', 'pt', 'hrd', 'nya', 'aja']"
Taikkk,1,taikkk,['taikkk'],['taikkk'],['taikkk']
Mantap,5,mantap,['mantap'],['mantap'],['mantap']
"ada yang menyalahgunakan aplikasi ini loh, penipuan mengatasnamakan aplikasi ini",1,ada yang menyalahgunakan aplikasi ini loh penipuan mengatasnamakan aplikasi ini,"['ada', 'yang', 'menyalahgunakan', 'aplikasi', 'ini', 'loh', 'penipuan', 'mengatasnamakan', 'aplikasi', 'ini']","['menyalahgunakan', 'aplikasi', 'loh', 'penipuan', 'mengatasnamakan', 'aplikasi']","['menyalahgunakan', 'aplikasi', 'loh', 'tipu', 'mengatasnamakan', 'aplikasi']"
bangus banget apk ini sangat membantu dan ga bikin bingung/ribet.,5,bangus banget apk ini sangat membantu dan ga bikin bingungribet,"['bangus', 'banget', 'apk', 'ini', 'sangat', 'membantu', 'dan', 'ga', 'bikin', 'bingungribet']","['bangus', 'banget', 'apk', 'sangat', 'membantu', 'ga', 'bikin', 'bingungribet']","['bangus', 'banget', 'apk', 'sangat', 'bantu', 'ga', 'bikin', 'bingungribet']"
"Tolong lah aplikasi nya diperbaiki lagi niat orang cari kerja, Mala loker nya banyak penipuan seperti ini kecewa saya. Semoga yang lain berhati-hati lagi saat memilih loker kurang terpercaya dsni.",1,tolong lah aplikasi nya diperbaiki lagi niat orang cari kerja mala loker nya banyak penipuan seperti ini kecewa saya semoga yang lain berhatihati lagi saat memilih loker kurang terpercaya dsni,"['tolong', 'lah', 'aplikasi', 'nya', 'diperbaiki', 'lagi', 'niat', 'orang', 'cari', 'kerja', 'mala', 'loker', 'nya', 'banyak', 'penipuan', 'seperti', 'ini', 'kecewa', 'saya', 'semoga', 'yang', 'lain', 'berhatihati', 'lagi', 'saat', 'memilih', 'loker', 'kurang', 'terpercaya', 'dsni']","['lah', 'aplikasi', 'nya', 'diperbaiki', 'niat', 'orang', 'cari', 'kerja', 'mala', 'loker', 'nya', 'banyak', 'penipuan', 'kecewa', 'semoga', 'berhatihati', 'memilih', 'loker', 'kurang', 'terpercaya', 'dsni']","['lah', 'aplikasi', 'nya', 'baik', 'niat', 'orang', 'cari', 'kerja', 'mala', 'loker', 'nya', 'banyak', 'tipu', 'kecewa', 'moga', 'berhatihati', 'pilih', 'loker', 'kurang', 'percaya', 'dsni']"
"Beberapa perusahaan tempat bernaung semuanya apply via jobstreet. Namun to be honest jobstreet versi tahun 2022 kebawah lebih nyaman digunakan krn fitur yg memang dibutuhkan oleh jobseeker (menurut sy) optimal, mulai dr info mengenai berkisar gaji yang diharapkan, jenis industri perusahaan, IPK, dsb yg menjadi salah satu poin penting dalam perekrutan",4,beberapa perusahaan tempat bernaung semuanya apply via jobstreet namun to be honest jobstreet versi tahun  kebawah lebih nyaman digunakan krn fitur yg memang dibutuhkan oleh jobseeker menurut sy optimal mulai dr info mengenai berkisar gaji yang diharapkan jenis industri perusahaan ipk dsb yg menjadi salah satu poin penting dalam perekrutan,"['beberapa', 'perusahaan', 'tempat', 'bernaung', 'semuanya', 'apply', 'via', 'jobstreet', 'namun', 'to', 'be', 'honest', 'jobstreet', 'versi', 'tahun', 'kebawah', 'lebih', 'nyaman', 'digunakan', 'krn', 'fitur', 'yg', 'memang', 'dibutuhkan', 'oleh', 'jobseeker', 'menurut', 'sy', 'optimal', 'mulai', 'dr', 'info', 'mengenai', 'berkisar', 'gaji', 'yang', 'diharapkan', 'jenis', 'industri', 'perusahaan', 'ipk', 'dsb', 'yg', 'menjadi', 'salah', 'satu', 'poin', 'penting', 'dalam', 'perekrutan']","['beberapa', 'perusahaan', 'tempat', 'bernaung', 'semuanya', 'apply', 'via', 'jobstreet', 'to', 'be', 'honest', 'jobstreet', 'versi', 'tahun', 'kebawah', 'lebih', 'nyaman', 'digunakan', 'krn', 'fitur', 'yg', 'memang', 'dibutuhkan', 'jobseeker', 'sy', 'optimal', 'mulai', 'dr', 'info', 'mengenai', 'berkisar', 'gaji', 'diharapkan', 'jenis', 'industri', 'perusahaan', 'ipk', 'yg', 'menjadi', 'salah', 'satu', 'poin', 'penting', 'perekrutan']","['beberapa', 'usaha', 'tempat', 'naung', 'semua', 'apply', 'via', 'jobstreet', 'to', 'be', 'honest', 'jobstreet', 'versi', 'tahun', 'bawah', 'lebih', 'nyaman', 'guna', 'krn', 'fitur', 'yg', 'memang', 'butuh', 'jobseeker', 'sy', 'optimal', 'mulai', 'dr', 'info', 'kena', 'kisar', 'gaji', 'harap', 'jenis', 'industri', 'usaha', 'ipk', 'yg', 'jadi', 'salah', 'satu', 'poin', 'penting', 'rekrut']"
Apk sangat membantu bgt buat cari kerjaan langsung dari HRD lowongan pekerjaan nya pokoknya thevest bgt,5,apk sangat membantu bgt buat cari kerjaan langsung dari hrd lowongan pekerjaan nya pokoknya thevest bgt,"['apk', 'sangat', 'membantu', 'bgt', 'buat', 'cari', 'kerjaan', 'langsung', 'dari', 'hrd', 'lowongan', 'pekerjaan', 'nya', 'pokoknya', 'thevest', 'bgt']","['apk', 'sangat', 'membantu', 'bgt', 'buat', 'cari', 'kerjaan', 'langsung', 'hrd', 'lowongan', 'pekerjaan', 'nya', 'pokoknya', 'thevest', 'bgt']","['apk', 'sangat', 'bantu', 'bgt', 'buat', 'cari', 'kerja', 'langsung', 'hrd', 'lowong', 'kerja', 'nya', 'pokok', 'thevest', 'bgt']"
Udah terkontaminasi banyak calo,2,udah terkontaminasi banyak calo,"['udah', 'terkontaminasi', 'banyak', 'calo']","['udah', 'terkontaminasi', 'banyak', 'calo']","['udah', 'kontaminasi', 'banyak', 'calo']"
"Sangat membantu pelamar kerja dan perusahaan yang membutuhkan karyawan baru. Tapi tetap hati hati.. kadang ada perusahaan yang palsu dan merespos dengan memberi email undangan test, dengan iming iming gaji dan fasilitas akomodasi test yang tidak wajar. Tapi ujung ujungnya minta kita yang bayar tiket pesawat dulu.",5,sangat membantu pelamar kerja dan perusahaan yang membutuhkan karyawan baru tapi tetap hati hati kadang ada perusahaan yang palsu dan merespos dengan memberi email undangan test dengan iming iming gaji dan fasilitas akomodasi test yang tidak wajar tapi ujung ujungnya minta kita yang bayar tiket pesawat dulu,"['sangat', 'membantu', 'pelamar', 'kerja', 'dan', 'perusahaan', 'yang', 'membutuhkan', 'karyawan', 'baru', 'tapi', 'tetap', 'hati', 'hati', 'kadang', 'ada', 'perusahaan', 'yang', 'palsu', 'dan', 'merespos', 'dengan', 'memberi', 'email', 'undangan', 'test', 'dengan', 'iming', 'iming', 'gaji', 'dan', 'fasilitas', 'akomodasi', 'test', 'yang', 'tidak', 'wajar', 'tapi', 'ujung', 'ujungnya', 'minta', 'kita', 'yang', 'bayar', 'tiket', 'pesawat', 'dulu']","['sangat', 'membantu', 'pelamar', 'kerja', 'perusahaan', 'membutuhkan', 'karyawan', 'baru', 'tetap', 'hati', 'hati', 'kadang', 'perusahaan', 'palsu', 'merespos', 'memberi', 'email', 'undangan', 'test', 'iming', 'iming', 'gaji', 'fasilitas', 'akomodasi', 'test', 'wajar', 'ujung', 'ujungnya', 'minta', 'bayar', 'tiket', 'pesawat', 'dulu']","['sangat', 'bantu', 'lamar', 'kerja', 'usaha', 'butuh', 'karyawan', 'baru', 'tetap', 'hati', 'hati', 'kadang', 'usaha', 'palsu', 'merespos', 'beri', 'email', 'undang', 'test', 'iming', 'iming', 'gaji', 'fasilitas', 'akomodasi', 'test', 'wajar', 'ujung', 'ujung', 'minta', 'bayar', 'tiket', 'pesawat', 'dulu']"
Satu kata.. Good👍,5,satu kata good👍,"['satu', 'kata', 'good👍']","['satu', 'kata', 'good👍']","['satu', 'kata', 'good']"
Banyak info yang didapat untuk mencari lowongan pekerjaan ko,5,banyak info yang didapat untuk mencari lowongan pekerjaan ko,"['banyak', 'info', 'yang', 'didapat', 'untuk', 'mencari', 'lowongan', 'pekerjaan', 'ko']","['banyak', 'info', 'didapat', 'mencari', 'lowongan', 'pekerjaan', 'ko']","['banyak', 'info', 'dapat', 'cari', 'lowong', 'kerja', 'ko']"
Bagus,5,bagus,['bagus'],['bagus'],['bagus']
"Jobstret sekarang banyak penipuan, coba dong manajemen nya lebih selektif lagi untuk cek perusahaan yang mau pasang iklan, udah 3x saya dapet panggilan kerja penipuan lewat jobstreet, jgn kegiur duit tapi cek dulu perusahaan nya agar kami pengguna jobstreet gk ketipu",1,jobstret sekarang banyak penipuan coba dong manajemen nya lebih selektif lagi untuk cek perusahaan yang mau pasang iklan udah x saya dapet panggilan kerja penipuan lewat jobstreet jgn kegiur duit tapi cek dulu perusahaan nya agar kami pengguna jobstreet gk ketipu,"['jobstret', 'sekarang', 'banyak', 'penipuan', 'coba', 'dong', 'manajemen', 'nya', 'lebih', 'selektif', 'lagi', 'untuk', 'cek', 'perusahaan', 'yang', 'mau', 'pasang', 'iklan', 'udah', 'x', 'saya', 'dapet', 'panggilan', 'kerja', 'penipuan', 'lewat', 'jobstreet', 'jgn', 'kegiur', 'duit', 'tapi', 'cek', 'dulu', 'perusahaan', 'nya', 'agar', 'kami', 'pengguna', 'jobstreet', 'gk', 'ketipu']","['jobstret', 'sekarang', 'banyak', 'penipuan', 'coba', 'dong', 'manajemen', 'nya', 'lebih', 'selektif', 'cek', 'perusahaan', 'mau', 'pasang', 'iklan', 'udah', 'x', 'dapet', 'panggilan', 'kerja', 'penipuan', 'lewat', 'jobstreet', 'jgn', 'kegiur', 'duit', 'cek', 'dulu', 'perusahaan', 'nya', 'pengguna', 'jobstreet', 'gk', 'ketipu']","['jobstret', 'sekarang', 'banyak', 'tipu', 'coba', 'dong', 'manajemen', 'nya', 'lebih', 'selektif', 'cek', 'usaha', 'mau', 'pasang', 'iklan', 'udah', 'x', 'dapet', 'panggil', 'kerja', 'tipu', 'lewat', 'jobstreet', 'jgn', 'giur', 'duit', 'cek', 'dulu', 'usaha', 'nya', 'guna', 'jobstreet', 'gk', 'tipu']"
Apply di apk ini belum pernah ada panggilan sama sekali... bener apa engga ini apk ? Udh 3 tahun coba apply lewat apk ini sama sekali belum juga ada jawaban...,2,apply di apk ini belum pernah ada panggilan sama sekali bener apa engga ini apk  udh  tahun coba apply lewat apk ini sama sekali belum juga ada jawaban,"['apply', 'di', 'apk', 'ini', 'belum', 'pernah', 'ada', 'panggilan', 'sama', 'sekali', 'bener', 'apa', 'engga', 'ini', 'apk', 'udh', 'tahun', 'coba', 'apply', 'lewat', 'apk', 'ini', 'sama', 'sekali', 'belum', 'juga', 'ada', 'jawaban']","['apply', 'apk', 'pernah', 'panggilan', 'sama', 'sekali', 'bener', 'apa', 'engga', 'apk', 'udh', 'tahun', 'coba', 'apply', 'lewat', 'apk', 'sama', 'sekali', 'jawaban']","['apply', 'apk', 'pernah', 'panggil', 'sama', 'sekali', 'bener', 'apa', 'engga', 'apk', 'udh', 'tahun', 'coba', 'apply', 'lewat', 'apk', 'sama', 'sekali', 'jawab']"
Sangat membantu pencarian lowongan pekerjaan,5,sangat membantu pencarian lowongan pekerjaan,"['sangat', 'membantu', 'pencarian', 'lowongan', 'pekerjaan']","['sangat', 'membantu', 'pencarian', 'lowongan', 'pekerjaan']","['sangat', 'bantu', 'cari', 'lowong', 'kerja']"
Sangat membantu sekali dalam pencarian Kerja,4,sangat membantu sekali dalam pencarian kerja,"['sangat', 'membantu', 'sekali', 'dalam', 'pencarian', 'kerja']","['sangat', 'membantu', 'sekali', 'pencarian', 'kerja']","['sangat', 'bantu', 'sekali', 'cari', 'kerja']"
"Apk nya udh bagus, tpi kenapa log out sndri dan GX bisa masuk ke akun sya. Tolong diperbaharui lgi sistemnya",4,apk nya udh bagus tpi kenapa log out sndri dan gx bisa masuk ke akun sya tolong diperbaharui lgi sistemnya,"['apk', 'nya', 'udh', 'bagus', 'tpi', 'kenapa', 'log', 'out', 'sndri', 'dan', 'gx', 'bisa', 'masuk', 'ke', 'akun', 'sya', 'tolong', 'diperbaharui', 'lgi', 'sistemnya']","['apk', 'nya', 'udh', 'bagus', 'tpi', 'log', 'out', 'sndri', 'gx', 'masuk', 'akun', 'sya', 'diperbaharui', 'lgi', 'sistemnya']","['apk', 'nya', 'udh', 'bagus', 'tpi', 'log', 'out', 'sndri', 'gx', 'masuk', 'akun', 'sya', 'baharu', 'lgi', 'sistem']"
Good,5,good,['good'],['good'],['good']
👍🏻,5,👍🏻,['👍🏻'],['👍🏻'],['']
"lamar kerja di jobstreet dpt notif loker, hasilnya kalo ngga notif loker tutup ya ngga diproses, padahal profil dah lengkap dan cv selalu diperbarui, byk perusahan pasang loker tapi mereka ngga proses lamaran yg masuk, hrsnya jobstreet ngepush perusahaan yg buka loker buat update progress pelamar",1,lamar kerja di jobstreet dpt notif loker hasilnya kalo ngga notif loker tutup ya ngga diproses padahal profil dah lengkap dan cv selalu diperbarui byk perusahan pasang loker tapi mereka ngga proses lamaran yg masuk hrsnya jobstreet ngepush perusahaan yg buka loker buat update progress pelamar,"['lamar', 'kerja', 'di', 'jobstreet', 'dpt', 'notif', 'loker', 'hasilnya', 'kalo', 'ngga', 'notif', 'loker', 'tutup', 'ya', 'ngga', 'diproses', 'padahal', 'profil', 'dah', 'lengkap', 'dan', 'cv', 'selalu', 'diperbarui', 'byk', 'perusahan', 'pasang', 'loker', 'tapi', 'mereka', 'ngga', 'proses', 'lamaran', 'yg', 'masuk', 'hrsnya', 'jobstreet', 'ngepush', 'perusahaan', 'yg', 'buka', 'loker', 'buat', 'update', 'progress', 'pelamar']","['lamar', 'kerja', 'jobstreet', 'dpt', 'notif', 'loker', 'hasilnya', 'kalo', 'ngga', 'notif', 'loker', 'tutup', 'ngga', 'diproses', 'padahal', 'profil', 'dah', 'lengkap', 'cv', 'selalu', 'diperbarui', 'byk', 'perusahan', 'pasang', 'loker', 'ngga', 'proses', 'lamaran', 'yg', 'masuk', 'hrsnya', 'jobstreet', 'ngepush', 'perusahaan', 'yg', 'buka', 'loker', 'buat', 'update', 'progress', 'pelamar']","['lamar', 'kerja', 'jobstreet', 'dpt', 'notif', 'loker', 'hasil', 'kalo', 'ngga', 'notif', 'loker', 'tutup', 'ngga', 'proses', 'padahal', 'profil', 'dah', 'lengkap', 'cv', 'selalu', 'baru', 'byk', 'usah', 'pasang', 'loker', 'ngga', 'proses', 'lamar', 'yg', 'masuk', 'hrsnya', 'jobstreet', 'ngepush', 'usaha', 'yg', 'buka', 'loker', 'buat', 'update', 'progress', 'lamar']"
Ada pt penipuan disini hehe jadi males pake joobstreet,1,ada pt penipuan disini hehe jadi males pake joobstreet,"['ada', 'pt', 'penipuan', 'disini', 'hehe', 'jadi', 'males', 'pake', 'joobstreet']","['pt', 'penipuan', 'disini', 'hehe', 'jadi', 'males', 'pake', 'joobstreet']","['pt', 'tipu', 'sini', 'hehe', 'jadi', 'males', 'pake', 'joobstreet']"
"Aplikasi nya udah bagus tapi tolong keamanan nya , kadang suka dapet panggilan kerja dari PT ga jelas gitu",3,aplikasi nya udah bagus tapi tolong keamanan nya  kadang suka dapet panggilan kerja dari pt ga jelas gitu,"['aplikasi', 'nya', 'udah', 'bagus', 'tapi', 'tolong', 'keamanan', 'nya', 'kadang', 'suka', 'dapet', 'panggilan', 'kerja', 'dari', 'pt', 'ga', 'jelas', 'gitu']","['aplikasi', 'nya', 'udah', 'bagus', 'keamanan', 'nya', 'kadang', 'suka', 'dapet', 'panggilan', 'kerja', 'pt', 'ga', 'jelas', 'gitu']","['aplikasi', 'nya', 'udah', 'bagus', 'aman', 'nya', 'kadang', 'suka', 'dapet', 'panggil', 'kerja', 'pt', 'ga', 'jelas', 'gitu']"
"Tolong sama pihak jobstreet lebih selektif lagi kalo memposting loker karena banyak pabrik2 fiktif, di cari d google sama d google maps pabriknya tidak ada terus ada panggilan tapi tes nya di ruko-ruko takutnya itu penipuan, dan kasihan juga sama fresh graduate yang tidak tahu dan akhirnya kena tipu, mohon lebih selektif lagi kalo ngeshare lokernya demi keamanan kita bersama. Tolong lebih selektif lagi jangan sampe udah kejadian baru lapor, harusnya dari pihak developer lebih selektif lagi.",1,tolong sama pihak jobstreet lebih selektif lagi kalo memposting loker karena banyak pabrik fiktif di cari d google sama d google maps pabriknya tidak ada terus ada panggilan tapi tes nya di rukoruko takutnya itu penipuan dan kasihan juga sama fresh graduate yang tidak tahu dan akhirnya kena tipu mohon lebih selektif lagi kalo ngeshare lokernya demi keamanan kita bersama tolong lebih selektif lagi jangan sampe udah kejadian baru lapor harusnya dari pihak developer lebih selektif lagi,"['tolong', 'sama', 'pihak', 'jobstreet', 'lebih', 'selektif', 'lagi', 'kalo', 'memposting', 'loker', 'karena', 'banyak', 'pabrik', 'fiktif', 'di', 'cari', 'd', 'google', 'sama', 'd', 'google', 'maps', 'pabriknya', 'tidak', 'ada', 'terus', 'ada', 'panggilan', 'tapi', 'tes', 'nya', 'di', 'rukoruko', 'takutnya', 'itu', 'penipuan', 'dan', 'kasihan', 'juga', 'sama', 'fresh', 'graduate', 'yang', 'tidak', 'tahu', 'dan', 'akhirnya', 'kena', 'tipu', 'mohon', 'lebih', 'selektif', 'lagi', 'kalo', 'ngeshare', 'lokernya', 'demi', 'keamanan', 'kita', 'bersama', 'tolong', 'lebih', 'selektif', 'lagi', 'jangan', 'sampe', 'udah', 'kejadian', 'baru', 'lapor', 'harusnya', 'dari', 'pihak', 'developer', 'lebih', 'selektif', 'lagi']","['sama', 'pihak', 'jobstreet', 'lebih', 'selektif', 'kalo', 'memposting', 'loker', 'banyak', 'pabrik', 'fiktif', 'cari', 'd', 'google', 'sama', 'd', 'google', 'maps', 'pabriknya', 'terus', 'panggilan', 'tes', 'nya', 'rukoruko', 'takutnya', 'penipuan', 'kasihan', 'sama', 'fresh', 'graduate', 'tahu', 'akhirnya', 'kena', 'tipu', 'mohon', 'lebih', 'selektif', 'kalo', 'ngeshare', 'lokernya', 'keamanan', 'bersama', 'lebih', 'selektif', 'jangan', 'sampe', 'udah', 'kejadian', 'baru', 'lapor', 'harusnya', 'pihak', 'developer', 'lebih', 'selektif']","['sama', 'pihak', 'jobstreet', 'lebih', 'selektif', 'kalo', 'memposting', 'loker', 'banyak', 'pabrik', 'fiktif', 'cari', 'd', 'google', 'sama', 'd', 'google', 'maps', 'pabrik', 'terus', 'panggil', 'tes', 'nya', 'rukoruko', 'takut', 'tipu', 'kasihan', 'sama', 'fresh', 'graduate', 'tahu', 'akhir', 'kena', 'tipu', 'mohon', 'lebih', 'selektif', 'kalo', 'ngeshare', 'lokernya', 'aman', 'sama', 'lebih', 'selektif', 'jangan', 'sampe', 'udah', 'jadi', 'baru', 'lapor', 'harus', 'pihak', 'developer', 'lebih', 'selektif']"
"Tolong diperbaharui, kenapa tidak bisa login di aplikasinya, padahal email dan password sudah benar. Tapi di website komp. bisa login.",3,tolong diperbaharui kenapa tidak bisa login di aplikasinya padahal email dan password sudah benar tapi di website komp bisa login,"['tolong', 'diperbaharui', 'kenapa', 'tidak', 'bisa', 'login', 'di', 'aplikasinya', 'padahal', 'email', 'dan', 'password', 'sudah', 'benar', 'tapi', 'di', 'website', 'komp', 'bisa', 'login']","['diperbaharui', 'login', 'aplikasinya', 'padahal', 'email', 'password', 'benar', 'website', 'komp', 'login']","['baharu', 'login', 'aplikasi', 'padahal', 'email', 'password', 'benar', 'website', 'komp', 'login']"
PT.RADANA BHASKARA 4TH PT.CAKRAWALA CITRA MULTIFINANCE 2TH PT.KARUNIA ADI SANTOSA 2TH,5,ptradana bhaskara th ptcakrawala citra multifinance th ptkarunia adi santosa th,"['ptradana', 'bhaskara', 'th', 'ptcakrawala', 'citra', 'multifinance', 'th', 'ptkarunia', 'adi', 'santosa', 'th']","['ptradana', 'bhaskara', 'th', 'ptcakrawala', 'citra', 'multifinance', 'th', 'ptkarunia', 'adi', 'santosa', 'th']","['ptradana', 'bhaskara', 'th', 'ptcakrawala', 'citra', 'multifinance', 'th', 'ptkarunia', 'adi', 'santosa', 'th']"
