content,score
Semoga jobstreet bisa membantu banyak job seeker memuwujudkan harapan dalam mengaktualisasikan diri,5
Gabisa apply :(,1
Mantap,5
Ifd,5
"Banyak loker loker hoax, kedepannya saya harap lebih teliti apa lagi kita percaya bahwa aplikasi ini bisa memberikan pekerjaan",2
Jobstreet sangat membantu bagi para pencari kerja Smoga Jobstreet semakin memberikan informasi lowongan kerja yang terbaik bagi para pencari kerja dengan kualifikasi dari tingkat rendah sampai tinggi,5
Di,5
"Hati"" banyak PT yang minta uang.. banyak PT penipuan.. hati"" kawan kalo ada uang embel""... Logika nya seragam dll itu dari Perusahaan bukan kita suruh bayar.",1
aplikasi taiiiii,1
"Belom puas seh ganggu yg nganggur secara langsung,,, terusin deh pada nyiksa hani yg nganggur, pasrah ja w diapain jg",1
Alhamdulillah sdh wawancara,4
Aplikasi ini sangat membantu banget prihal mencari pekerjaan.. aplikasi sangat mudah di pahami Sudah banyak calon pekerja dan perusahaan mendapatkan kerja atau karyawan lewat jobstreet..,5
masih kalah power sama ORANG DALAM,3
Mempermudah untuk cari pekerjaan.,5
Ini malah jadi rusak fitur lokasi & jenis pekerjaan. Setelah di pilih dia selalu kembali ke seluruh pekerjaan dan lokasi. Masih lebih gampang make aplikasi yg lama.,4
"update Mulu, makin di update makin gak enak bgt aplikasinya...bagusan dlu.skrg kalo dpt email loker gak langsung ngebuka ke aplikasinya.jelek.mau gw hapus aja. ditambah lagi kenapa no hp bisa kesebar ke oranglain, skrg byk bgt no yg tlp nawarin kerjaan online bilang tau no dr jobstreet pdhl saya gak pernah apply ke perusahaan itu.makin parah sih.",1
"Sangat Membantu Pencari kerja, dan Pencari tenaga kerja yg Profesional.",5
Aplikasi yang sangat membantu dan memudahkan pencarian pekerjaan,4
Kenapa sekarang login dan melamar harus lewat google? Kenapa aplikasi tidak bisa di pakai🤬,1
"Buat yg apply pekerjaan, nanti kalo ada yang wa pake nomor luar negeri, ikutin aja dulu, sampe kalo nanti disuruh bayar langsung berhenti, banyak penipu ambil database dari jobstreet ekwkwk",4
Ini Sangat membantu aq,5
A good place fir opportunity .JB i like it,5
"Aplikasi yang sangat bagus, bermanfaat sekali, buat kita yg sedang mencari pekerjaan... Sangat-sangat bagus",1
Bagus dan terpercaya membantu pencari kerja mendapatkan kerja dengan baik,4
Sangat membantu untuk kami yg lagi membutuhkan pekerjaan,5
Dari aplikasi saya dapat kerjaan,5
"Apk sangat sangat membantu sangat bermanfaat bagi pencari kerja , efisien melamar jugaa",5
Mulai ada perubahan,5
Okelah,5
"Balikin ke sebelum nya, update bukan nya mempermudah malah di persulit, gk tau apa yg di pikiran team pengembang nya sampe kepikiran buat update kaya gitu tolol.",1
Sangat membantuu.. Semua tersusun secara rapii . Jadi mudah untuk kita memilih lowongan yg sesuai dengan kmampuan kitaa .,5
Aplikasi yang membantu mencari pekerjaan yang sesuai keahlian kita.,5
dengan aplikasi ini mencari pekerjaan yg sesuai skill lebih mudah.. ayooo semangat cari cuan,5
Aplikasi pemberi kerjaan no satu di indonesia......job kasian job kasian job kasiaaaaan,5
"Waktu dulu saya sudah ngedrop cari kerja sudah mentok , saya gak sengaja buka buka aplikasi di hadpon saya menemukan aplikasi jobstreet saya coba coba buka Mantap loker nya komplit dan loker loker terbaru saya sekarang sudah dapat kerja berkat loker di jobstreet",5
Sangat membantu dalam mencari pekerjaan,5
"Jobstreet bagus buat mencari pekerjaan, terpercaya dan mudah mengaksesnya",5
Adanya apk ini sya jdi lebih gampang mencari pekerjaan yg sesuai dgan fashion sya,5
Mantap,5
Menerapkan lamaran pekerjaan jadi lebih kudah dan loker update setiap hari,5
"Banyak panggilan penipuan, terutama melamar pt yang di privat namanya, pasti langsung kepanggil wawancara, cirinya pt tidak terdaftar di maps dan panggilanya ke ruko/gedung sewa/bukan d pt langsung dan menyebutkan nama hrd",3
Membantu banget untuk mencari peluang2 kerja...meski blm dpt info pemanggilan kembali kelanjutan lamaran...,5
"Portal lowongan kerja terupdate, top bgt dah . Tapi masukan ya tolong filter lagi loker loker fiktip banyak penipuan juga dari oknum loker fiktip",5
"keren banget sekarang Aplikasinya, setelah perubahan disemua menu kelihatan tambah bagus dan juga ada notifikasi di email setelah berhasil melamar pekerjaan👍",5
Sangat membantu sekali jobstreet dalam menemukan lowongan pekerjaan sesuai dengan kemampuan / pengalaman kita bekerja. Jobstreet memberi lowongan pekerjaan dengan kriteria yang sesuai berdasarkan pengalaman bekerja / keahlian yg dimiliki.,5
Sangat mudah buat masukan lamaran pekerjaan dan informasi lowongan pekerjaan bisa di percaya,5
"sudah 5 bulan coba cari lowongan pekerjaan lewat aplikasi ini tapi masih belum dapat,tolong dong min aplikasinya lebih di tingkatkan lagi dan di perluas,terima kasih🙏",4
Mantap sangat membantu sekali dalam pencaker,5
Aplikasi yang sangat bagus dan rekomended bgt dalam mencari pekerjaan apalagi dalam tampilan terbarunya yang makin mempermudah pengguna nya dalam hal mencari pekerjaan☺️ sukses selalu untuk jobstreet🤗🤗,5
"Mudahnya cari loker ya disini, Jobstreet aj deh.. Set Up CV -> Browse Jobs -> Apply , ga perlu ribet cari2 yg Laen.. Disini aj ya😉",5
"Aplikasi jobdesk disini bagus, worth it, pokonya the best 🥰🥰 wajib instal,",4
Good,5
Good,5
Aplikasi yg sangat membantu .. untuk mencari lowongan pekerjaan..memudahkan untuk mencari pekerjaan..mantap pokoknya,5
Cukup membantu dlm mencari kerja,4
"Sangat membantu untuk saya yang kurang dapat informasi lowongan pekerjaan, Semoga semua informasi lowongan nya itu benar dan tidak hanya iklan,,",5
Mantappp,5
"Situs Loker terpercaya di Indonesia, 100% bebas SPAM.",5
"Semenjak di update tampilnnya jadi beda, jadi susah dapet panggilan padahal yang sebelumnya sering banget dapet panggilan",1
"Weiii akun gue ilang pas diperbarui aplikasi nya, pdhal gw pake terus dr th 2017 ini app... Gimana cara balikin akun gw adminnn",1
Aktual,5
"Aplikasi yang sudah ditutup jangan lah dipuss lagi bos, liat email gua kira hrd yang gua lamar, taunya email dari aplikasi ini, LOWONGAN TELAH DITUTUP, pertanyaan nya knpa masih lu buka tu loker?",1
Sangat membantu sekali,5
"Aplikasi tidak bermanfaat dan gak jelas.Lamar kerja pke aplikasi ini slama 3 tahun gak pernah dpt panggilan, lebih bagus email lngsng ke perusahaan nya. Lngsng dpt beberapa interview dan alhamdulillah lngsng ketrima.",1
Kalo bisa tampilan dalam nya kaya dulu lagi biar ga bingung,2
"Berharap dari aplikasi Jobstreet ini selalu memberika notifikasi ke pemberi kerja agar dapat merespon pelamar yang mengirimkan lamaran dan belum mereka baca, lebih baik di tolak dari pada di abaikan",1
"Masih kurang bgus... pencariannya msih terlalu umun belum spesifik , filternya juga msih kurang hrusnya bisa di perdetail lagi apalagi biar lwbih mudah mencari lokernya... kalo udh berubah lbih baik lagi nnti aku blik lagi... btw thanks yaa",3
"Saran ditambah fitur chat & video call antar recruiter dengan jobseeker, pasti sangat membantu fitur itu.. 😊😊😊 Thank you",5
"Setelah update ribet banget, mending uninstall aja dah",1
"Tolong untuk posting Job yang sudah kadaluarsa jangan dimunculkan, .....",1
Kenapa nggak bisa login,5
"Setelah update, tidak ada fitur untuk melihat profil perusahaan. Hanya tersedia fitur untuk melamar. Ribet",1
Mendingan tampilan yang dulu lebih bagus dan lebih mudah dipahami,3
"Lebih enak sebelum update bisa cari pekerjaan dalam 5 kota sekaligus, sekarang cuma bisa 1 doang",2
Banyak banget loker kadaluarsa kenapa masih di posting? Buang2 waktu buat ngelamar aja.,1
Good,5
"Aneh sama loker di jobstreet, baru aja di update terus kalau udh kekirim ada pemberitahuan di email "" lamaran yang anda apply kadaluwarsa"" heran baru aja di s update udh expire aja.",1
"Tolonglah min di sortir dulu kalo perusahaan mau pasang iklan loker, yang manggil kebanyakan perusahaan bodong, ujung2 di mintain duit dengan alesan berbagai macam !",3
Good,5
Tambah susah,1
Senang,5
Kok tidak bisa daftar menggunakan akun google ya?,2
Udah ngelamar tapi di halaman aktivitas nya kosong padahal sudah ada notifikasi lamaran anda sudah dilihat perusahaan.,1
Sangat bagus sekali buat cari kerja saya rekomendasikan 100% pokonya mantap,5
"Bikin sulit jobstreet terbaru, ketika logout dan disign in lagi di persulit dan alhasil gabisa masuk lagi ke akun .",1
Untuk jobstreet. Kenapa byk lowongan kerja fiktif.,1
Posisinya jauh banget yang muncul banyak loker dari Bali,1
Ok,5
TAMPILAN BURUK. SULIT GA SERTI DULU. MOHON CEO JOBSREET DI PANTAU,1
"Bukti pemerintah gagal adalah banyak nya pengangguran,lapangan kerja susah,dan persyaratan perusahaan tinggi .. Tak terbantahkan lagi",1
"Masih byk beberapa info loker yg hoax bin ruko² bin abal² bin tipu² alias penipuan Saran: harusny tim pengembang apk bisa menyaring lagi si penyedia/perekrut karyawan dgn coba di researh dulu perusahaan yg ingin dia post sebelum dilihat dan dilamar oleh para pencaker Bukannya apa², kasian sama org yg dr jauh² dan luar daerah inginnya kerja bantu perekonomian keluarga malah di tanah rantau jd sengsara!!",2
Sangat membantu,5
"Gak jelas. Gak ada tahapan lamaran mu smpai mana. Gak ada kontak rekruter. Gak ada deadline apply and recruit. Bisa aja loker yang dulu dulu di post ulang, ga jelas soal nya. Tim pengembang app nya gak bertanggung jawab. Bintang 1 dulu yaaa..",1
"Sedikit saran untuk jobstreet, kalo info loker yg udah ditutup, jangan diposting lagi.. Jadi sia2 ngelamar di perusahaan itu kalo udah tutup..",2
Sekarang makin ribet daftar nya ga ke dulu 🥱,2
Good,5
"Kasih 3 lah soalnya tingkat keamanan kerja yg tersebar di jobstreet gak baik banyak pekerjaan penipuan, mlm, sama pialang yang dimana kita waktu interview di suruh bayar diawal.. Merasa rugi kita",3
Bnyk lowongan tp kadaluwarsa buat apa di iklanin.. Bikin mempersulit aja.,1
"Aplikasi macam apa tiap lowongan yg dilamar pasti lebih dari 100 kandidat, udah lebih dari 50 lamaran apply di aplikasi ini gada satupun yg interview, aneh",1
aplikasi sampah,1
good jobs,5
Untuk update kedepannya tolong tambahkan filter untuk pekerjaan remote,4
2 bintang Mohon lebih teliti lagi penyedia lowongan dan kode etik nya. Penyedia aplikasi mohon blok yang membuka lowongan pake administrasi/ pintai uang untuk menghindari penipuan. Sudah beberapa kali panggilan interview di pintai biaya. Tak seperti dulu interview bener langsung dari pabrik/perusahaan nya.,2
Kok data saya bisa dapat sama orang lain min? Padahal saya nggak ada melamar di perusahaan dia kok data saya bisa dapat sama dia min? Apa data saya disebarin min?,2
Apresied banget,5
Aplikasi ini Sangat mempermudah dalam mencari pekerjaan,5
Tambah rumit aplikasinya,1
Banyak sekali kekurangan dari aplikasi ini. pembaruan apl yang gagal total.. pembaruan dengan banyak kemunduran. semakin mempersulit pencari kerja..,1
aplikasi bukannya bagus mahal tambah ribet . parah,1
"Hmmm aku udah banyak ngelamar lewat job street, tapi gak di panggil2 padahal udah sesuai dengan kualifikasi, mana gak ada pemberitahuan kalo lokernya udah tutup atau gimana gitu-_-",3
Ini kenapa bahasa inggris semua oy gimna cara ganti ke bahasa indonesia nya gk paham gw bahas inggris,1
Very Helpful application,5
Hbyv Knob numb how Hj,1
Link yang sangat bagus dan berguna untuk semua,5
Sangat membantu...,5
Gaje,1
Sangat membantu bagi yang cari kerja👍👍👍👍👍,5
"Why is it getting worse nowadays? The employers used to be able to contact the candidates straightaway but now they seem to have to use Jobstreet as a middle man to contact candidates. We don't need that! You want to make it better, provide category by education or by industry. Becoming a middle man to employers and candidates is just rubbish!",2
lebih di awasi kembali untuk loker yabg tersedia saya banyak kena penipuan di sini dan harap ada tindakan lanjut untuk loker penipuan seperti itu,1
"Setelah di-upadate, rasanya kualitasnya malah menurun. Nambah lemot juga. Please balikin ke versi sebelumnya",2
puas,4
Dari sekian banyak saya mencari tp tidak ada panggilan,5
Muantabs,5
Sangat membantu. Tetapi tolong klo pembaruan. Jangan di buat bingung. Klo bisa lbih di permudah agar user bisa membukanya dan tertera jelas. Dan tolong untuk email-nya juga di perceat,5
"Ini kenapa ya jobstreet. Setiap mau apply has gone wrong terus mana klo udah apply kebanyakan lamaran kadaluarsa dan klo udah apply dan perusahaan tidak tertarik or unlikely progress ga ada kelanjutan lagi. Selain itu, klo apply lebih dari 10 ngel terus dan selalu terjadi kesalahan. Silakan coba lagi atau hubungi Layanan Pelanggan. Enakan yg dulu keliatan siapa yg lihat, jumlah pelamarnya berapa, dan lebih mudah. Ini tolong diperbaiki.",2
Good,5
Ini gimana sih saya sudah melamar berkali kali di applikasi ini tapi jawabannya selalu kadaluarsa atau lowongan sudah di tutup tolong dong jangan mempersulit pelamar kerja dan mohon segera perbaiki agar pelamar tidak tertipu lagi,1
Tingkatkan Respon dan Update Job Des,3
apk gajelas. rekomendasi kerjaan banyak udah dilamar eh ternyata pas udah nunggu lama ada email lowongan udah tutup!!!,1
Jobstreet sangat membantu dalam proses mencari kerja,5
Banyak scam,1
Ok,5
"Dari tahun 2013 sampai 2024 ini, nggak ada yg srius perusahaan merekrut karyawan.",1
Ini tolong penyesuaian UI sama database di singkron kan dan masih bnyak bugs pula coba tolong upin dan ipin bnatuannya,1
Kalau informasi lowongan yg benar yach tolong di filter kalau yang OS tks,4
"Pas mau resume upload malah suruh pilih dua pilihan telpon/SIM card pas mencet SIM card malah ke apus, makin aneh. Orang mah kasih pilihan biar bisa buka wps ini malah aneh",1
"Kok saya login tidak bisa, kenapa?",1
Tolong d bantu melalui aplikasi saya GK bisa login tapi pakai browser saya bisa login,3
Pembaharuan bukannya lebih gampang Ini malah nambah ribet ditambah Gatau kenapa malah susah nyangkut setelah pembaharuan,1
"Loker scam nya makin banyak, coba tolong di tindak lanjuti Dan kalaupun loker nya belum terverifikasi janganlah coba2 di iklankan ataupun di pajang",2
"Setiap mau loading ngak bisa, bagusan d hapus aja dari aplikasi buat pusing aja...",1
Driver pribadi/truk,5
bobrok,1
"Kebanyakan PT penyalur, yg kalau di cek di google tdk ada nama PT dn di alamat tsb,",1
Fitur tentang gaji yang diharapkan agar diperbaiki seperti sebelumnya. Karena range gaji setelah 10 juta dianggap terlalu besar rangenya (kelipatan 5 juta) sehingga seakan-akan permintaan gaji terlalu besar.,2
"Jobstreet jadi sampah begini, mau login gagal melulu, padahal udah udah lama saya jadi user gini,",1
"Sekarang hati"" nyari loker di jobstreet bnyk perusahaan bodong yg ujung""nya minta duit",1
Untuk Sejauh ini cukup bagus dan menurut saya masih bisa di mengerti. Sikasi apaan dah setiap ngelamar ga pernah dapet panggilan dari perusahaan resmi ngelamar ke bagian yg ada pengalaman nya tetep aja cuma di liat doang profilnya. Cape lah gua nganggur terus mau sampai kapan lamaran di simpen terus 😭,2
"Banyak perusahaan penipuan di sini, kurang selektif dalam memilih perusahaan yang membuka lowongan.",1
Terimakasih jobstreet sedikit banyak sudah membantu saya dalam mencari pekerjaan.,5
"Usulan kepada team development aplikasi jobstreet, seharusnya ada tampilan reason atau alasan apabila resume atau CV kita ditolak atau tidak lolos seleksi oleh perusahaan yang ditujuJadi kita sebagai pelamar atau pencari kerja dapat memperbaiki kesalahan tersebut. Dan para pelamar bisa instropeksi dari kesalahan tersebut. Terima kasih.",1
"Jobstreet filtering job searchingnya benerin tuh... Nyarinya daerah mana , eh smua daerah kebawa smua, misal nyari karawang, yg muncul sampe seluruh jakarta, bekasi, cikarang.",3
"Setelah update, user interface kurang bagus",3
Mantap sangat membantu,5
Saya Gak bisa login ke jobstreet lagi padahal sudah 2 tahun ku gunakan. Email dan kata sandi pas . Cuma entah apa masalah gerangan jobstreet,1
bingung dengan sistem nya loker nya yg real dan tidak nya saya sdh up berkas berkali2 tapi gak ada respon.,1
"Applikasi susah di buka,, loading nya begitu lama. Kembalikan ke versi lama. Naik versi bukan nya mempermudah, malah jadi menyulitkan user.",1
Informasi peluang pekerjaan yang bertanggung jawab,5
"Lokernya tertulis sudah kadaluar/tidak menerima lamaran lagi, tapi masih diposting",2
"Siapa sih yang punya ide pembaharuan sekarang, jdi ribet banget. Mau apply lamaran aja banyak bngt pertanyaannya padahal cukup taro di profile aja buat informasi pelamar",1
Sangat membantu dan terbantu..sukses selalu untuk kita semua..aamiin,5
Aplikasi ini sangat bagus dan dapat membantu kami yang membutuhkan pekerjaan,5
good,5
"jelek, tipi tipu",1
Terima kasih. Saya dapat kerjaan ke ewat jobstreet. Semoga berlimpah berkah buat seluruh jajaran manajemen jobstreet dimana pun berada.🙏🙏🙏,5
"Versi terbaru banyak Bug, bagian sertif yang tanggal keluarnya sama tidak ada kadaluarsanya.",2
"Data nomer telpon saya disalah gunakan ,banyak penawaran ,infonya dapet no dari jobstreet{ dan kita tidak tau perusahaan mana yg menggunakan data kita }",1
Ok,5
Kembalikan seperti versi sebelumnya,2
Good job,5
Usahakan perusaahan yg di lamar jika sudah tidak menerima panggilan(tutup) itu tidak lagi memasang iklan .,1
"Saya selalu diarahkan ke browser pdahal buka aplikasi, selau minta login, ini kenapa jadi begini, saya tidak bisa lihat data saya jika gunakan aplikasi",1
"Masih bnyak PT PT plsu alias penipuan. Hari ni sya tertipu oleh sebuah PT di daerah jakarta. Jauh2 sya dri tangerang smpai loksi di minta duit ga jls 750rbu. Ngelmar lwat jobstreet tpi PT'y palsu. Smpe snah ruko nma pt gda dan bnyak korban yng tertipu dan sudh byar jga. Dan oknum trsbut mke nma PT2 ntuk memanggil pra korban. Sya dpet email dri pt A mislakan dan yng lain pt b. Di gedung yng sma, smpe snah g jls sruh byar 750rbu dan mksa. Tlong dng pihak Jobstreet ntuk lbh slektif lgi sma pt bdong",2
Banyak penipuan y daripada lowongan benerannya Uptudate ajj menuhin apklikasi doank,1
Setelah update gak bisa login,1
"Jobstreet yg sekarang gak jelas banget, lowongan baru pas di apply ada notif dari email ternyata loker nya sudah kadaluarsa,kemaren ada panggilan interview ternyata penipuan,ayo dong loker² penipuan kalau bisa jgn sampai ada di apk ini biar para pencaker juga gak trauma",1
Bagaimana cara rekrut karyawan di aplikasi ini ?,4
Setelah update malah ga bisa masuk😒,2
Kenapa ya setelah pembaharuan aplikasi jadi susah tampilannya. Riwayat lamaran saya juga hilang.. Lebih baik dibalikin ke tampilan awal aja,3
"Susah bukanya, berat buka apl-nya bagusan sebelumnya",3
Sangat membantu kita yang sedang membutuhkan pekerjaan.,5
Susah banget tembusnya kalo udah ngirim lamaran gada info lagi,1
Okelah,4
Gabisa bisa log in aneh banget ni aplikasi!!!!!!!!😡😡😡😡😡😡😡,1
"Makin ga jelas apk nya, segala ada filter lah bla bla bla",1
Pernah bekerja di fabrikasi pembuat vesel sebagai Quality control /Dimensional,5
"aplikasi simple gampang tinggal adds and aply,cuma pas bagian Recomended ada notifikasi merah angka,pas buka bagian New itu ga hilang,harusnya di scroll kebawah hilang itu notifikasi merah,tolong perbaiki,Terima kasih",4
Nice,5
Semoga bisa membantu dapat pekerjaan,5
"saran, jika di web ada pilihan ""lowongan lain di tempat kerja A"" tp di apps nggk ada. mohon ditambahkan agar lebih bagus. thanks.",4
Update infonya,5
"Maaf setelah update, saya jadi susah dapat panggilan interview. Beda sama yg dulu, lebih mudah buat nyari kerja",1
"Untuk lihat detail pekerjaan lamaaa banget munculnya, walaupun ada pengaruh dari koneksi internet dan HP, tapi aplikasi sebelum tidak lama seperti ini.",4
"Isinya penipuan dan loker kadaluarsa, asu lah ni apk",1
Harusnya perusahaan yg sudah tidak menyalurkan pekerjaan dihapus posting nya. Percuma naro kalo lamaran ditutup! Anehh nih aplikasi,1
Update tidak lengkap dan pencarian lebih sedikit,1
Mempermudah kita mncari kerja,5
Bagus sudah beberapa bulan pakai apk ini cukup bagus,5
Bagus sangat membantu cari pekerjaan,5
Tambah gk jls jelas2 udah daptar pakay email yg sama malah tetap gk bisa. Masuk bukanya di apdet tambah benar tambah kacau ini aplikasi,1
"Banyak apply lamaran dari apk ini tapi zonk, dilihat rekruter aja engga, nanti kalo udah lama lamaran ditutup kedaluarsa.",2
Susah untuk upload resume gak bisa²,1
Ribet mau ngelamar aja harus dialihkan ke aplikasi lain,1
Sangat kecewa dalam bahasa perusahaan nya sayang ngga ngerti bahasa nya,1
App ini membantu saya mendapat kan pekerjaan,5
"Info loker disini Kebanyakan hoax nya interview di ruko ujung ujung nya minta uang duluan ,blom dpt kerja udah ngeluarin uang",1
Sudah lamar di jobstreet tapi hanya dapat notif dilihat perusahaan tapi tidak ada panggilan interview.,1
Memudahkan pencarian kerja,5
"Saya sudah lama pakai ini aplikasi, setelah di perbarui malah tidak bisa login di aplikasi....",1
Ok banget,5
Semoga Saya dapat kerja pakai apk ini Good job💯,5
"Menurut saya lebih bagusan sekarang, lebih terperinci dari si pelamar Saran saya lamaran kami mohon benar"" di teruskan ke perusahaan dan di update utk kami yg sedang menunggu infonya itu akan lebih membantu kami Dan update lowongan terbaru supaya kami terbantu.",3
Upload berkas jadi susah sudah beberapaa kali coba di lain waktu tetep aja gk ke upload upload jadi lelet bangett Bukannya bagus malah jelek aplikasinya Mohon untuk ditingkat kan lagi terimakasih,1
Sangat bermanfaat bagi setiap orang,5
"👌 mudah d pahami cman sdkit perubahan,",5
"Payah semenjak update perubahan nya terlalu parah. Apakah jobstreet bangkrut sehingga aplikasi bukannya tambah lebih baik malah makin buruh. Tidak bisa lihat perkembangan cv yang dilamar apakah diterima atau tidak. Tidak bisa milih lokasi dari beberapa wilayah, 1 wilayah pun suka kecampur wilayah lain. Mohon pecat aja yang buat update aplikasi ini, sungguh sampah orang itu.",1
Diupdate malah ga bisa kebuka nih aplikasinya..parah nih aplikasi jobstreet yang baru payah ratusan lamaran gada yang dijawab hanya kadaluarsa atau tutup ngapain lu pajang jobstreet sampah.. ubah yang kaya dulu aja sebelum jadi by seek..lebih gampang..,1
"Tolong di kembalikan seperti tampilan ssbelumnya saja , yang sekarang benar2 menyusahkan, tolong di dengarkan para pengguna. Setelah di update juga selalu lowongannya kadaluarsa",1
Ok bgt,5
"Banyak perusahaan yang masih open untuk perekrutan, tapi setelah dikirim lamaran malahan dapat balasan bahwa sudah kadaluarsa dan tidak menerima rekrutan",2
Baik,5
"Yg versi baru ini gimna sih mau sign in gabisa Mulu,cape banget udah berkali kali coba gabisa masuk padahal email sama password sudah benar ,minta tolong di perbaiki",1
Wc dari satu,5
"Setelah diperbarui, sekarang kalo mau cari perusahaannya gabisa ngtik nama PTnya kayak dulu",3
"Banyak yang di-apply, tapi masih zonk aja. Selalu dapat Email jawabannya lamaran kerja sudah tutup atau kadaluarsa. Tolong dong segera diperbaiki, kita juga tau kalo Indonesia sangat susah menerima atau melamar pekerjaan yang terkadang persyaratannya diluar nalar",1
per iyaaa bu betul 2. Reviana / PPPB 50jt / 10 Jan 2024 3. Erina / PPPB 100jt / 11 Jan 2024 CRO Vina 1. Neni sumarni / PPPB 50jt /11 Jan 2024 2. Benyamin / PPPB 50JT / 12 Jan 2024 BRO Angela 1. Hadiwinata / pppb 30jt / 15 Jan,3
"G jelas, uraj coba ngelamar, tiba2 lowongan kerja sudah kadaluwarsa. Segitunya nyari reting",1
apknya udh lumayan bagus tapi sangat disayangkan banyak loker palsu/hoax,3
Buset ini apk apaan buat kirim lamaran aja susah bgt ada aja yg kurang nyesel gw download ini aplikasi,1
Support,5
Setelah tampilan baru perasaan nambah sudah dpt panggilan kerja.mending balik balik ke tampilan awal,1
Update terbaru!,1
Sangat sulit masuk akunnya.mau log in tapi muter terus jadi cuma bisa liat loker tanpa bisa melamar karna susah login,3
"Lebih baik tampilan sebelum nya, semenjak update terbaru, Untuk posisi, jenis pekerjaan, lokasi hanya di perbolehkan 1 pilihan saja, sementara sebelum nya kita bisa pilih 2, 3 atau lebih",1
Mantap,5
"Kenapa sya buka apk jobstreet selalu hilang n hape saya lansung mati, koq bisa gtu yaa, padahal sudah d update koq bs hilang gtu...",1
Good,5
"Untuk admin, jika memang banyak lokernya sudah tutup, tolong kepada admin untuk tidak ditampilkan lagi",5
good,5
"Dimohon kepada admin.Untuk Informasi mengenai penerimaan pegawai perusahaan yang tanggalnya sudah kadaluarsa untuk tidak ditampilkan kembali,agar mempermudah bagi para pencari pekerjaan.Sekian dan terimakasih sebelumnya.",5
"Jobstreet setelah di komplain cepat tanggap. Sudah bagus lagi, moga hoki dapat kerja disini",5
"Abis di update bukannya ada peningkatan malah makin susah cari loker, banyak perusahaan bodong yang cari pelamar disini. better sebelum update, TUTUP AJALAH JOBSTREET!!!",1
Apakah memang terhubung dengan jobstreet express ya?,4
Saya mencari pekerjaan sebagai driver operational,5
Udah ada ratusan kali apply dan gonta ganti cv sebagus mungkin tetap aja gaada satupun yg di panggil dari aplikasi ini,1
"Makin kesini bukannya makin cakep, malah makin dekil.. (gambaran)",1
7⁶77⅞6,2
Gak jelas bentar bentar update bentar bentar update,1
Nice information sangat membantu para pencari kerja,5
Xiaomi redmi 12 tidak bisa login Loading terus Can not log in,1
Abis diupgrade malah kosong semua gak enak lebih baik kembali kemodel lama saja tambah menyebalkan dengan model baru,1
Semoga bisa dapat kerjaan,3
Good,5
Mantap dah sangat membantu,5
"Melamar tp tdk pernah ada panggilan, jelas gk sieh lowongan kerja nya?",1
Tampilan yang sekarang malah bikin susah mau update resume aja kagak bisa harus nya kek dulu lagi aja update resume gampang sekarang mah susah karena pilihan wps nya,1
"mantap, Aplikasi yang sangat membantu untuk kehidupan mencari pekerjaan 💖.",5
susah bingit sekarang nie jobstreet udah ganti yang baru malah susah masuk nya haduh coba di perbaiki lgi terima kasih,5
READY TO WORK,5
"Pembaharuan kok jadi ribet, lebih bagus yang sebelumnya",1
"bagusan dan mudah sebelum upgrade mudah dalam pencarian perusahaan dan setelah dilhat oleh perusahaan malah gak ada kelanjutannya malah berubah status jadi kemungkinan lmaranmu tidak dilanjut, biasanya tampilan dulu setelah lamaran perusahaan dilhat kemungkinan bakalan dipanggil saya sering dipanggil untuk interview... kalo mau buat kemmajuan aplikasi buatlah tampilan inbox langsung di aplikasi jadi perusahaan bisa inbox plamar lwat aplikasi..",1
Ngelamar dimari malah dioper ke aplikasi lain. Nyusahin amat,1
"Bagus, membantu mencari kerja. Tp programnya untuk proses melamar malah ribet. Simpel yg dulu",4
jobstreet sekarang dalam merekrut karyawan sangat lamban padahal aplikasi yang lama sebelum update itu banyak sekali panggilan,2
Setiap saya melamar di joobstreet ada aja yang WA saya untuk lowongan pekerjaan alamat intervew sama dengan alamat kantor lain yang WA saya. Dengan nama PT yg berbeda..... Ada oknum nih di sini yg jual data orang.,1
"Sekarang kok susah masuknya yach muter terus kaya otoped, jasi susah buat masuknya, kaga kaya sebelum di upgrade, masuknya lebih gampang",3
Setelah di update tidak bisa melihat riwayat lamaran sebelumnya(hanya ada beberapa riwayat saja) jadi susah kalau ada panggilan interview di riwayat lamaran(riwayat yang lama2 tidak bisa dilihat sedangkan panggilan interview banyak dari lamaran yang sudah lama2) tidak bisa dilihat. Dan semenjak di update juga penjelasan tentang perusahaan yg mau dilamar tidak sedetail yang dulu. Kalau bisa mohon segera diganti seperti tampilan yg dulu 🙏,1
"jelek dan membingungkan tampilan barunya, lebih bagus dan baik versi yang sebelumnya",1
Menurut ku tampilan buat mengisi data diri terlalu sulit jadi sukar untuk di pahami,1
Setelah di up grade malah membingungkan dan sangat lemot saat di gunakan di HP lebih bagus tampilan yg terdahulu lebih simpel dan mudah membacanya,1
Lumayan bagus buat cari pekerjaan.,5
"Overall bagus, jdi simple.. Tapi banyak perubahan yang dihilangkan.. Contohnya info perusahaan yang membuka loker,",4
"Mantap, membantu pencarian kerja",5
"Woy Baca!!!. Jobstreet skrng agak ribet dan parah kaga bisa ngirim( Unggah CV), tidak seperti dulu. Ini saya ngelamar bagaimana lama bener.",1
Mantap,5
"Sebelum update sangat bagus, setelah update malah jadi sampah.",1
