userName,at,content,text_tokens_stemmed,Label,Label NB,Label SVM
Pengguna Google,2024-11-12 16:47:55,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-11-12 16:46:09,Sangat bermanfaat untuk usaha rumahan,manfaat usaha rumah,positif,positif,positif
Pengguna Google,2024-11-12 15:55:02,Bagus sekali,bagus,positif,positif,positif
Pengguna Google,2024-11-12 11:36:37,"Aplikasinya bagus, mudah murah tetapi minat pembeli jarang berkunjung kesini. Apa mungkin kurang promosi diskon, yang belanja disini sekedar tukar voucher diskon saja",aplikasi bagus mudah murah minat beli jarang kunjung kesini promosi diskon belanja dar tukar voucher diskon,positif,positif,positif
Pengguna Google,2024-11-12 11:24:56,Pas,pas,positif,positif,positif
Pengguna Google,2024-11-12 09:42:24,Ok,ok,positif,positif,positif
Pengguna Google,2024-11-12 08:06:43,"Mengecewakan. Mengedit produk masih harus lewat desktop/web. Tidak bisa dari aplikasi. Masih kalah jauh sama shopee, lazada dan e-commerce lainnya",kecewa edit produk desktopweb aplikasi kalah shopee lazada ecommerce,negatif,negatif,negatif
Pengguna Google,2024-11-12 07:04:31,Selalu membawa rezeki buat saya Terima Kasih Tokopedia Saller Semoga Allah Membalas Segala Kebaikan Kalian,bawa rezeki terima kasih tokopedia saller moga allah balas baik,positif,positif,positif
Pengguna Google,2024-11-12 05:46:36,Memudahkan dan sangat membantu,mudah bantu,positif,positif,positif
Pengguna Google,2024-11-12 00:31:36,Mantap👍👍,mantap,positif,positif,positif
Pengguna Google,2024-11-11 23:11:05,aplikasi gak jelas cs nya gak ramah hadehh,aplikasi gak cs nya gak ramah hadehh,negatif,negatif,negatif
Pengguna Google,2024-11-11 22:42:50,Tokopedia mantap,tokopedia mantap,positif,positif,positif
Pengguna Google,2024-11-11 21:51:29,"Apk Tolol ,biaya admin DIGEDEIIIN AMPE SELLER GAK DIBELA AMA BUYYER MANJA",apk tolol biaya admin digedeiiin ampe seller gak bela ama buyyer manja,negatif,negatif,negatif
Pengguna Google,2024-11-11 20:55:48,Saran di chat ada fitur kirim video kaya di sebelah min,saran chat fitur kirim video kaya belah min,positif,positif,positif
Pengguna Google,2024-11-11 20:50:31,Mudah digunakan. Jarang error kecuali jika tokped sendiri sedang error. Aman dan tidak lemot. Versi App di hp sangat membantu penjualan.,mudah jarang error kecuali tokped error aman lot versi app hp bantu jual,positif,positif,positif
Pengguna Google,2024-11-11 20:42:25,Mudah cepat dan aman dalam berbelanja.,mudah cepat aman belanja,positif,positif,positif
Pengguna Google,2024-11-11 20:25:08,"Seller selalu bayar admin Dll ,giliran CS KOMPLAIN DENGAN mUdah disetujui Ama cs Tokped Alhasil Toko Jdi rugi . Gg tokped , gak bisa bedaain yg mana benar dan salah ,kasihan para seller klu dpt buyer yg dikit2 komplain karna pdhl dia sendiri gak teliti dlm membeli , tpi di belain ama admin tokped",seller bayar admin dll gilir cs komplain mudah tuju ama cs tokped alhasil toko jdi rugi gg tokped gak bedaain yg salah kasihan seller klu dpt buyer yg dikit2 komplain karna pdhl gak teliti dlm beli tpi bain ama admin tokped,negatif,negatif,negatif
Pengguna Google,2024-11-11 20:19:01,Tidak bisa login di hp VIVO,login hp vivo,negatif,positif,negatif
Pengguna Google,2024-11-11 19:44:36,sangat puas saja,puas,positif,positif,positif
Pengguna Google,2024-11-11 19:39:43,Knp kasih bintang 1 krna pengajuan GK di ACC dari dulu SD sekarang,knp kasih bintang 1 krna aju gk acc sd,negatif,positif,negatif
Pengguna Google,2024-11-11 19:33:37,"mohon maaf untuk saat ini saya kasih satu bintang,karena KURIR REKOMENDASI TOKOPEDIA bikin penjual ribet . Udah di non aktifkan masih juga aktif, saya ribet kalau udah kebagian drop ke J&T dan di Antar oleh ID EKSPRES 2 kurir rekomendasi ini yang bikin ribet dan buang buang waktu .",mohon maaf kasih bintangkarena kurir rekomendasi tokopedia bikin jual ribet udah non aktif aktif ribet udah bagi drop jt id ekspres 2 kurir rekomendasi bikin ribet buang buang,negatif,negatif,negatif
Pengguna Google,2024-11-11 18:32:07,Updatean terbaru 11/11/24 Seller yg punya aplikasi tokopedia seller malah gak bisa liat etalase tokonya sendiri 🤣. Sama ini mslh pengiriman orderan cuman dikasi kurang dari 24 jam klo orderannya masuk pagi. coba pikir effort ke kami sbg seller ni apa yak ? Pencairan tetap aja 3-4 hari. percepat juga dong pencairannya jadi imbang bos. Yg dulunya bersngkat ke gerai bisa lgsg bawa 3-5 paket ini tiap hari bawa sepaket bolak balik kyk setrika bos habis bensin tenaga palagi gerai tutup jam 5 sore 🤣,updatean baru 111124 seller yg aplikasi tokopedia seller gak liat etalase toko mslh kirim order cuman kasi 24 jam klo order masuk pagi coba pikir effort sbg seller ni yak cair aja 34 cepat cair imbang bos yg dulunya bersngkat gerai lgsg bawa 35 paket bawa paket bolak kyk setrika bos habis bensin tenaga palagi gerai tutup jam 5 sore,negatif,negatif,negatif
Pengguna Google,2024-11-11 17:20:34,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-11 16:48:13,Lagi butuh duit saldo penjualan malah di tahan ga jelasss!!!!!!!!!.....gimana ini weiii masa nunggu 2-10hr ..gajelas bgttt,butuh duit saldo jual tahan ga jelasssgimana weiii nunggu 210hr gajelas bgttt,negatif,negatif,negatif
Pengguna Google,2024-11-11 16:30:21,"keren, gak pake lama langsung order",keren gak pake langsung order,positif,positif,positif
Pengguna Google,2024-11-11 15:50:52,"Aplkasi olshop yg sedang sakit, potongan terlalu banyak!",aplkasi olshop yg sakit potong,negatif,negatif,negatif
Pengguna Google,2024-11-11 14:58:52,"Pihak tokopedia tidak bisa serius menanggapi keluhan seller, beda gak gercer kayak toko oren lah. Mau berhenti jualan pake Tokped terlalu ribet.",tokopedia serius tanggap keluh seller beda gak gercer kayak toko oren henti jual pake tokped ribet,negatif,negatif,negatif
Pengguna Google,2024-11-11 14:07:23,Lama2 bisa sepi tokopedia kalou begini caranya account saya baru 1 bulan udah Kena moderasi permanin,lama2 sepi tokopedia kalou account 1 udah kena moderasi permanin,positif,positif,positif
Pengguna Google,2024-11-11 12:44:32,Mudah daftarnya,mudah daftar,positif,positif,positif
Pengguna Google,2024-11-11 12:32:33,Membantu saya sebagai seller baru Walaupun blum ada penglaris Tetapi sdh ada respon pertanyaan dr para topeder😁😁😁🤲,bantu seller blum laris sdh respon dr topeder,positif,positif,positif
Pengguna Google,2024-11-11 08:27:48,"Mau ubah harga diskon ga bisa terus nih wahai tokped. Udah lama laporan begini tapi ga ada perubahan. Diubah ga bisa, dihapus juga ga bisa. Error error melulu!!",ubah harga diskon ga nih tokped udah lapor ga ubah ubah ga hapus ga error error melulu,negatif,negatif,negatif
Pengguna Google,2024-11-11 07:35:31,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-11 06:56:17,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-11-11 05:01:57,Makin kesini makin sepi pembeli di Tokopedia Sekalipun pasang iklan dah ga kayak dl lagi lebih banyak minusnya,kesini sepi beli tokopedia pasang iklan dah ga kayak dl minus,positif,positif,positif
Pengguna Google,2024-11-11 01:11:55,Aplikasi ini sangat Bagus untuk jual beli barang,aplikasi bagus jual beli barang,positif,positif,positif
Pengguna Google,2024-11-11 01:08:33,Sangat asik jualan di tokped,asik jual tokped,positif,positif,positif
Pengguna Google,2024-11-11 00:32:15,Baguss👍👍,baguss,positif,positif,positif
Pengguna Google,2024-11-10 23:54:55,mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-10 23:53:50,sangat membantu UMKM,bantu umkm,positif,positif,positif
Pengguna Google,2024-11-10 23:20:12,😘,,positif,positif,positif
Pengguna Google,2024-11-10 23:07:02,"Aplikasi yang dapat diandalkan, baik anda sebagai pembeli maupun penjual",aplikasi andal beli jual,positif,positif,positif
Pengguna Google,2024-11-10 21:40:30,👌,,positif,positif,positif
Pengguna Google,2024-11-10 20:49:49,Tokopedia fitur-fitur nya ok,tokopedia fiturfitur nya ok,positif,positif,positif
Pengguna Google,2024-11-10 20:49:32,Saya sebagai seller merasa dirugikan oleh tindakan sepihak tokoed yang seenaknya menolak transaksi tanpa dikasih tau apa penyebabnya,seller rugi tindak tokoed tolak transaksi kasih tau sebab,negatif,negatif,negatif
Pengguna Google,2024-11-10 20:31:24,"Penangan kendala seller lambat dan tidak ada kejelasannya, sedangkan seller yang melangggar aturan tidak ditindak",nang kendala seller lambat jelas seller melangggar atur tindak,negatif,negatif,negatif
Pengguna Google,2024-11-10 20:03:48,Bagus dan berguna untuk jualan barang.,bagus guna jual barang,positif,positif,positif
Pengguna Google,2024-11-10 19:45:44,Good,good,positif,positif,positif
Pengguna Google,2024-11-10 19:19:57,Mantapp,mantapp,positif,positif,positif
Pengguna Google,2024-11-10 18:30:29,Okeyyyy,okeyyyy,positif,positif,positif
Pengguna Google,2024-11-10 17:37:03,Saya puas dengan Tokopedia,puas tokopedia,positif,positif,positif
Pengguna Google,2024-11-10 16:38:12,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-10 16:24:40,Bagus membantu,bagus bantu,positif,positif,positif
Pengguna Google,2024-11-10 12:54:25,"Buruk sekali pelayanan TokopediaCare sekarang, chat masalah jawabnya nunggu hingga ber jam-jam",buruk layan tokopediacare chat nunggu ber jamjam,negatif,negatif,negatif
Pengguna Google,2024-11-10 12:44:44,Sangat puas bisa membantu perekonomian kluargaku,puas bantu ekonomi kluargaku,positif,positif,positif
Pengguna Google,2024-11-10 12:32:20,Sangat bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-10 11:59:15,Gak bisa verifikasi data diri,gak verifikasi data,positif,positif,positif
Pengguna Google,2024-11-10 11:47:40,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-10 07:05:16,Sesuai ulasan saya sebelumnya jika sudah normal saya ganti lagi bintang nya menjadi 5 terimakasih,sesuai ulas normal ganti bintang nya 5 terimakasih,positif,positif,positif
Pengguna Google,2024-11-10 04:40:05,Belanja aman dan nyaman app yang bagus buat seller dan pembeli,belanja aman nyaman app bagus seller beli,positif,positif,positif
Pengguna Google,2024-11-10 02:25:32,Saya membantu untuk usaha di on line terimakasih untuk Tokopedia seller,bantu usaha on line terimakasih tokopedia seller,positif,positif,positif
Pengguna Google,2024-11-09 22:13:53,Ok,ok,positif,positif,positif
Pengguna Google,2024-11-09 21:40:25,Mntap,mntap,positif,positif,positif
Pengguna Google,2024-11-09 21:14:11,"Buruk sekali pelayanan cs. Saya jualan di shope sudah bebrapa tahun. Dan sekalian jualan di toped hanya iseng. Ternyata di toped juga ada yg beli. Masalahnya sistemnya sering eror gak jelas. Resi pengiriman bisa tiba2 tidak terlacak. Kan lucu. Uda gitu, kalau chat cs nya sampe berjam2 juga belum tentu dibalas. Responnya buruk. Kapok jualan di toped. Mending fokus di shope dan lazada. Terima kasih.",buruk layan cs jual shope bebrapa jual toped iseng toped yg beli sistem eror gak resi kirim tiba2 lacak lucu uda gitu chat cs nya sampe berjam2 balas responnya buruk kapok jual toped mending fokus shope lazada terima kasih,negatif,negatif,negatif
Pengguna Google,2024-11-09 20:48:23,"Terima kasih Tokopedia ,paling gampang dan gk ribet",terima kasih tokopedia gampang gk ribet,positif,positif,positif
Pengguna Google,2024-11-09 18:07:57,Membantu jualan secara on line,bantu jual on line,positif,positif,positif
Pengguna Google,2024-11-09 17:51:45,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-09 16:53:53,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-09 16:11:07,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-09 16:07:41,Good jobs,good jobs,positif,positif,positif
Pengguna Google,2024-11-09 16:06:53,"Semoga produk2 yg ditoko gikaproduct tokped,laku terjual banyak",moga produk2 yg toko gikaproduct tokpedlaku jual,positif,positif,positif
Pengguna Google,2024-11-09 15:58:16,berat bgt app prasaan mau cetak resi ja gak bisa,berat bgt app prasaan cetak resi ja gak,negatif,negatif,negatif
Pengguna Google,2024-11-09 14:33:00,"Kejadian ini baru saja saya alami, dimana barang jika rusak, maka barang tersebut tidak di kembalikan ke penjual...keputusan tokped hny mengikuti kata kurir (antaraja)...dengan alasan bahwa barang tidak sesuai dengan ketentuan packaging baik botol kemasan ataupun dus.disini saya sebagai penjual bkn baru 1 or 2 bulan.jd saran saya jika kalian penjual tolong di pikir ulang ingin menggunakan kurir dan marketplace ini..karna sudah tidak seperti dahulu menilai kasus sesuai Sebagai penengah.",jadi alami mana barang rusak barang kembali penjualkeputusan tokped hny ikut kurir antarajadengan alas barang sesuai tentu packaging botol kemas dusdisini jual bkn 1 or 2 bulanjd saran jual tolong pikir ulang kurir marketplace inikarna nilai sesuai tengah,negatif,negatif,negatif
Pengguna Google,2024-11-09 13:26:38,semoga lancar,moga lancar,positif,positif,positif
Pengguna Google,2024-11-09 11:35:17,"Min tolong dong kenapa modal toko saya jadi tidak ada tolong perbaiki soalnya tagihan yang kemarin juga belum dibayar, Tolong tambahkan menu / fitur untuk menambah lebih dari satu akun di satu aplikasi & pindah / switch akun secara cepat seperti pada aplikasi Twitter dan aplikasi sebelah, tambahkan juga alamat gudang pengiriman per produk jadi jika ingin kirim produk dari alamat gudang yang berbeda tidak usah ribet mengganti ulang alamat pengiriman",min tolong modal toko tolong baik tagih kemarin bayar tolong tambah menu fitur tambah akun aplikasi pindah switch akun cepat aplikasi twitter aplikasi belah tambah alamat gudang kirim produk kirim produk alamat gudang beda ribet ganti ulang alamat kirim,positif,positif,positif
Pengguna Google,2024-11-09 11:24:27,Sangat puas,puas,positif,positif,positif
Pengguna Google,2024-11-09 10:59:43,Membantu berjualan dengan mudah,bantu jual mudah,positif,positif,positif
Pengguna Google,2024-11-09 10:50:54,sudah gk bisa jualan di tokpedseller karena potongan sangat tinggi,gk jual tokpedseller potong,negatif,positif,negatif
Pengguna Google,2024-11-09 08:01:28,Sangat cocok dan menguntungkan,cocok untung,positif,positif,positif
Pengguna Google,2024-11-09 07:58:33,need,need,negatif,positif,negatif
Pengguna Google,2024-11-09 07:39:23,Puas,puas,positif,positif,positif
Pengguna Google,2024-11-09 07:34:40,Mantap penjualan dalam apk ini tokopedia seller,mantap jual apk tokopedia seller,positif,positif,positif
Pengguna Google,2024-11-09 07:26:44,bantu,bantu,positif,positif,positif
Pengguna Google,2024-11-09 07:23:30,Buyer saya tidak bisa membeli dgn kode promo. Selalu dibatalkan sistem,buyer beli dgn kode promo batal sistem,negatif,negatif,negatif
Pengguna Google,2024-11-09 07:17:13,"Mau lihat produk gambarnya gak muncul, gimana solusinya? Katanya internet bermasalah padahal baik2 saja",lihat produk gambar gak muncul gimana solusi internet masalah baik2,negatif,negatif,negatif
Pengguna Google,2024-11-09 07:00:38,Mantap semoga membantu tokoku jadi rame,mantap moga bantu toko rame,positif,positif,positif
Pengguna Google,2024-11-09 02:32:13,Terimakasih Tokopedia,terimakasih tokopedia,positif,positif,positif
Pengguna Google,2024-11-08 23:42:38,Oke,oke,positif,positif,positif
Pengguna Google,2024-11-08 23:32:15,mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-08 23:11:56,Mantabbb,mantabbb,positif,positif,positif
Pengguna Google,2024-11-08 23:11:48,Mantabbbb,mantabbbb,positif,positif,positif
Pengguna Google,2024-11-08 23:03:53,Mantap tokopedia emang mantap keren dan banyak promo dan gratis ongkir nya banyak bonusnya juga ayo buruan instal‼️,mantap tokopedia emang mantap keren promo gratis ongkir nya bonus ayo buru instal,positif,positif,positif
Pengguna Google,2024-11-08 22:08:45,Top mantap is the best,top mantap is the best,positif,positif,positif
Pengguna Google,2024-11-08 20:43:55,Keren,keren,positif,positif,positif
Pengguna Google,2024-11-08 19:30:16,"Mudah"" an usaha saya di Tokopedia di lancar kan dan banyak yang order",mudah an usaha tokopedia lancar order,positif,positif,positif
Pengguna Google,2024-11-08 19:11:38,Mantap membantu penjualan,mantap bantu jual,positif,positif,positif
Pengguna Google,2024-11-08 17:38:00,Good job,good job,positif,positif,positif
Pengguna Google,2024-11-08 17:34:15,Sangat ok,ok,positif,positif,positif
Pengguna Google,2024-11-08 14:19:18,Good,good,positif,positif,positif
Pengguna Google,2024-11-08 11:39:08,Sangat bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-08 11:27:21,Keren,keren,positif,positif,positif
Pengguna Google,2024-11-08 10:38:44,Ok,ok,positif,positif,positif
Pengguna Google,2024-11-08 10:03:49,"Nice,Good luck",nicegood luck,positif,positif,positif
Pengguna Google,2024-11-08 09:27:44,Kecewa penjualan sepi aplikasi sering kendala topads boros produk sering berkendala tidak tampil pembeli susah menemukan produk di etalase,kecewa jual sepi aplikasi kendala topads boros produk kendala tampil beli susah temu produk etalase,positif,positif,positif
Pengguna Google,2024-11-08 08:28:14,"sekarang tokped seleller, kalau bayar ads nyaris ga guna. Betol seperti yang dibilang salah satu orang yang ngeriview di sini. Adsnya makin gajelas. Duit ads abis tapi ga ada yang tanya atau beli. Beda sama dulu kalau ngeads otomatis pasti ada pembeli atau sekadar tanya. Lama kelamaan malah kayak shopee yang bikin ads ga tau kemana abisnya. Jadi percuma aja ngiklan di sini. Ngabisin duit doang. Parah sih. Udah makin mahal pajak dkk nya. Ngiklan makin ga guna juga.",tokped seleller bayar ads ga betol bilang salah orang ngeriview adsnya gajelas duit ads abis ga beli beda ngeads otomatis beli kayak shopee bikin ads ga tau mana abis aja ngiklan ngabisin duit doang parah sih udah mahal pajak dkk nya ngiklan ga,negatif,negatif,negatif
Pengguna Google,2024-11-08 07:33:44,Simple dan mudah dalam berjualan,simple mudah jual,positif,positif,positif
Pengguna Google,2024-11-08 06:33:36,apk yang ok,apk ok,positif,positif,positif
Pengguna Google,2024-11-08 01:24:06,Semoga amanah tidak ada swatu apapun yg tidak di inginkan,moga amanah swatu apa yg,positif,positif,positif
Pengguna Google,2024-11-07 22:40:51,Peraturan apaan skrng tololll gada vidio unboxing bisa di retur !,atur skrng tololll gada vidio unboxing retur,negatif,negatif,negatif
Pengguna Google,2024-11-07 22:32:59,Bermanfaat sekali untuk berjualan,manfaat jual,positif,positif,positif
Pengguna Google,2024-11-07 21:59:03,"Sangat membantu saya dalam penjualan, tapi sayang cman kurang nggak bisa hapus pesan saja",bantu jual sayang cman nggak hapus pesan,positif,positif,positif
Pengguna Google,2024-11-07 20:41:04,Mantapp,mantapp,positif,positif,positif
Pengguna Google,2024-11-07 19:49:41,"KENAPA SAYAA TIDAK BISA UPLOAD PRODUK, SELALU TERJADI KESALAHAN, KECEWA BERAT, SAYA NAIKAN BINTANG APABILA SUDAH DIPERBAIKI, PADAHAL BERHARAP BANGET BISA JUALAN APLIKASI INIII :((",sayaa upload produk salah kecewa berat naik bintang baik harap banget jual aplikasi iniii,negatif,negatif,negatif
Pengguna Google,2024-11-07 19:41:09,Toko nya sangat bagus,toko nya bagus,positif,positif,positif
Pengguna Google,2024-11-07 19:30:43,"Sekarang CS/ System Toped Sangat buruk, setiap ada pembeli komplain investigasi pengiriman/belum menerima barang . Langsung refund ke pembeli dalam 1 hari. Lah barangnya aja masih dalam pengiriman.dan kita tidak bisa menyanggah. Alias RUGI BESAR. bisa ngakalin jadi pembeli untuk nipu.",cs system toped buruk beli komplain investigasi pengirimanbelum terima barang langsung refund beli 1 barang aja pengirimandan sanggah alias rugi ngakalin beli nipu,negatif,negatif,negatif
Pengguna Google,2024-11-07 19:13:24,Ok,ok,positif,positif,positif
Pengguna Google,2024-11-07 18:54:05,ok,ok,positif,positif,positif
Pengguna Google,2024-11-07 18:52:43,Nice banget,nice banget,positif,positif,positif
Pengguna Google,2024-11-07 17:52:35,"Bagua sekali, lebih di tingkatkan lagi ya",bagua tingkat ya,positif,positif,positif
Pengguna Google,2024-11-07 17:30:12,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-07 16:17:04,terimakasih tokped sudah kasih saya peluang,terimakasih tokped kasih peluang,positif,positif,positif
Pengguna Google,2024-11-07 15:59:40,Sangat bermanfaat,manfaat,positif,positif,positif
Pengguna Google,2024-11-07 15:43:14,Makin buruk untuk para seller.,buruk seller,negatif,negatif,negatif
Pengguna Google,2024-11-07 15:38:52,ok,ok,positif,positif,positif
Pengguna Google,2024-11-07 15:33:57,Ok,ok,positif,positif,positif
Pengguna Google,2024-11-07 14:12:56,"Ibarat kita Tokopedia seller adalah kantor tempat saya bekerja ,saya hanya mau kantor di tempat saya kerja ini ,memberikan fasilitas yang ok ,salah 1 kekurangan nya adalah upload photo tapi sll tidak tampak di wall toko kita ,terjadi banyak gangguan ,jadi semoga kedepannya memudahkan untuk seller upload photo ,mengubah produk dan jg upload photo langsung nampak di profile wall dinding toko kita ,selebih nya semua ok .",tokopedia seller kantor kantor kerja fasilitas ok salah 1 kurang nya upload photo sll wall toko ganggu moga depan mudah seller upload photo ubah produk jg upload photo langsung nampak profile wall dinding toko lebih nya ok,positif,positif,positif
Pengguna Google,2024-11-07 13:03:21,bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-07 12:43:14,Lumayan cuma masih kurang praktis,lumayan praktis,positif,positif,positif
Pengguna Google,2024-11-07 12:41:59,Oke,oke,positif,positif,positif
Pengguna Google,2024-11-07 12:09:32,Mantap sekali,mantap,positif,positif,positif
Pengguna Google,2024-11-07 11:50:01,Baik,,negatif,positif,positif
Pengguna Google,2024-11-07 10:36:16,"Buat para pedagang udah waktunya tinggalin marketplace, balik ke offline, cuma jadi sapi perah dan suruh perang harga doang kaya aplikasi ojol, marketplace menghancurkan ekonomi makro",dagang udah tinggalin marketplace offline sapi perah suruh perang harga doang kaya aplikasi ojol marketplace hancur ekonomi makro,negatif,negatif,negatif
Pengguna Google,2024-11-07 10:12:09,"bismillah awal jualan seller baru semoga laris manis buka ditokped banyak yang beli yang lihat , bismillah sukses tokped",bismillah jual seller moga laris manis buka ditokped beli lihat bismillah sukses tokped,positif,positif,positif
Pengguna Google,2024-11-07 09:10:51,Membantu,bantu,positif,positif,positif
Pengguna Google,2024-11-07 07:36:11,06112024 update nya bikin fast untuk melakukan segala nya thank you semoga terus berinovasi,06112024 update nya bikin fast nya thank you moga inovasi,positif,positif,positif
Pengguna Google,2024-11-07 07:23:11,Ok performa,ok performa,positif,positif,positif
Pengguna Google,2024-11-07 07:06:10,aplikasi bapak bapak hehe,aplikasi hehe,positif,positif,positif
Pengguna Google,2024-11-07 05:31:51,ok gass,ok gass,positif,positif,positif
Pengguna Google,2024-11-07 04:40:41,Tidak bisa hapus produk 👎,hapus produk,negatif,positif,negatif
Pengguna Google,2024-11-07 00:42:51,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-07 00:41:12,Belanja aman harga murah terjangkau,belanja aman harga murah jangkau,positif,positif,positif
Pengguna Google,2024-11-06 20:36:54,🤙🏻,,positif,positif,positif
Pengguna Google,2024-11-06 20:25:06,Semoga banyak orderan,moga order,positif,positif,positif
Pengguna Google,2024-11-06 20:10:52,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-06 19:32:29,"Makin lama makin gk jelas aplikasinya, pengen nambahin produk baru aja judul produknya harus 25 karakter lebih. Dan makin naik lgi persenan yg harus dipotong per produk yg terjual, padahal mei kemaren baru dinaikin.",gk aplikasi ken nambahin produk aja judul produk 25 karakter lgi persen yg potong produk yg jual mei kemaren dinaikin,negatif,negatif,negatif
Pengguna Google,2024-11-06 17:22:17,"Ok bgt Tokopedia Sellet, bantu para penjual supaya bisa menjual produk lebih mudah.",ok bgt tokopedia sellet bantu jual jual produk mudah,positif,positif,positif
Pengguna Google,2024-11-06 16:21:59,"Mantul, Jiwul, Ragul",mantul jiwul ragul,positif,positif,positif
Pengguna Google,2024-11-06 16:15:38,Easy,easy,positif,positif,positif
Pengguna Google,2024-11-06 15:39:09,Good,good,positif,positif,positif
Pengguna Google,2024-11-06 15:30:55,Ok banget,ok banget,positif,positif,positif
Pengguna Google,2024-11-06 15:03:34,Tokopedia satu-satunya marketplace yg saya percaya untuk jual-beli produk impian🤝,tokopedia satusatunya marketplace yg percaya jualbeli produk impi,positif,positif,positif
Pengguna Google,2024-11-06 14:55:42,Smga Tokopedia Semakin Sukses👏😍,smga tokopedia sukses,positif,positif,positif
Pengguna Google,2024-11-06 14:09:53,Ga sebaik jaman covid :),ga jaman covid,positif,positif,positif
Pengguna Google,2024-11-06 13:37:24,"Tokopedia care tidak ada gunanya, tidak memberikan solusi",tokopedia care guna solusi,negatif,positif,negatif
Pengguna Google,2024-11-06 13:13:05,Mantep,mantep,positif,positif,positif
Pengguna Google,2024-11-06 12:52:19,Semoga bisa lebih suces lewat topet,moga suces topet,positif,positif,positif
Pengguna Google,2024-11-06 11:38:29,Keren mantap,keren mantap,positif,positif,positif
Pengguna Google,2024-11-06 10:44:18,Mau daftar toko susahnya minta ampun,daftar toko susah ampun,positif,positif,positif
Pengguna Google,2024-11-06 09:43:16,Top,top,positif,positif,positif
Pengguna Google,2024-11-06 08:18:00,"Ribet bgt, g jls",ribet bgt g jls,negatif,positif,negatif
Pengguna Google,2024-11-06 07:23:20,perjanjangan waktu knpa kena penalti,janjang knpa kena penalti,positif,positif,positif
Pengguna Google,2024-11-06 07:19:23,Biayanya makin gede.,biaya gede,positif,positif,positif
Pengguna Google,2024-11-06 06:30:40,Mudah di akses,mudah akses,positif,positif,positif
Pengguna Google,2024-11-06 05:20:38,Tempat belanja yang ngasi promo bar² dan tempat jualan yang mudah bagi pemula. Setiap event promo mudah untuk diikuti. Sukses terus tokopedia,belanja ngasi promo bar jual mudah mula event promo mudah ikut sukses tokopedia,positif,positif,positif
Pengguna Google,2024-11-06 05:10:32,Terimakasih sangat membantu sekqli untuk pengusaha kecil,terimakasih bantu sekqli usaha,positif,positif,positif
Pengguna Google,2024-11-05 22:42:03,Susah banget bikin toko padahal baru install tapi di update terus bingung jadinya bikin toko susah banget,susah banget bikin toko install update bingung bikin toko susah banget,positif,positif,positif
Pengguna Google,2024-11-05 22:23:30,Alhamdulillah,alhamdulillah,positif,positif,positif
Pengguna Google,2024-11-05 22:21:55,"Heran semenjak gabung BYTEDANCE ngedit foto etalase produk aja oops gangguan silahkan kembali, dan makin banyak aturan. Mulai keliatan watak tiongkok",heran semenjak gabung bytedance ngedit foto etalase produk aja oops ganggu silah atur liat watak tiongkok,negatif,negatif,negatif
Pengguna Google,2024-11-05 22:03:27,Luarbiasa mudah untuk user,luarbiasa mudah user,positif,positif,positif
Pengguna Google,2024-11-05 20:59:07,Ok membantu umkm,ok bantu umkm,positif,positif,positif
Pengguna Google,2024-11-05 20:27:21,Top,top,positif,positif,positif
Pengguna Google,2024-11-05 20:16:40,Mau buat toko selalu disuruh update aplikasi. Pantes bangkrut,toko suruh update aplikasi pantes bangkrut,negatif,negatif,negatif
Pengguna Google,2024-11-05 19:59:32,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-11-05 19:58:57,Aplikasi yg membantu.. Untuk UKM,aplikasi yg bantu ukm,positif,positif,positif
Pengguna Google,2024-11-05 19:52:38,oke,oke,positif,positif,positif
Pengguna Google,2024-11-05 19:42:40,Sangat membantu pokok nya terbaik,bantu pokok nya baik,positif,positif,positif
Pengguna Google,2024-11-05 19:28:53,Toko spesial ku ada disini 😊😊,toko spesial ku,positif,positif,positif
Pengguna Google,2024-11-05 18:39:33,Saat ini masih bagus,bagus,positif,positif,positif
Pengguna Google,2024-11-05 18:27:25,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-11-05 18:10:29,"Ga jelas ubah harga varian ga bisa, ubah stok varian jg ga bisa",ga ubah harga varian ga ubah stok varian jg ga,negatif,negatif,negatif
